Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
cg05589489,0.038292718,0.030131089,0.110538569,0.032210101,0.084773201,0.079811235,0.491122443,0.032599028
cg05620261,0.643894567,0.714027724,0.654618905,0.644914694,0.551560247,0.661593265,0.633338354,0.67389296
cg05634630,0.906479851,0.525916053,0.883509125,0.508530364,0.933694694,0.770212935,0.863055084,0.496899599
cg05650719,0.04690494,0.030556871,0.080948284,0.054714255,0.042030281,0.03710089,0.059079614,0.041822382
cg05658512,0.26301224,0.51876794,0.172802856,0.062573678,0.375568367,0.444464525,0.923909939,0.054339357
cg05666036,0.930619276,0.896020726,0.954661843,0.963673017,0.914321978,0.932667938,0.926025862,0.953019238
cg05670953,0.943838755,0.959503855,0.963173741,0.962751538,0.933914569,0.913472846,0.949951252,0.952788419
cg05702280,0.119375168,0.036862419,0.056455928,0.139285502,0.071545706,0.070451058,0.305477138,0.047355553
cg05778424,0.147193779,0.049539438,0.150580864,0.161273116,0.062310786,0.020271952,0.412074489,0.048820012
cg05817845,0.71583688,0.857326428,0.100962211,0.28706708,0.054131618,0.103533976,0.507484691,0.035827687
cg05851442,0.271218607,0.151262103,0.116363188,0.098024824,0.026790325,0.014329397,0.095387835,0.102513859
cg05865011,0.059735553,0.021697197,0.853102386,0.95864153,0.7687446,0.968280875,0.427007461,0.962342572
cg05867245,0.541662806,0.474504048,0.327339326,0.536075176,0.48213011,0.248330326,0.342260546,0.555532993
cg05879419,0.475509282,0.397080611,0.166113014,0.149393544,0.099561306,0.590976816,0.487829343,0.451880457
cg05888872,0.887427797,0.936062001,0.955339154,0.95114964,0.985780968,0.902086787,0.965464346,0.939621175
cg05903444,0.796874157,0.945327648,0.898791175,0.942515692,0.800461449,0.710564271,0.912909136,0.96035553
cg05946623,0.622459348,0.57289191,0.93084211,0.110870995,0.871787032,0.036382379,0.937049708,0.064848509
cg05951994,0.699665221,0.45852066,0.838620242,0.886998463,0.898590416,0.962605481,0.866614617,0.836934109
cg05990312,0.144693215,0.074494965,0.068454972,0.285165574,0.114984925,0.027883364,0.077782116,0.06207389
cg06000144,0.191202736,0.092591369,0.489032194,0.152708891,0.762667406,0.817428714,0.680647391,0.096870462
cg06040071,0.504715637,0.144345362,0.50279958,0.491793557,0.078666503,0.478094222,0.09628274,0.474947988
cg06094482,0.798140555,0.93507541,0.650850323,0.958541131,0.835644383,0.938417905,0.322718598,0.941837086
cg06188367,0.554286459,0.495410005,0.52040844,0.966680806,0.579687239,0.938088927,0.495920778,0.96749328
cg06235224,0.470981181,0.056327295,0.740617229,0.528468605,0.703784968,0.772207444,0.356698904,0.93180805
cg06259025,0.897746569,0.962167669,0.961772852,0.937185099,0.946448119,0.967942132,0.955923595,0.954488816
cg06263178,0.631422603,0.622706566,0.936003312,0.636097413,0.893377314,0.714327965,0.934964501,0.609979253
cg06279274,0.282037595,0.084538441,0.165181784,0.188191067,0.106162297,0.181844562,0.581327953,0.059598844
cg06327515,0.752214428,0.810722487,0.855557842,0.893602217,0.845617082,0.891379586,0.514640956,0.872527872
cg06365843,0.821692424,0.518390962,0.53944118,0.938970976,0.41826379,0.928301836,0.383941076,0.928239273
cg06371583,0.117016624,0.186475535,0.151178249,0.077722891,0.082649608,0.067429509,0.267960995,0.098850613
cg06417478,0.033996,0.030241873,0.072371191,0.025481271,0.019639997,0.013895554,0.087388427,0.036905104
cg06478886,0.031162704,0.03380315,0.443810262,0.476988064,0.49454428,0.286347067,0.034557492,0.493700543
cg06480265,0.491304311,0.560607504,0.552130623,0.558389696,0.65923339,0.623081327,0.586244061,0.557624056
cg06490113,0.219725487,0.254787635,0.182070775,0.116058118,0.027452572,0.411508591,0.749201173,0.160025572
cg06512263,0.205119847,0.11856646,0.239968879,0.184165174,0.0981907,0.1498566,0.35176255,0.127213087
cg06536614,0.010251572,0.012624966,0.478785641,0.018611373,0.476132173,0.01302752,0.016541373,0.054813901
cg06617217,0.098094089,0.036551114,0.261283755,0.426814202,0.537313748,0.754058302,0.45427476,0.515874483
cg06623827,0.769417534,0.860767752,0.851578003,0.83925763,0.643370965,0.272598298,0.877938086,0.891181523
cg06624036,0.082612963,0.041595422,0.09600895,0.046949994,0.072764631,0.241804497,0.431942491,0.070301398
cg06635900,0.056069497,0.044486742,0.050210837,0.047193169,0.167351541,0.159994384,0.049953433,0.042197971
cg06640997,0.757000269,0.057088262,0.676003164,0.524670815,0.671787535,0.43783924,0.6837975,0.571631046
cg06650246,0.51535221,0.448963579,0.355132894,0.369117935,0.46338678,0.111128488,0.605559472,0.126837049
cg06650379,0.330309912,0.774654658,0.23314936,0.667794965,0.285956256,0.118266586,0.281381028,0.275492459
cg06677321,0.903750199,0.943409747,0.904008287,0.942301129,0.882315019,0.888957969,0.417675299,0.92677049
cg06681434,0.894525469,0.908001104,0.523111972,0.930972268,0.57878659,0.823017814,0.582807908,0.927088951
cg06683316,0.455840985,0.284455576,0.937549743,0.536417092,0.863897979,0.889028879,0.070450655,0.534997193
cg06710742,0.400517151,0.479127684,0.601142486,0.561982803,0.236044727,0.8889714,0.194174584,0.577604751
cg06713675,0.811428232,0.26216377,0.187409945,0.58973898,0.105556985,0.920230441,0.626543981,0.95799415
cg06737308,0.191332926,0.128265788,0.108079173,0.077290413,0.041695725,0.060185678,0.09937827,0.491627031
cg06751366,0.258745415,0.052013463,0.584001027,0.077133641,0.780971125,0.059189187,0.293744203,0.224860715
cg06755071,0.525287309,0.049168045,0.054110218,0.041306688,0.606895059,0.193110436,0.531823074,0.034056633
cg06759314,0.146623233,0.093071394,0.164174086,0.50845585,0.125067917,0.642262513,0.483725376,0.465854939
cg06770429,0.146682547,0.231406217,0.184546289,0.391471865,0.226755821,0.043071734,0.465136512,0.154598065
cg06779847,0.343360885,0.065107513,0.1254223,0.550416994,0.256325455,0.75519857,0.673775186,0.059785307
cg06781532,0.354896641,0.450141941,0.487022343,0.476196767,0.481641583,0.267505239,0.311890865,0.464800348
cg06813419,0.700628571,0.789423461,0.820748109,0.480651296,0.813478091,0.839494195,0.605263622,0.924168507
cg06817772,0.506483959,0.082066464,0.767187243,0.955459911,0.179827404,0.812076784,0.50908227,0.930807069
cg06818052,0.720244117,0.930054401,0.871647459,0.918263327,0.919875657,0.525516679,0.227955506,0.920429318
cg06834313,0.73269104,0.523934152,0.063156057,0.024444471,0.069736906,0.018650939,0.03173407,0.028091385
cg06834998,0.91544086,0.943878278,0.910495094,0.922033913,0.960224783,0.917262171,0.92299342,0.938675115
cg06891458,0.702176628,0.068182108,0.409210794,0.539884089,0.133040969,0.064433324,0.660691258,0.042896559
cg06902099,0.074503688,0.071119517,0.178865726,0.295594463,0.067143526,0.045546337,0.242119173,0.168748671
cg06939307,0.358941563,0.637520204,0.60759167,0.428501884,0.195338976,0.627875825,0.37824343,0.162096691
cg06961233,0.361884232,0.436735674,0.448202644,0.4336321,0.192083562,0.447918489,0.368557669,0.408811318
cg06962549,0.117376577,0.070756014,0.391944754,0.109574096,0.049335009,0.862246092,0.499275188,0.52909732
cg06965195,0.404924224,0.468209883,0.406321526,0.45111992,0.461334213,0.478128204,0.383537721,0.447246638
cg07042014,0.344543999,0.044635307,0.531302146,0.547484655,0.305178488,0.521389467,0.14296905,0.549958771
cg07048527,0.18679473,0.059348398,0.132667724,0.06308702,0.193603932,0.200102553,0.578856175,0.070952488
cg07060739,0.275894373,0.108953308,0.536018235,0.548298177,0.703070048,0.687277463,0.475959512,0.575073084
cg07067710,0.878107381,0.9327923,0.680385393,0.930822652,0.955387054,0.946362873,0.498209875,0.918296586
cg07073960,0.880244063,0.90417036,0.605078839,0.607998258,0.556790367,0.655703416,0.518755645,0.565201403
cg07109804,0.809765783,0.889832649,0.842522813,0.849603775,0.931103747,0.891627283,0.475597509,0.884953034
cg07149179,0.365862685,0.102890941,0.509297048,0.886013545,0.428565058,0.684353914,0.075060417,0.558299432
cg07184237,0.208812388,0.693526246,0.41684809,0.131206597,0.0478616,0.027616844,0.54777735,0.114460634
cg07204874,0.105404535,0.145592415,0.063152703,0.069741711,0.056937347,0.145145778,0.06334852,0.036458356
cg07222861,0.259865647,0.377404414,0.11792713,0.270695387,0.062770734,0.11310479,0.266762587,0.086475341
cg07300846,0.573866028,0.921505598,0.923524532,0.567617643,0.398949049,0.841681404,0.635499667,0.51530095
cg07312051,0.071296408,0.184036044,0.137018014,0.040271393,0.180530292,0.054195494,0.530950008,0.046959553
cg07336123,0.235922918,0.189609693,0.295821957,0.474411846,0.130018202,0.172289887,0.786707739,0.139588776
cg07337250,0.171844394,0.090466335,0.291039756,0.087712469,0.062819691,0.592490395,0.930863163,0.541343687
cg07345934,0.839165602,0.940554026,0.913549737,0.975834724,0.972008818,0.96699525,0.487277146,0.971041756
cg07363270,0.332675521,0.097938536,0.400455583,0.193189597,0.42639466,0.121224694,0.527518237,0.044360092
cg07375978,0.111762026,0.123103394,0.104274149,0.084594462,0.058231841,0.029746175,0.078678388,0.071967188
cg07389611,0.426344919,0.04897038,0.132742092,0.357120877,0.122170169,0.878805457,0.185889131,0.050461721
cg07404485,0.676364066,0.584337776,0.872480891,0.909194424,0.905295935,0.90318932,0.884206656,0.910186745
cg07429623,0.359851374,0.408138344,0.571315507,0.306328306,0.03346777,0.735336109,0.69178573,0.511377804
cg07433152,0.086910725,0.073966148,0.491825787,0.574278364,0.295904676,0.60069481,0.042429503,0.555599412
cg07459594,0.268267286,0.140822598,0.094834603,0.030347264,0.047883691,0.012001692,0.085588777,0.157569864
cg07501729,0.159155165,0.168873161,0.264288197,0.206599717,0.115545738,0.375281288,0.352505932,0.422287043
cg07504727,0.898815711,0.461628812,0.725199892,0.932845045,0.3808125,0.857990442,0.712449406,0.932885205
cg07525682,0.603317867,0.756546767,0.428745442,0.474868853,0.542901794,0.567851004,0.724245423,0.452839704
cg07530063,0.348702083,0.079805993,0.032861864,0.053625319,0.069105957,0.064723281,0.454210758,0.070906451
cg07570687,0.567620568,0.493866916,0.349837845,0.502515805,0.516519088,0.711271073,0.541837539,0.530707716
cg07571734,0.952064066,0.981303337,0.833287988,0.963091209,0.842264477,0.943882951,0.933625404,0.971784482
cg07581623,0.320306492,0.077369037,0.30763651,0.272076208,0.131187623,0.078591308,0.577996159,0.327516722
cg07594247,0.424256147,0.44130727,0.457342291,0.392960325,0.419162647,0.345623667,0.392093526,0.111959704
cg07615383,0.686928409,0.474931224,0.068080736,0.027411601,0.033375577,0.048441015,0.889579724,0.033376566
cg07629965,0.099472261,0.248002229,0.220979837,0.329125254,0.092935238,0.421126386,0.846119518,0.395457701
cg07636688,0.918799941,0.956490272,0.931076423,0.943438178,0.968368964,0.958551408,0.914647772,0.947812915
cg07685357,0.399170031,0.049593312,0.102380263,0.214218471,0.080070177,0.349884,0.307265358,0.095587544
cg07769588,0.674007499,0.920773142,0.670893445,0.774736086,0.599905668,0.98854096,0.801302186,0.966176196
cg07819160,0.115693509,0.109070188,0.115200303,0.086755408,0.051412588,0.090592373,0.101937621,0.092319389
cg07854954,0.667087432,0.904644463,0.556279865,0.454856579,0.1045739,0.290261247,0.624112063,0.076319184
cg07856155,0.4242326,0.503671279,0.544387701,0.521099854,0.647509411,0.65626777,0.415260604,0.536108953
cg07863877,0.512356484,0.577279997,0.508915806,0.516943618,0.532369873,0.824276733,0.903940974,0.539110792
cg07878514,0.241703525,0.212697623,0.155322849,0.037868515,0.142867852,0.054812339,0.584480793,0.038829171
cg07891179,0.527918194,0.627989302,0.625409621,0.209147801,0.657668813,0.608929499,0.60584963,0.139613976
cg07898446,0.899439697,0.975393855,0.965618413,0.958030886,0.962029785,0.629703953,0.960082525,0.974772108
cg07918978,0.790532649,0.934718831,0.92911224,0.961178945,0.901499777,0.919515776,0.657635439,0.938625559
cg07935886,0.698557795,0.485713617,0.82318591,0.401645458,0.888353164,0.715117621,0.846971598,0.596939896
cg07963670,0.320329282,0.20386501,0.268032322,0.20112913,0.347592266,0.850024453,0.504778287,0.353866854
cg07964754,0.268940265,0.483426981,0.887306628,0.465265908,0.547952471,0.815998974,0.368342413,0.534969505
cg07967210,0.915106764,0.543963157,0.898591589,0.954248862,0.906531069,0.647057554,0.634782174,0.927016295
cg07997737,0.337275872,0.45627021,0.547671245,0.625384982,0.478327391,0.578374837,0.655820737,0.428103912
cg07998277,0.082885676,0.042416564,0.507118118,0.520287179,0.485642407,0.521432741,0.05530029,0.485744557
cg08024887,0.862665169,0.563075519,0.861135328,0.888420085,0.882817433,0.712145124,0.879050192,0.910493645
cg08031982,0.467976549,0.552187677,0.180654363,0.531323774,0.491402958,0.598316352,0.137274673,0.549966034
cg08033722,0.434130905,0.492796686,0.630117941,0.764537202,0.68060649,0.927167406,0.440184275,0.043949575
cg08066140,0.901620409,0.939167056,0.939291135,0.948180989,0.93723519,0.898646396,0.913366309,0.939082176
cg08070327,0.87961246,0.37054385,0.771938175,0.641054669,0.856079212,0.798268662,0.910806577,0.636131831
cg08075719,0.10090728,0.111342276,0.105827228,0.081067288,0.025725119,0.03127175,0.55442765,0.056570219
cg08084655,0.64978621,0.831045856,0.720837352,0.603789028,0.463718412,0.429634415,0.128017509,0.603687029
cg08098382,0.858570742,0.926678731,0.896954427,0.950332808,0.780131372,0.494490474,0.666249318,0.928937844
cg08129953,0.730508571,0.834663947,0.841392371,0.88336162,0.744493194,0.847347232,0.817981451,0.83008395
cg08144675,0.883577667,0.95942457,0.931642973,0.950346545,0.960308825,0.787257646,0.953552279,0.956578417
cg08161163,0.260916635,0.259455231,0.186101506,0.235352953,0.045219619,0.180722951,0.437834483,0.152666783
cg08182270,0.545956108,0.641667616,0.49606766,0.601624481,0.125592958,0.569216664,0.045405038,0.608633471
cg08203788,0.743519023,0.818599847,0.828245646,0.854366971,0.755742818,0.635392971,0.627666049,0.821904058
cg08217526,0.5833111,0.54146263,0.777609804,0.760652495,0.737811386,0.660917914,0.942092562,0.572537069
cg08223357,0.923830976,0.930705363,0.91536995,0.936501982,0.917763661,0.760089257,0.895751004,0.901621691
cg08247852,0.417495774,0.440138877,0.450879208,0.07770662,0.226895011,0.070657979,0.0382193,0.032526502
cg08258506,0.26610294,0.06705899,0.485617859,0.380456884,0.471146508,0.199478555,0.668412557,0.047986871
cg08313539,0.908172208,0.944726564,0.581540501,0.605190774,0.62992759,0.780856826,0.564334521,0.579212836
cg08318732,0.585758424,0.602966355,0.734036077,0.434544088,0.479911422,0.354156234,0.550167991,0.416891503
cg08339023,0.566180019,0.080447518,0.868969474,0.900387136,0.687077387,0.806609964,0.663820864,0.938917642
cg08352422,0.482236399,0.493311997,0.478214063,0.472396682,0.747531862,0.801250749,0.543263348,0.516826286
cg08352439,0.392454866,0.154259382,0.385790406,0.124923743,0.039414601,0.088591353,0.285791107,0.084512532
cg08377819,0.838988458,0.929414602,0.860450285,0.923943202,0.929902063,0.886056428,0.893451004,0.925642374
cg08398567,0.307030737,0.876681954,0.554481515,0.564636053,0.419849752,0.612429727,0.505659481,0.573858311
cg08410996,0.370621577,0.4430452,0.482818686,0.517679983,0.331378222,0.091047355,0.0344428,0.512165926
cg08466034,0.669402687,0.214779889,0.618253677,0.425759997,0.530944013,0.515607157,0.133619935,0.097582593
cg08477332,0.600776611,0.588278783,0.595254893,0.588260322,0.756867011,0.323986582,0.66468405,0.577461767
cg08491681,0.354061257,0.224740618,0.386200808,0.299092477,0.311887377,0.04712081,0.427048223,0.172403692
cg08515442,0.649560488,0.589111589,0.797442709,0.726758626,0.929167224,0.920056671,0.943205138,0.936779135
cg08533710,0.280061182,0.638879927,0.48608536,0.665313021,0.606265212,0.835472546,0.75071935,0.706116648
cg08541895,0.745702005,0.389076885,0.32587785,0.659171819,0.530542462,0.778284746,0.665627307,0.401438201
cg08580836,0.855399677,0.927776261,0.928491426,0.944307946,0.771702739,0.807318702,0.907727711,0.912907358
cg08623383,0.102671899,0.436356423,0.125921553,0.132278797,0.061217735,0.06552139,0.901128878,0.046852484
cg08624915,0.681226096,0.538006673,0.296560699,0.054750416,0.089421339,0.356808588,0.691677676,0.580171767
cg08639762,0.475585671,0.485030806,0.830454828,0.546366783,0.566361836,0.417200671,0.260649417,0.550680432
cg08678044,0.369561645,0.372829045,0.481706577,0.391743098,0.467893066,0.106688141,0.167257366,0.402520195
cg08681685,0.554017455,0.610988459,0.800710789,0.592712217,0.764581886,0.562027549,0.881943424,0.604355881
cg08686092,0.452044708,0.538250607,0.500061436,0.488678533,0.339866329,0.76969955,0.38508314,0.497774657
cg08709360,0.440211595,0.050615975,0.179144776,0.07561406,0.058146125,0.384461197,0.649051988,0.054464108
cg08734931,0.782089946,0.637321898,0.960920687,0.956226416,0.942301619,0.935321773,0.938457371,0.953698174
cg08744475,0.825809456,0.891622931,0.685484513,0.913795688,0.939381968,0.505421326,0.546345274,0.923337389
cg08810053,0.394170075,0.066935337,0.593056582,0.638242152,0.70904369,0.41338037,0.409718067,0.622808215
cg08822523,0.434498363,0.068181026,0.298841577,0.108466432,0.168751083,0.035875626,0.68207472,0.090695128
cg08839053,0.202376729,0.499848322,0.252688514,0.224070997,0.330756371,0.135007153,0.251946723,0.154956629
cg08872493,0.127717075,0.112195468,0.111597063,0.042811682,0.065979691,0.433879634,0.39139873,0.520052392
cg08881680,0.537170841,0.533720975,0.525155297,0.505526474,0.435588003,0.320976948,0.541729899,0.547548491
cg08917299,0.564320837,0.661733973,0.634833938,0.672122976,0.508790648,0.446875953,0.655989984,0.736210236
cg08946854,0.490046051,0.286014324,0.757409382,0.819326864,0.860803873,0.805301344,0.540662825,0.935422958
cg08969950,0.751489268,0.542237164,0.324640969,0.964512096,0.894987777,0.230393375,0.921091235,0.939603385
cg08991437,0.277829426,0.424091463,0.474233295,0.495499658,0.81562031,0.29631467,0.101833366,0.844103041
cg09019154,0.404466606,0.407907817,0.504016706,0.54346391,0.580937059,0.208801797,0.297060976,0.469364072
cg09023624,0.661706962,0.595070699,0.721710939,0.564236219,0.863015229,0.639743178,0.39718744,0.587161571
cg09063149,0.55617777,0.393698244,0.087644009,0.05446979,0.110936919,0.105773821,0.677768887,0.531808008
cg09076339,0.459894963,0.248839531,0.515775151,0.661116927,0.597746978,0.431235779,0.604004069,0.083342684
cg09096031,0.349324973,0.926782144,0.792158804,0.953136347,0.929234819,0.893662014,0.50500833,0.930613149
cg09118625,0.907862742,0.895799223,0.911273993,0.947141516,0.927336598,0.865032187,0.607854449,0.926914015
cg09127314,0.864499727,0.936846533,0.856120832,0.923976996,0.907990995,0.925719151,0.533945565,0.916257854
cg09144964,0.467383227,0.878823042,0.533647289,0.924819006,0.949391072,0.958701556,0.381863609,0.88203312
cg09180702,0.438616507,0.512052067,0.132271939,0.235739942,0.147218939,0.673001884,0.104347861,0.50517544
cg09212597,0.523729459,0.096063595,0.44563165,0.484730871,0.671844645,0.578567813,0.486847177,0.492739207
cg09289202,0.436497818,0.17780991,0.480100833,0.493169042,0.349338614,0.45993802,0.337376434,0.509589579
cg09323728,0.230922144,0.213776945,0.552529809,0.188398471,0.414598891,0.63821021,0.429191895,0.135094036
cg09338136,0.775366474,0.877755837,0.867958774,0.923933924,0.70892455,0.968205852,0.931624675,0.914712126
cg09361469,0.148876048,0.064810241,0.087500793,0.060554917,0.04558922,0.085517209,0.757314071,0.060054825
cg09381666,0.879108954,0.881377631,0.939745709,0.934901075,0.965052299,0.930482519,0.92930077,0.930886369
cg09417038,0.834010027,0.908189259,0.885236122,0.920268866,0.899942692,0.592049843,0.847571449,0.863761878
cg09427016,0.549510509,0.400059188,0.138396304,0.123735117,0.343146828,0.202342816,0.402513641,0.501353086
cg09460553,0.528373341,0.839190494,0.52919399,0.562397192,0.428408687,0.361808578,0.422216028,0.53874495
cg09464268,0.09037436,0.136195206,0.317103182,0.540836932,0.050930872,0.324031239,0.1170199,0.564955854
cg09467607,0.430075849,0.610798905,0.600056839,0.652598006,0.637504854,0.817948478,0.400526618,0.618115911
cg09471455,0.816193265,0.9238265,0.765233626,0.964398544,0.468136169,0.982291704,0.713433749,0.960921768
cg09474442,0.035619735,0.300108009,0.072376911,0.42855184,0.052150627,0.313618757,0.347520665,0.036091893
cg09514174,0.172836806,0.165258929,0.604080342,0.641535198,0.778690445,0.532226999,0.708172268,0.092015727
cg09524686,0.255191758,0.229636929,0.165540685,0.077746152,0.02861113,0.190691187,0.753243455,0.071979848
cg09527615,0.058065206,0.094608145,0.118945437,0.084388143,0.106152402,0.111729183,0.10013425,0.323517164
cg09563777,0.469217707,0.515629295,0.190377545,0.168552919,0.052898478,0.116811347,0.415362245,0.091853244
cg09566316,0.080052119,0.036233331,0.084835165,0.046291498,0.14298351,0.08498332,0.370516839,0.038053977
cg09582042,0.700912171,0.517429248,0.935679887,0.797796597,0.914059701,0.917435906,0.744870629,0.948344903
cg09597638,0.142499924,0.121089042,0.083223203,0.08679275,0.091161817,0.055440125,0.133962702,0.118028132
cg09608949,0.173838057,0.055713107,0.876191652,0.744301078,0.90686585,0.844404492,0.444714795,0.865852976
cg09618778,0.281663275,0.081758645,0.498273936,0.518126251,0.198418003,0.292641088,0.126407745,0.530653299
cg09647867,0.740558522,0.787034765,0.522087847,0.502522398,0.825960874,0.955798853,0.877052639,0.873146459
cg09667013,0.128919696,0.126218327,0.190572236,0.295870418,0.029110135,0.791039281,0.08986643,0.390012634
cg09706021,0.795373397,0.306553042,0.92841781,0.775260395,0.774505176,0.607750094,0.455328379,0.563713041
cg09713850,0.355522828,0.078730702,0.357201773,0.527219502,0.06548547,0.088496727,0.070686095,0.637246185
cg09715059,0.791693016,0.702963994,0.942310886,0.606043399,0.913967078,0.857047978,0.559989318,0.583447348
cg09747445,0.480608931,0.375669476,0.123891065,0.221614118,0.130305355,0.366059,0.317664526,0.141839544
cg09824603,0.606639646,0.569238802,0.577383982,0.944087328,0.640371918,0.61331197,0.743573281,0.905690586
cg09830866,0.684062597,0.704103449,0.817600467,0.49507476,0.08959667,0.417521984,0.24504478,0.068791076
cg09862733,0.499985875,0.507177956,0.668730083,0.716187602,0.460198218,0.599141481,0.304959161,0.682815027
cg09949789,0.212209391,0.586726735,0.363766552,0.191880423,0.52488521,0.096304374,0.24611557,0.0803907
cg10011623,0.706778832,0.707240545,0.698301444,0.798729581,0.550560876,0.351191912,0.427093872,0.695758456
cg10016004,0.119706154,0.077718517,0.066721608,0.131629673,0.184902408,0.141097231,0.541784151,0.044452568
cg10028549,0.440734203,0.864782499,0.619986317,0.608697525,0.134910768,0.861452081,0.407905011,0.582768497
cg10064060,0.449681708,0.114908838,0.418105184,0.404466698,0.498750803,0.433872363,0.56183259,0.904585036
cg10092265,0.685698896,0.962606097,0.032165358,0.034253161,0.025536442,0.00908651,0.059218209,0.026813507
cg10168457,0.307178396,0.205885605,0.292971303,0.560335717,0.28887522,0.838720988,0.23866356,0.49793198
cg10177528,0.38347058,0.412854585,0.404386848,0.786133068,0.250435661,0.752468352,0.547000801,0.185472112
cg10180281,0.070272249,0.054515812,0.105534112,0.100100148,0.030715971,0.035640855,0.104161556,0.048601125
cg10195146,0.597528824,0.813376649,0.47970777,0.820151464,0.02233066,0.172563136,0.262328804,0.875185697
cg10202436,0.3886767,0.757797004,0.464966748,0.231846382,0.295469945,0.055616384,0.224408775,0.056196023
cg10246448,0.898770904,0.910540817,0.732713395,0.707454273,0.786237277,0.818712696,0.811313565,0.713803061
cg10281770,0.087849892,0.058266187,0.053708345,0.04727163,0.036443846,0.08708606,0.057166853,0.050372805
cg10322794,0.284507921,0.71759445,0.377976486,0.828940079,0.751869841,0.841634666,0.25181161,0.928879384
cg10328171,0.656355089,0.553417289,0.885358342,0.575870853,0.924880978,0.697555992,0.541803825,0.508529353
cg10334976,0.262127614,0.401152391,0.142223243,0.4694675,0.106194493,0.072904091,0.174937585,0.083798142
cg10336039,0.316690176,0.037864431,0.393481094,0.94415169,0.222760274,0.975051555,0.38495263,0.973112181
cg10400081,0.91760468,0.937080266,0.952664061,0.926405029,0.948506477,0.918938052,0.907023965,0.940140488
cg10430077,0.778457352,0.92735254,0.920371818,0.907258633,0.865215227,0.536017108,0.8254717,0.889895985
cg10449558,0.331538128,0.060719225,0.318619035,0.558517914,0.442916067,0.86341171,0.432580586,0.911977378
cg10498502,0.065241058,0.100830759,0.487271702,0.12667266,0.096057393,0.833963949,0.082004896,0.046661186
cg10501602,0.383890376,0.418459468,0.39620091,0.408257713,0.387146762,0.569418793,0.449168773,0.448633263
cg10528989,0.548949006,0.845499329,0.477603219,0.897384567,0.907765631,0.893196612,0.697847462,0.935187211
cg10530568,0.892868495,0.898130462,0.943088821,0.955542469,0.930377955,0.914339055,0.90554928,0.934620626
cg10570158,0.197932516,0.045248922,0.068348533,0.072554832,0.159575722,0.208724686,0.368640179,0.058367981
cg10596483,0.472362685,0.591239693,0.601850222,0.73806151,0.495726961,0.859870242,0.720782132,0.613339269
cg10621924,0.376558933,0.037003767,0.14328301,0.08213995,0.027116589,0.180647251,0.483917073,0.105567596
cg10672416,0.58030341,0.896971495,0.520632351,0.072416811,0.813274202,0.184485495,0.126813163,0.056444253
cg10688516,0.819374083,0.838861542,0.383549793,0.594001382,0.393907325,0.958522273,0.463646973,0.519790865
cg10703884,0.378522112,0.160895639,0.50075983,0.898160365,0.708280179,0.56959004,0.413179798,0.48952099
cg10755723,0.835773458,0.873648907,0.463964237,0.269387589,0.692841355,0.505154213,0.67714494,0.46742993
cg10763374,0.288774434,0.185648924,0.563608211,0.443424783,0.80510896,0.773381254,0.374963102,0.502711739
cg10781468,0.681976466,0.674662858,0.930260992,0.475818771,0.942573061,0.897441097,0.790482969,0.952961652
cg10783797,0.366465776,0.594314523,0.600673743,0.562362813,0.424381809,0.49640493,0.492081027,0.587288906
cg10804974,0.817413289,0.932545791,0.931523304,0.960399087,0.962942968,0.950824517,0.660502703,0.937250909
cg10874314,0.122103359,0.040893082,0.474534768,0.037679732,0.030411431,0.099107672,0.519721867,0.052336233
cg10885151,0.538634167,0.570495067,0.688269827,0.58795413,0.402004668,0.866520362,0.60659106,0.59766169
cg10898212,0.459052802,0.497899032,0.448586582,0.311407673,0.038341528,0.092960274,0.415488953,0.079455316
cg10925640,0.869240819,0.944078443,0.795566279,0.9540063,0.596199669,0.827238739,0.917256822,0.932024965
cg10947611,0.875051505,0.636333547,0.19982893,0.920180379,0.124311425,0.756877333,0.542733417,0.800808974
cg10963793,0.918301601,0.947107173,0.955940262,0.955632854,0.9032068,0.919651056,0.93915748,0.942609409
cg10968944,0.706127061,0.859207442,0.144530047,0.524723092,0.065858948,0.430695907,0.459568518,0.54584891
cg10995755,0.347061388,0.080140014,0.133955941,0.100663068,0.083625468,0.423806114,0.37640802,0.560195595
cg11007120,0.470852325,0.529250355,0.551075998,0.567513266,0.568097724,0.419106564,0.043893994,0.501442756
cg11039913,0.803603723,0.67378453,0.630707593,0.671156268,0.783878204,0.331344476,0.639288315,0.64885295
cg11059159,0.942010174,0.802326799,0.891757034,0.923430303,0.942110659,0.923211025,0.91187389,0.901866203
cg11084470,0.7035596,0.473690745,0.708045673,0.918278454,0.642119426,0.897302318,0.521738089,0.893230395
cg11161837,0.531936615,0.510078287,0.515809368,0.504581026,0.519057578,0.403665982,0.08779398,0.528021872
cg11204139,0.093885125,0.113801423,0.042131282,0.05943216,0.023535108,0.026254462,0.058016011,0.038413094
cg11204974,0.547000426,0.576274744,0.558849968,0.536155672,0.696198357,0.482377291,0.659955333,0.604998255
cg11218619,0.124069248,0.070911929,0.113106798,0.077694182,0.039954501,0.063975514,0.07173528,0.07825112
cg11220502,0.767445767,0.417658911,0.634845892,0.673767697,0.887324441,0.927467526,0.881552832,0.927950136
cg11220732,0.162828298,0.082407682,0.135218767,0.51775259,0.073605632,0.091750106,0.076291898,0.070216711
