Labels,FA L 7,FA L 8,FA Lla,FA LLb,FB L 5,FB L 6,FB Lla,FB LLb
cg05589489,0.042865013,0.261326304,0.09735133,0.119899537,0.036189274,0.064340853,0.090433263,0.113569713
cg05620261,0.888176022,0.274659803,0.746043295,0.44077458,0.597816478,0.955574336,0.730821711,0.820389976
cg05634630,0.266308664,0.224072127,0.019845972,0.165812858,0.492482756,0.473911162,0.522249681,0.485092625
cg05650719,0.976729837,0.92302675,0.963749019,0.968359389,0.960331958,0.968140536,0.975388739,0.9727814
cg05658512,0.110687441,0.280372387,0.467764511,0.55985569,0.090173066,0.500647225,0.050091853,0.032146063
cg05666036,0.925593248,0.713180807,0.879244785,0.805633004,0.928036441,0.917554804,0.910163676,0.912329675
cg05670953,0.928115813,0.761781175,0.933241969,0.930899427,0.941940948,0.936084264,0.92122794,0.945065907
cg05702280,0.150701937,0.486288619,0.078389277,0.098015797,0.068487143,0.430057023,0.09152629,0.166534294
cg05778424,0.871303118,0.756748915,0.918823757,0.763781377,0.835420378,0.850992634,0.878866608,0.918831324
cg05817845,0.106746366,0.382054104,0.39901759,0.402581323,0.54183388,0.11526537,0.660059157,0.83350934
cg05851442,0.251050928,0.45887403,0.163053337,0.51986055,0.236823057,0.278258115,0.099660548,0.038692811
cg05865011,0.854745935,0.729429192,0.537433966,0.972584404,0.942621021,0.934440896,0.649712522,0.453325045
cg05867245,0.452280979,0.479059301,0.755615431,0.808706839,0.429566388,0.509915516,0.449138106,0.598740255
cg05879419,0.719201871,0.783462062,0.919774847,0.917044769,0.886749387,0.603606518,0.780083124,0.320836312
cg05888872,0.679547249,0.541348591,0.675645158,0.657285335,0.810878033,0.550623713,0.37531545,0.39225604
cg05903444,0.837528397,0.564923598,0.923239411,0.895471486,0.837028852,0.775765287,0.90191052,0.956481674
cg05946623,0.592821503,0.576601192,0.911896031,0.539900452,0.938276432,0.93862786,0.936035526,0.911276356
cg05951994,0.797153224,0.628770608,0.946359531,0.850973889,0.792471721,0.811721897,0.667470025,0.939090159
cg05990312,0.739704811,0.268356127,0.426643642,0.889932761,0.840512067,0.815410436,0.179117102,0.246089612
cg06000144,0.868404424,0.753212879,0.962438147,0.905816725,0.866554504,0.859423658,0.947111818,0.918274815
cg06040071,0.669625029,0.528500052,0.410722539,0.735871032,0.476451778,0.815384419,0.603093839,0.389763421
cg06094482,0.728999739,0.854161357,0.612199192,0.871206613,0.480329225,0.486028889,0.907619091,0.914884443
cg06188367,0.527981592,0.500241453,0.749036444,0.403052154,0.535644605,0.520620761,0.695481513,0.920884294
cg06235224,0.401708769,0.548917407,0.690968669,0.600946518,0.127076391,0.509222503,0.415444043,0.528602607
cg06259025,0.90894396,0.706586725,0.96419912,0.425620941,0.942033069,0.898740894,0.953366131,0.955228491
cg06263178,0.945200675,0.829079372,0.913424932,0.912957544,0.947123535,0.946341773,0.947451714,0.943248411
cg06279274,0.089250867,0.51628598,0.112834753,0.198131899,0.132122676,0.534577814,0.249005891,0.165355349
cg06327515,0.336042841,0.089145749,0.399106604,0.482554711,0.382947564,0.549434085,0.371425101,0.419958373
cg06365843,0.531708169,0.222416189,0.750495019,0.669105354,0.92078555,0.890267136,0.874085604,0.896645989
cg06371583,0.16430179,0.583121527,0.675440688,0.095658283,0.112495032,0.238293691,0.23635007,0.387485255
cg06417478,0.019520585,0.018932804,0.023671135,0.021151139,0.027137835,0.021030908,0.012907283,0.023182667
cg06478886,0.901142493,0.848740286,0.908764352,0.903673582,0.903255159,0.915959647,0.954233849,0.892196447
cg06480265,0.057962922,0.122795317,0.022593006,0.043579072,0.531216579,0.097197093,0.371277649,0.511568905
cg06490113,0.84797317,0.540681828,0.813815421,0.817861249,0.471687492,0.847347875,0.588311303,0.759845283
cg06512263,0.191896996,0.082763314,0.083289337,0.318995363,0.475047257,0.331300719,0.566091793,0.450271402
cg06536614,0.932857245,0.807196004,0.985618978,0.988485559,0.944513241,0.942604798,0.97363638,0.992905457
cg06617217,0.041263243,0.196126488,0.111614199,0.4868492,0.052018933,0.042251227,0.339480965,0.158758952
cg06623827,0.362215783,0.266835817,0.190991007,0.350775519,0.328269836,0.313088789,0.312431402,0.250119664
cg06624036,0.549868922,0.535306662,0.7126534,0.652347797,0.56623488,0.55863393,0.589776455,0.696512065
cg06635900,0.920497263,0.744258752,0.240001364,0.673742675,0.912531299,0.915047691,0.753374417,0.679430614
cg06640997,0.376754225,0.520756983,0.624040899,0.481038827,0.534610378,0.905680555,0.77906181,0.596445795
cg06650246,0.888769457,0.783149413,0.898266082,0.901684542,0.947357305,0.964190548,0.953884078,0.895440293
cg06650379,0.807956642,0.977276329,0.974607795,0.859470751,0.305716418,0.325505336,0.319894183,0.094515195
cg06677321,0.089979946,0.174208079,0.065749155,0.137371261,0.400184749,0.051480291,0.323632503,0.382803402
cg06681434,0.223739687,0.097284403,0.218704632,0.431108907,0.093725784,0.075372357,0.047892178,0.384027199
cg06683316,0.867415398,0.939371274,0.925359749,0.934385675,0.939762563,0.864622853,0.923947537,0.92380914
cg06710742,0.859602743,0.760465586,0.928268381,0.947880273,0.820699777,0.487033307,0.600985356,0.774138959
cg06713675,0.946065248,0.870119196,0.760756783,0.653377164,0.937788335,0.941107437,0.810146675,0.202498562
cg06737308,0.121173389,0.320482693,0.222798154,0.334891441,0.120419504,0.131672338,0.112733507,0.173863435
cg06751366,0.5319897,0.424758677,0.523139104,0.853662424,0.502720875,0.519513283,0.654072435,0.586731128
cg06755071,0.944843037,0.913423238,0.840746603,0.828822612,0.845708365,0.126023231,0.868944628,0.72556097
cg06759314,0.12379647,0.26066779,0.420757433,0.139072183,0.097631651,0.13601575,0.031448467,0.02990837
cg06770429,0.244340676,0.298933937,0.101434265,0.440233969,0.179656168,0.852206932,0.087957179,0.196981993
cg06779847,0.700518572,0.781652152,0.69716514,0.737189834,0.321550608,0.899726602,0.592204032,0.748955515
cg06781532,0.405318353,0.443968601,0.529014647,0.531162951,0.406676901,0.41579937,0.411876722,0.342859495
cg06813419,0.280132478,0.632615392,0.252788351,0.395735557,0.455948315,0.225160102,0.848923158,0.467823728
cg06817772,0.945044246,0.938455291,0.813302632,0.829720235,0.940910814,0.936098486,0.597328607,0.787856623
cg06818052,0.864041212,0.653132931,0.590101659,0.740370953,0.875238496,0.858752718,0.812150479,0.946630334
cg06834313,0.531590994,0.911246894,0.54304065,0.917571617,0.922878194,0.934057981,0.932955027,0.921121838
cg06834998,0.078451106,0.193908295,0.099214469,0.323024159,0.111261749,0.119904137,0.140323504,0.032593718
cg06891458,0.912873604,0.832952147,0.601629295,0.946141242,0.810710768,0.909093682,0.940810212,0.930820009
cg06902099,0.26482097,0.195558152,0.161462448,0.16477404,0.131819813,0.186935453,0.178189297,0.210053219
cg06939307,0.805119341,0.084115211,0.110635019,0.32484782,0.158419802,0.848571252,0.828447786,0.266847867
cg06961233,0.317836294,0.407772886,0.491210648,0.434530119,0.148341493,0.436026979,0.389212516,0.49653266
cg06962549,0.776866689,0.418569246,0.611368278,0.740641964,0.537971995,0.513312828,0.556026938,0.659944502
cg06965195,0.817090143,0.703048834,0.921852363,0.845231974,0.838770911,0.822739493,0.927801066,0.937372817
cg07042014,0.856592485,0.189732131,0.934830284,0.584772134,0.884975225,0.873622017,0.428951228,0.387873609
cg07048527,0.148168043,0.468083385,0.462583759,0.277647526,0.133889776,0.129272515,0.218478052,0.266200785
cg07060739,0.700101929,0.484307968,0.650509204,0.236712934,0.181139597,0.529038703,0.913709823,0.641693793
cg07067710,0.835435486,0.716961281,0.943845909,0.919488093,0.882916675,0.851361472,0.898907963,0.937635374
cg07073960,0.021205867,0.020372211,0.022117814,0.020389494,0.329211156,0.017996462,0.181365905,0.021641777
cg07109804,0.813598635,0.622539429,0.921142365,0.879746159,0.810440773,0.837915473,0.916370759,0.938107978
cg07149179,0.50669583,0.540682827,0.602287,0.596993376,0.536601892,0.532960919,0.748556806,0.729015239
cg07184237,0.692589748,0.831448503,0.974274677,0.977533133,0.959059836,0.572991776,0.988762225,0.865774651
cg07204874,0.163446928,0.054707003,0.257396169,0.45176265,0.848197278,0.447360451,0.884792829,0.683841081
cg07222861,0.855154551,0.225748658,0.620811136,0.900602769,0.78512591,0.693632512,0.839738944,0.866304006
cg07300846,0.465820184,0.409100156,0.363714605,0.390973538,0.479123003,0.480502303,0.592473602,0.484814228
cg07312051,0.045970963,0.167509213,0.175800778,0.16687085,0.049582645,0.055036216,0.220304411,0.178462676
cg07336123,0.831857835,0.626425108,0.823455556,0.871094774,0.631732061,0.82913289,0.758180206,0.816513364
cg07337250,0.943202972,0.77459624,0.891161365,0.686778268,0.140774916,0.129932186,0.235333915,0.11706721
cg07345934,0.248961839,0.018335237,0.029045216,0.5,0.024427326,0.140819372,0.051246284,0.099469189
cg07363270,0.511148128,0.658368412,0.848011117,0.780732886,0.847857383,0.845462485,0.933252994,0.894999743
cg07375978,0.848127973,0.686331646,0.740552017,0.333391544,0.819253033,0.822615221,0.912852235,0.878905237
cg07389611,0.764825789,0.360341181,0.80067276,0.719194769,0.579304789,0.570540066,0.308555824,0.448715398
cg07404485,0.574008389,0.460436862,0.745704652,0.839435737,0.479314458,0.477174857,0.443939698,0.642564364
cg07429623,0.391245532,0.782108404,0.794666733,0.867336545,0.606758491,0.863967212,0.614017987,0.385480727
cg07433152,0.512357411,0.572649262,0.709799209,0.79669241,0.37058501,0.913812876,0.422416687,0.486160687
cg07459594,0.60629526,0.714285494,0.842504939,0.8872601,0.84224008,0.845497183,0.86529128,0.921881245
cg07501729,0.890663322,0.849797871,0.919705019,0.952506328,0.880246588,0.862869606,0.895525132,0.953155659
cg07504727,0.071748924,0.205300372,0.043016633,0.168858082,0.056780579,0.063481549,0.224320912,0.072554991
cg07525682,0.770066435,0.659499439,0.88804042,0.891279786,0.791969773,0.81047627,0.802862746,0.870238651
cg07530063,0.742457872,0.726788949,0.921548496,0.920805105,0.900466128,0.935599384,0.864984583,0.926916389
cg07570687,0.819853743,0.789497318,0.879288439,0.710313079,0.104928224,0.880926826,0.217281441,0.194173903
cg07571734,0.970006906,0.779847659,0.967074525,0.784514467,0.962141445,0.935351321,0.979085032,0.950955937
cg07581623,0.675855937,0.934760025,0.821074046,0.812566461,0.227533398,0.933079624,0.129657658,0.346976408
cg07594247,0.893596503,0.930785738,0.658704844,0.82430185,0.737660094,0.866080978,0.87432865,0.672009799
cg07615383,0.040169346,0.17495212,0.053260937,0.136889049,0.032652414,0.036999177,0.030049656,0.120515538
cg07629965,0.444871661,0.469276906,0.30874851,0.734118724,0.760255114,0.851256514,0.350162875,0.609887006
cg07636688,0.161197911,0.46020522,0.126482679,0.335723128,0.925908339,0.692949584,0.723480481,0.977223817
cg07685357,0.489222797,0.472132797,0.423439992,0.417409853,0.489003459,0.506689405,0.586389158,0.454310164
cg07769588,0.035376426,0.140088702,0.080503882,0.036353274,0.034912065,0.049219225,0.014933171,0.015816982
cg07819160,0.192313224,0.316074225,0.101533452,0.127196419,0.170594188,0.149613494,0.138812824,0.056828317
cg07854954,0.107977568,0.181590097,0.065464076,0.283214412,0.551467254,0.248494279,0.090155364,0.174989944
cg07856155,0.502192949,0.47582677,0.746158289,0.582178347,0.503469764,0.474619754,0.556843298,0.361425339
cg07863877,0.701353242,0.525265091,0.943617962,0.896659414,0.494844035,0.836793348,0.929114016,0.931746455
cg07878514,0.909561149,0.218975811,0.328809728,0.683609099,0.918967585,0.064556755,0.907593776,0.875230356
cg07891179,0.587660358,0.557402493,0.413377547,0.542501554,0.600697948,0.561821849,0.599960365,0.600302127
cg07898446,0.459095249,0.422566992,0.591297772,0.518374669,0.463379927,0.471083909,0.450313505,0.385810516
cg07918978,0.786920463,0.578279621,0.731358905,0.715998516,0.533013252,0.056753824,0.646498619,0.675079615
cg07935886,0.859819951,0.715996813,0.917750678,0.898742831,0.828250336,0.854909246,0.894133392,0.942933672
cg07963670,0.599900737,0.373129246,0.944785257,0.911768185,0.893829745,0.88237344,0.808037739,0.860746354
cg07964754,0.051009764,0.143964565,0.195645849,0.39075704,0.037541148,0.117556315,0.077307327,0.161614834
cg07967210,0.921853184,0.786717037,0.888463114,0.867246476,0.925780513,0.917993489,0.894220291,0.75793386
cg07997737,0.653651007,0.322681425,0.722293258,0.572571946,0.252603927,0.492598567,0.5252097,0.459094551
cg07998277,0.110614282,0.062487452,0.01936536,0.064832866,0.499175053,0.056217867,0.356156988,0.028636538
cg08024887,0.546255413,0.466487176,0.702544773,0.910808002,0.146486612,0.551917076,0.369681572,0.172648049
cg08031982,0.669168416,0.689192131,0.745483575,0.88148921,0.280367235,0.85600718,0.346495594,0.601809508
cg08033722,0.596585867,0.345403155,0.80011515,0.761019718,0.086442171,0.438624786,0.084101976,0.240688876
cg08066140,0.482588118,0.43995716,0.491840309,0.819903713,0.895422215,0.528996724,0.871330567,0.930571809
cg08070327,0.944254932,0.945348942,0.856419649,0.890901916,0.926237103,0.942348063,0.904214117,0.884014165
cg08075719,0.090458696,0.217840954,0.117227258,0.124898493,0.100630446,0.102206196,0.271196274,0.069123604
cg08084655,0.548665116,0.54376257,0.738613233,0.304509513,0.121585531,0.589373128,0.092319668,0.264511213
cg08098382,0.896156828,0.762150538,0.899364877,0.888343665,0.899835033,0.877416484,0.915378186,0.801138501
cg08129953,0.798162392,0.682260745,0.831800712,0.716502009,0.09917528,0.812223357,0.263337051,0.319587686
cg08144675,0.026398009,0.02039375,0.038121628,0.046113548,0.026781707,0.028967777,0.0292805,0.028988529
cg08161163,0.12774527,0.273793807,0.151613576,0.200192083,0.099036505,0.099322607,0.128115185,0.097924466
cg08182270,0.88279716,0.730075573,0.87695227,0.789349885,0.876147439,0.876226801,0.881400587,0.910155507
cg08203788,0.800289518,0.654155399,0.880313379,0.783361809,0.507022041,0.774601081,0.493040562,0.577620995
cg08217526,0.217973778,0.155934189,0.125681322,0.440390943,0.893673214,0.882344631,0.225789835,0.158595773
cg08223357,0.803492869,0.503794212,0.961660101,0.891641253,0.853718507,0.865003057,0.917959525,0.840748621
cg08247852,0.346667263,0.404179132,0.518122138,0.484646467,0.549611782,0.377902309,0.760586543,0.791312945
cg08258506,0.296526797,0.238436384,0.338221369,0.646882523,0.439739793,0.718203708,0.457707073,0.418649993
cg08313539,0.07850388,0.209870103,0.329211183,0.256090805,0.087710759,0.060124816,0.195289574,0.215427025
cg08318732,0.298039052,0.326914286,0.398318526,0.613730315,0.149708443,0.780813343,0.186109744,0.084937249
cg08339023,0.581474022,0.42861972,0.905253279,0.740375175,0.595077301,0.877789168,0.687363377,0.726996363
cg08352422,0.624345907,0.821211559,0.960385219,0.925759688,0.927922631,0.924716557,0.963834345,0.94761946
cg08352439,0.593571268,0.774951017,0.419087567,0.777862223,0.821881933,0.565308522,0.602779184,0.218446905
cg08377819,0.873358588,0.642018337,0.697522793,0.755179338,0.870381241,0.831148782,0.944680082,0.604853107
cg08398567,0.517072671,0.595601728,0.626555289,0.679453675,0.149300816,0.524462012,0.549510432,0.568115841
cg08410996,0.450360392,0.391241649,0.683130341,0.233648036,0.487367554,0.454185405,0.541012107,0.21875432
cg08466034,0.8931442,0.67383025,0.931349473,0.933454879,0.897415204,0.903107393,0.939296203,0.91574339
cg08477332,0.909356838,0.89327196,0.905791976,0.884629307,0.881908091,0.883013896,0.883879061,0.877302256
cg08491681,0.80767608,0.855352325,0.878499242,0.930128443,0.858071997,0.871032047,0.951984202,0.936043605
cg08515442,0.234050244,0.43665197,0.55157671,0.259703613,0.53245714,0.938664955,0.242747379,0.250120027
cg08533710,0.609643075,0.732732603,0.860373085,0.92123266,0.908740413,0.89256187,0.912819575,0.853677695
cg08541895,0.351478034,0.79330783,0.490524043,0.784420195,0.533718478,0.910079019,0.715334394,0.853428842
cg08580836,0.873170345,0.719199103,0.959133889,0.952604027,0.870655264,0.858540147,0.892810752,0.912214143
cg08623383,0.87396141,0.234424124,0.432484716,0.281993146,0.161185438,0.144974141,0.159721848,0.764876745
cg08624915,0.3879901,0.315886052,0.097064971,0.194941859,0.540890049,0.08004779,0.144456517,0.130069198
cg08639762,0.875412113,0.859030831,0.81583304,0.850019558,0.842014382,0.68291007,0.861400958,0.868980585
cg08678044,0.544434601,0.728678655,0.716383616,0.891503971,0.303299241,0.937392267,0.609844253,0.702528831
cg08681685,0.201465625,0.310230077,0.037369823,0.03201975,0.190412645,0.194673437,0.042248616,0.013601751
cg08686092,0.445356762,0.441597459,0.226799749,0.344017431,0.468038876,0.432899273,0.555346136,0.686955203
cg08709360,0.587149272,0.582398843,0.806763551,0.553465231,0.533230866,0.549592251,0.61651822,0.56738721
cg08734931,0.920110728,0.7774247,0.945115636,0.914495878,0.928846298,0.926657686,0.956603631,0.944184183
cg08744475,0.508605357,0.537660921,0.243034471,0.555859295,0.606821726,0.534509062,0.696943772,0.621246485
cg08810053,0.087186395,0.277069952,0.07197676,0.0433202,0.088503268,0.080842757,0.165301031,0.069931953
cg08822523,0.902087998,0.907122786,0.912488225,0.569650149,0.145995076,0.558055765,0.4046481,0.44483837
cg08839053,0.793919877,0.814355869,0.164727329,0.384899529,0.731885264,0.765309789,0.485442447,0.310239372
cg08872493,0.920843577,0.797013883,0.79900837,0.808774344,0.909822324,0.073933884,0.810956854,0.678019768
cg08881680,0.013618528,0.010670697,0.033159936,0.02612703,0.014257251,0.010077893,0.01714179,0.018819334
cg08917299,0.91234314,0.886406674,0.590571477,0.79768271,0.92373531,0.892423375,0.854330537,0.828848445
cg08946854,0.373377733,0.909046537,0.854334477,0.655633862,0.77325236,0.925817574,0.277051004,0.207435919
cg08969950,0.932412526,0.786245471,0.79045885,0.781084092,0.940297256,0.933588044,0.850497024,0.784484962
cg08991437,0.161197439,0.801423678,0.210749641,0.144715527,0.486076133,0.149431985,0.155972312,0.404349122
cg09019154,0.143679512,0.090242044,0.062765931,0.158502873,0.064028596,0.040251515,0.071910314,0.087473092
cg09023624,0.042707173,0.220911033,0.123049083,0.161456825,0.083121417,0.058490492,0.116120751,0.127854264
cg09063149,0.076476494,0.228469664,0.198888593,0.363831538,0.064708371,0.166361487,0.191543257,0.130013916
cg09076339,0.866413468,0.714279709,0.870422452,0.883210251,0.864312986,0.851070495,0.934185691,0.951424316
cg09096031,0.940489366,0.818943741,0.535900548,0.877827266,0.825905295,0.949031289,0.926712694,0.909192362
cg09118625,0.923698732,0.792083453,0.779927901,0.914987108,0.915734388,0.912526512,0.92115514,0.961241667
cg09127314,0.026956038,0.019883302,0.043557945,0.071716032,0.031440573,0.023490114,0.059443482,0.092503278
cg09144964,0.630980068,0.891260209,0.973656706,0.890213208,0.577806654,0.933696381,0.878686603,0.83448455
cg09180702,0.193906353,0.343863465,0.917981407,0.889836774,0.143740045,0.138246119,0.509309672,0.683257536
cg09212597,0.481096127,0.487695729,0.350454709,0.449409314,0.484650332,0.472968082,0.681910881,0.624793969
cg09289202,0.022456061,0.026259601,0.06014253,0.055141452,0.02991437,0.032589672,0.031436796,0.051741528
cg09323728,0.616456783,0.577841731,0.630897756,0.560901307,0.407939893,0.596056272,0.398558087,0.499438444
cg09338136,0.722766547,0.561006403,0.90564032,0.676192749,0.080490157,0.790930809,0.08883261,0.159466324
cg09361469,0.928301433,0.91366387,0.932530639,0.890100254,0.902865356,0.934426761,0.869460451,0.798997885
cg09381666,0.243960877,0.308330979,0.09554156,0.316679061,0.137235899,0.151540974,0.078794245,0.14817115
cg09417038,0.575817199,0.464195851,0.863787,0.889058071,0.645790946,0.839976364,0.464462801,0.406030923
cg09427016,0.678390399,0.365404293,0.68365497,0.816795513,0.767259208,0.588846824,0.546226741,0.630015426
cg09460553,0.554779827,0.586219048,0.71477082,0.484412218,0.546687103,0.53292075,0.649554871,0.645521214
cg09464268,0.908975017,0.761519723,0.882460507,0.889585441,0.889201195,0.900498883,0.922677137,0.948851157
cg09467607,0.093693224,0.25800168,0.102210285,0.290070587,0.054606194,0.103350225,0.102001705,0.175824571
cg09471455,0.949592215,0.801917221,0.979663485,0.952328012,0.944675579,0.951574608,0.936853301,0.943251811
cg09474442,0.449660675,0.411384121,0.652367279,0.112304297,0.036176082,0.451294284,0.044258399,0.120100621
cg09514174,0.751274449,0.576424941,0.578452941,0.896872571,0.13913379,0.64576314,0.302181731,0.461799466
cg09524686,0.650446411,0.621265759,0.468756822,0.746401687,0.696617181,0.591290265,0.853551455,0.859327555
cg09527615,0.51890958,0.570315874,0.625080716,0.605718701,0.494679773,0.737820624,0.696086632,0.24593491
cg09563777,0.608627854,0.656644176,0.572751085,0.807127271,0.570994317,0.601402869,0.722298924,0.788304762
cg09566316,0.570568668,0.241693689,0.065733328,0.588198347,0.864947651,0.086558508,0.771025739,0.887713994
cg09582042,0.634664937,0.546566697,0.8109111,0.799845461,0.908785909,0.569592192,0.824095648,0.786473504
cg09597638,0.117608958,0.314028537,0.050539598,0.100950785,0.160697078,0.140029088,0.10717176,0.173765065
cg09608949,0.743820247,0.807366183,0.850240406,0.832649052,0.572376758,0.833741742,0.907407359,0.829132211
cg09618778,0.09633183,0.288035683,0.009611682,0.095935733,0.122523627,0.146106928,0.141818056,0.023271073
cg09647867,0.901933006,0.841617548,0.943792847,0.968526224,0.893381973,0.883434441,0.974998564,0.957941542
cg09667013,0.521946786,0.480734436,0.521094936,0.253450057,0.506328186,0.517811085,0.433236246,0.551659982
cg09706021,0.754617727,0.776475856,0.595690246,0.659373378,0.271545954,0.86977028,0.293203504,0.307113376
cg09713850,0.818792616,0.145885927,0.489954266,0.447619134,0.483315775,0.608059087,0.623773304,0.215337544
cg09715059,0.493943798,0.704160046,0.861962597,0.687089312,0.135044917,0.917206873,0.527710042,0.698305825
cg09747445,0.195560433,0.339670623,0.39619054,0.611524696,0.493490979,0.492949038,0.645243164,0.705521628
cg09824603,0.903220586,0.883303756,0.822203782,0.870644938,0.92976786,0.941511514,0.875131768,0.82472195
cg09830866,0.950596097,0.809825101,0.757419559,0.956785217,0.94530691,0.937820208,0.929999412,0.940115034
cg09862733,0.109401319,0.106456564,0.047412854,0.316581418,0.915624008,0.07333075,0.8392204,0.759073946
cg09949789,0.3288794,0.438867794,0.747718118,0.241159016,0.207675486,0.788181306,0.718425328,0.794163859
cg10011623,0.569238926,0.674308905,0.675373716,0.633531696,0.562573687,0.683477402,0.348299346,0.4926081
cg10016004,0.104169778,0.434067137,0.706126817,0.401202413,0.661900271,0.095957257,0.34283588,0.244736177
cg10028549,0.714231994,0.809866623,0.678741647,0.131458199,0.856404759,0.103048665,0.878758737,0.476695869
cg10064060,0.586574874,0.656896305,0.892617452,0.775645749,0.777617007,0.427784178,0.670198362,0.542958013
cg10092265,0.119925465,0.298598677,0.085237292,0.10066253,0.059745565,0.095818528,0.029697191,0.052249777
cg10168457,0.535824101,0.48282874,0.882385677,0.763244539,0.666276765,0.682662122,0.798528994,0.751852887
cg10177528,0.410284891,0.423403048,0.29313003,0.630136185,0.443209937,0.39915815,0.499639638,0.456100809
cg10180281,0.058272533,0.104366995,0.041838172,0.026839191,0.073491714,0.078438509,0.033302676,0.024427052
cg10195146,0.930583408,0.916832124,0.888779347,0.947183548,0.929210533,0.933001653,0.86193782,0.961565066
cg10202436,0.605092615,0.749956513,0.535973853,0.889104043,0.607017096,0.48818616,0.839069777,0.745640338
cg10246448,0.361967925,0.59273892,0.369790455,0.718896271,0.115455957,0.673396275,0.3521618,0.307091627
cg10281770,0.086300055,0.23932447,0.304993116,0.361491412,0.057129186,0.060898265,0.080671068,0.108202555
cg10322794,0.372347137,0.659062861,0.196142145,0.465286493,0.489709904,0.207997667,0.289938641,0.595556285
cg10328171,0.794147214,0.712250961,0.898644186,0.949092001,0.852401918,0.881366234,0.89053702,0.848485176
cg10334976,0.318583478,0.390419263,0.220300115,0.37693831,0.231906779,0.265440061,0.429062372,0.517004003
cg10336039,0.141875863,0.298055491,0.042868731,0.066971123,0.14468085,0.102532734,0.030858276,0.3056729
cg10400081,0.903469604,0.722581258,0.865434097,0.850270965,0.82246588,0.887529003,0.740484529,0.778265541
cg10430077,0.594607691,0.521871253,0.218755799,0.68394187,0.50044557,0.405650091,0.508278754,0.666861555
cg10449558,0.67641381,0.458021146,0.703178209,0.271736709,0.605994306,0.476661888,0.503881973,0.720152387
cg10498502,0.377940866,0.376399249,0.358679242,0.541861247,0.114951731,0.605836453,0.157081068,0.349504725
cg10501602,0.908483234,0.729616444,0.935570476,0.914889127,0.885616844,0.863065918,0.881147926,0.776104592
cg10528989,0.86663299,0.806969065,0.770369106,0.873941092,0.880707432,0.860434466,0.905545278,0.885870368
cg10530568,0.876426193,0.505470641,0.947259306,0.902082116,0.869130853,0.528541546,0.928777505,0.859724459
cg10570158,0.273767944,0.555063203,0.616365746,0.69673929,0.25924147,0.528869417,0.833027361,0.473537767
cg10596483,0.555332069,0.518555272,0.910174653,0.838836974,0.569146063,0.527858119,0.595048092,0.672327101
cg10621924,0.529345735,0.608698925,0.516691635,0.751018411,0.541204286,0.585261097,0.656762681,0.769208529
cg10672416,0.150509213,0.509369458,0.19141479,0.319264587,0.075211599,0.262281369,0.119635143,0.441201821
cg10688516,0.585364089,0.651502354,0.959926519,0.814640216,0.810302909,0.829745051,0.88523146,0.892252474
cg10703884,0.472293705,0.425300419,0.313781885,0.622709341,0.105835384,0.494438455,0.258284143,0.146018087
cg10755723,0.862350982,0.772507758,0.956448675,0.899049828,0.496536477,0.860507098,0.648567875,0.887182983
cg10763374,0.371339464,0.380176401,0.394938684,0.307564293,0.061026621,0.461464107,0.44132776,0.303153535
cg10781468,0.730951134,0.446425304,0.555960187,0.919256911,0.435371878,0.932478778,0.440821038,0.120696127
cg10783797,0.410550399,0.063350491,0.114666742,0.038511427,0.082509934,0.504995512,0.073135425,0.406962306
cg10804974,0.578250638,0.407072448,0.404839575,0.602887645,0.411098822,0.596297918,0.433238371,0.473688308
cg10874314,0.826290465,0.762914542,0.84742987,0.751480583,0.509751419,0.838347227,0.804699486,0.637938399
cg10885151,0.899714899,0.722891134,0.968556918,0.83177176,0.911569961,0.893108053,0.947779954,0.960702755
cg10898212,0.93557795,0.897331091,0.899946603,0.918452662,0.15338052,0.926671408,0.347334876,0.512325506
cg10925640,0.042168006,0.141748934,0.086717926,0.08618262,0.474209835,0.02801504,0.735845624,0.323566527
cg10947611,0.644422409,0.235031607,0.722920023,0.828054907,0.593853073,0.627703087,0.730516227,0.796143317
cg10963793,0.453991364,0.076845592,0.664206349,0.427867919,0.048642371,0.047509604,0.073198593,0.070998632
cg10968944,0.602137264,0.667304915,0.929251448,0.869448824,0.874835378,0.504409685,0.900812065,0.942763996
cg10995755,0.681565163,0.806920248,0.843454387,0.836381533,0.552614494,0.540408804,0.196196826,0.151740049
cg11007120,0.67951349,0.47344585,0.43878387,0.619517301,0.545713231,0.534011665,0.573127873,0.545623868
cg11039913,0.724688306,0.767914859,0.787344796,0.757337949,0.755177139,0.75507496,0.742574784,0.707295022
cg11059159,0.917541514,0.814816898,0.941360767,0.952369464,0.874793742,0.892731668,0.628547278,0.956674033
cg11084470,0.517047803,0.490364687,0.626060785,0.46756056,0.870385531,0.551318666,0.857127337,0.841165698
cg11161837,0.881086109,0.812598665,0.948330804,0.943591613,0.50667389,0.899465737,0.497837592,0.777967337
cg11204139,0.080304172,0.279469845,0.049052338,0.146175672,0.08657862,0.088552436,0.077543813,0.153676135
cg11204974,0.061760701,0.238244278,0.066806025,0.147132078,0.085687332,0.078914468,0.162937638,0.0563899
cg11218619,0.812789342,0.763983727,0.879998465,0.849595679,0.491743211,0.758168467,0.877086476,0.709988336
cg11220502,0.883969826,0.652182563,0.561443224,0.933783223,0.864755199,0.851160123,0.907606504,0.958368112
cg11220732,0.404549048,0.296872855,0.093446977,0.192877139,0.098175949,0.10494702,0.362089515,0.434147305
