Labels,UA L 1,UA  L 2,UB L 3,UB 4,UB L -1,UA L -2,UA L -3,UB L -4
cg05589489,0.141559686,0.368016794,0.487604691,0.475616804,0.449250766,0.100784006,0.348954203,0.500820149
cg05620261,0.860687503,0.871103555,0.630385304,0.705221905,0.680536545,0.845728727,0.804085259,0.671943645
cg05634630,0.581613155,0.627071086,0.597765619,0.644028419,0.612093521,0.465674985,0.468810279,0.598754091
cg05650719,0.805501605,0.971008862,0.97537031,0.973881606,0.961963256,0.940904343,0.960803947,0.961822807
cg05658512,0.557728831,0.58734521,0.906428576,0.889014664,0.752729462,0.603263532,0.773180433,0.919797491
cg05666036,0.601375529,0.600973329,0.601853376,0.555709044,0.618376818,0.557070547,0.606067037,0.560344409
cg05670953,0.952645895,0.93484275,0.946050303,0.910334338,0.903930804,0.948339949,0.681939795,0.918388239
cg05702280,0.674871641,0.574522917,0.702224137,0.612799033,0.532773235,0.626472466,0.769144683,0.544346152
cg05778424,0.584702589,0.650473815,0.672856647,0.696732697,0.794143499,0.539890416,0.70982283,0.726734169
cg05817845,0.390734014,0.511883288,0.385141229,0.480571869,0.453829918,0.28856468,0.527411948,0.581121868
cg05851442,0.099898174,0.04302353,0.049135277,0.096438426,0.051131397,0.085841347,0.042251203,0.03678798
cg05865011,0.614827553,0.971778678,0.962469604,0.967818736,0.950639894,0.907511106,0.967673343,0.959428814
cg05867245,0.740564385,0.699739376,0.661032851,0.817297812,0.719072488,0.774703668,0.73711436,0.645559891
cg05879419,0.322791027,0.42625376,0.349215486,0.506471243,0.468883983,0.381106224,0.558867072,0.63915571
cg05888872,0.299300966,0.366941286,0.014346866,0.216872626,0.249095804,0.265989181,0.334178046,0.021773785
cg05903444,0.018028037,0.016572161,0.01372725,0.025599314,0.022531464,0.019093669,0.025060708,0.019407284
cg05946623,0.08776381,0.052938505,0.089132425,0.053257901,0.185286088,0.091230705,0.046552592,0.102069732
cg05951994,0.52350759,0.540554,0.831960688,0.765433317,0.820676491,0.57803233,0.567013904,0.798237438
cg05990312,0.462472952,0.849384892,0.207995781,0.228224355,0.26835512,0.464536299,0.222964568,0.46750545
cg06000144,0.503805243,0.516684486,0.844115544,0.545801014,0.869243046,0.555133695,0.65088415,0.86917893
cg06040071,0.55903462,0.594604089,0.808899572,0.558197468,0.609947132,0.555896785,0.564918295,0.538334439
cg06094482,0.491465225,0.519238606,0.537181865,0.581026458,0.562952964,0.423852076,0.527083165,0.556820433
cg06188367,0.029685087,0.203559851,0.2028928,0.453044985,0.386893006,0.045550831,0.070522553,0.396002408
cg06235224,0.088112362,0.521349189,0.632637594,0.631879182,0.628678287,0.496818964,0.759251986,0.34031757
cg06259025,0.517732071,0.655815774,0.824903615,0.923692878,0.849133432,0.595552164,0.513175975,0.920283031
cg06263178,0.444209635,0.772873432,0.91648995,0.948049976,0.949249149,0.748599287,0.866959913,0.930410095
cg06279274,0.878087929,0.919236957,0.916348343,0.912242417,0.893718384,0.899266398,0.913168525,0.892137389
cg06327515,0.039242021,0.041748423,0.035562926,0.035190978,0.051707758,0.040056285,0.060389283,0.039298664
cg06365843,0.458175753,0.643026757,0.629252058,0.669464834,0.617990099,0.41209285,0.703494242,0.643708171
cg06371583,0.604963625,0.673405525,0.063481628,0.147485188,0.114125427,0.520518789,0.518818831,0.241843722
cg06417478,0.024273634,0.026369715,0.025450764,0.02192462,0.021796459,0.018854937,0.025369626,0.02112393
cg06478886,0.529163756,0.564223036,0.366602202,0.35765143,0.30158831,0.538946376,0.484540671,0.438645596
cg06480265,0.901599895,0.901512393,0.909144633,0.893253928,0.902399459,0.879047428,0.895544986,0.91765331
cg06490113,0.499924184,0.899504133,0.531345287,0.510603503,0.635688796,0.482233106,0.912872736,0.484292419
cg06512263,0.344405516,0.292247194,0.370557363,0.495720445,0.282677124,0.499962921,0.475962449,0.35349574
cg06536614,0.584145518,0.598237587,0.506526942,0.504549922,0.521691676,0.616654601,0.611751408,0.559371544
cg06617217,0.363510848,0.699725048,0.257805223,0.282071617,0.310730575,0.715926593,0.690454504,0.358318386
cg06623827,0.918447562,0.927833881,0.808596033,0.897889012,0.934045886,0.928907319,0.916992358,0.9245447
cg06624036,0.931660647,0.939942519,0.585675071,0.212929933,0.269781304,0.916142062,0.948736462,0.064012444
cg06635900,0.955003869,0.952948596,0.654667124,0.713629412,0.857309325,0.942529354,0.907599332,0.43847639
cg06640997,0.896341935,0.853971246,0.73783053,0.672245101,0.767939156,0.882962118,0.890596817,0.831187437
cg06650246,0.644614909,0.699805101,0.154329058,0.33261607,0.351233319,0.428517769,0.540559485,0.225611354
cg06650379,0.954614773,0.958139036,0.951345803,0.943636238,0.962182476,0.963594405,0.974635217,0.965848416
cg06677321,0.392451085,0.342877539,0.419450073,0.273525291,0.370220956,0.231172415,0.380742795,0.272157365
cg06681434,0.609002401,0.491111914,0.466381729,0.507910403,0.491986102,0.48163383,0.501843699,0.50031593
cg06683316,0.257216336,0.860604254,0.088380385,0.294150102,0.093692744,0.361603222,0.717187311,0.067889251
cg06710742,0.442297682,0.522060208,0.344040602,0.851221324,0.840556302,0.527224372,0.599491452,0.838498048
cg06713675,0.066093452,0.310233023,0.540173538,0.384034445,0.440700076,0.063338716,0.419684479,0.355595571
cg06737308,0.661373051,0.640253127,0.52306609,0.635507777,0.614117502,0.608276479,0.605279487,0.619608052
cg06751366,0.740793074,0.863074199,0.264984511,0.483831394,0.499087115,0.860734875,0.864585743,0.463892298
cg06755071,0.16370534,0.052017463,0.034786292,0.048782947,0.154411458,0.059147613,0.08303677,0.065135561
cg06759314,0.852858578,0.470344274,0.877022163,0.874711813,0.858635328,0.88483246,0.509214357,0.890415897
cg06770429,0.100573468,0.259551584,0.130312477,0.154821697,0.151667943,0.135521421,0.221857982,0.108264792
cg06779847,0.057917842,0.107211791,0.361942326,0.428379238,0.126720268,0.283250419,0.135982241,0.281349619
cg06781532,0.558030666,0.414058171,0.340994996,0.284210819,0.2846295669999999,0.555005583,0.41310262,0.27730811
cg06813419,0.760697042,0.93166017,0.839910166,0.895349304,0.912394966,0.763678425,0.878670347,0.908323231
cg06817772,0.9326133,0.946309718,0.926165548,0.942511555,0.936209649,0.94055177,0.919477662,0.932961906
cg06818052,0.837523127,0.909509613,0.893668958,0.89825307,0.931841102,0.846839926,0.892711834,0.877819926
cg06834313,0.38056133,0.320950204,0.483506864,0.490138632,0.488691402,0.285603482,0.302674094,0.490477028
cg06834998,0.052539768,0.079170048,0.025553545,0.114305294,0.051559145,0.029756932,0.049633974,0.043871776
cg06891458,0.487586624,0.870464906,0.935035307,0.911696938,0.902268733,0.902379859,0.906301472,0.909317111
cg06902099,0.354357391,0.872705721,0.542756294,0.709963567,0.458835669,0.528256522,0.5906873,0.470495596
cg06939307,0.181342717,0.564922374,0.085214582,0.304726397,0.131779212,0.179050737,0.46840516,0.270525678
cg06961233,0.83304176,0.901884247,0.812477203,0.870723861,0.80040276,0.862196528,0.867355701,0.882663037
cg06962549,0.50808508,0.492653489,0.56964722,0.599077259,0.475934467,0.520445594,0.459402532,0.551891006
cg06965195,0.133417812,0.122270508,0.459461552,0.452090136,0.636348969,0.104101885,0.417604507,0.459030776
cg07042014,0.238978833,0.636405635,0.904866004,0.828109951,0.843126269,0.625240674,0.577618252,0.921056179
cg07048527,0.91578773,0.942190554,0.911953982,0.946184465,0.905750457,0.919146885,0.941440763,0.803474613
cg07060739,0.771469386,0.448935476,0.516964991,0.419657954,0.295080646,0.578138701,0.661338065,0.207335419
cg07067710,0.829633968,0.888877281,0.879397526,0.905193956,0.888886042,0.847196756,0.879846342,0.873180622
cg07073960,0.492130022,0.487885003,0.095461622,0.363970887,0.353318361,0.469377601,0.428916451,0.347587236
cg07109804,0.19632422,0.846116791,0.804147811,0.83750169,0.728250556,0.629744014,0.879737099,0.89062546
cg07149179,0.047705896,0.05151183,0.159394496,0.078759053,0.107778002,0.050125279,0.074091282,0.081648296
cg07184237,0.638371509,0.686506947,0.537220052,0.618983648,0.510416025,0.578905157,0.61563658,0.653478432
cg07204874,0.451528881,0.69560918,0.518431276,0.549597402,0.472194699,0.57232465,0.463069392,0.539777417
cg07222861,0.681921523,0.773719637,0.444524633,0.667640575,0.649950713,0.606023214,0.881929964,0.562283704
cg07300846,0.867251629,0.919882625,0.882256246,0.877093274,0.939716602,0.917238307,0.925951115,0.892750767
cg07312051,0.916382352,0.672108124,0.897309625,0.755118472,0.735661071,0.741793407,0.646530205,0.66007555
cg07336123,0.147624154,0.482193212,0.264157317,0.490268233,0.240048692,0.159810674,0.221239361,0.369206156
cg07337250,0.597874668,0.170007553,0.452413653,0.552053572,0.603618555,0.469520953,0.351396051,0.593922062
cg07345934,0.968099858,0.978074496,0.645326339,0.655461089,0.955461474,0.974484894,0.967494389,0.592392295
cg07363270,0.523751353,0.531784159,0.481434235,0.495372693,0.480353321,0.503968807,0.605757288,0.496539796
cg07375978,0.815457252,0.826781284,0.848208492,0.847628283,0.825083506,0.863629737,0.884240507,0.829888898
cg07389611,0.518966544,0.767484236,0.351966582,0.371266789,0.168765763,0.89357616,0.818881188,0.080880315
cg07404485,0.363776158,0.560984529,0.508667421,0.411436945,0.416330837,0.345435402,0.5838587,0.530552621
cg07429623,0.25941769,0.420196182,0.384543685,0.645452886,0.696344204,0.503707778,0.441910889,0.451056762
cg07433152,0.577770012,0.605243012,0.919180531,0.910226757,0.889306682,0.633196015,0.573596895,0.751554632
cg07459594,0.869694042,0.883575833,0.896641748,0.870740175,0.880894889,0.893693972,0.885320387,0.899550179
cg07501729,0.088152298,0.104932072,0.313881414,0.366035695,0.507316555,0.166270337,0.082934043,0.184107394
cg07504727,0.436825939,0.392263246,0.359598594,0.357814104,0.335866778,0.263870603,0.332309088,0.490147959
cg07525682,0.512054571,0.569958692,0.551341114,0.814809454,0.530859025,0.532340662,0.401173725,0.510030952
cg07530063,0.038741529,0.59755904,0.966129457,0.864430166,0.833612092,0.379863639,0.399877572,0.928987368
cg07570687,0.075074651,0.604134528,0.826701281,0.899077034,0.700091889,0.09752597,0.792135983,0.657291963
cg07571734,0.017971909,0.023899868,0.01666377,0.016844678,0.019403806,0.021028378,0.019438618,0.024408592
cg07581623,0.164384622,0.911829242,0.855376571,0.928721957,0.872944225,0.631234837,0.918678441,0.858106963
cg07594247,0.04210283,0.044732897,0.036459454,0.04416924,0.059080276,0.054278866,0.055093,0.067727288
cg07615383,0.388140349,0.366061407,0.366906104,0.378069914,0.321459334,0.276268151,0.25755796,0.307052533
cg07629965,0.44565505,0.715804964,0.74911786,0.832321601,0.755492984,0.254550811,0.477627973,0.526593581
cg07636688,0.949393641,0.89357459,0.968791665,0.972925067,0.96073313,0.853027398,0.951978574,0.93679704
cg07685357,0.085238334,0.462862203,0.033068229,0.050320151,0.086041129,0.071587159,0.359858256,0.077732661
cg07769588,0.952017343,0.983195039,0.966151412,0.957352169,0.955852487,0.961938055,0.961679713,0.949551174
cg07819160,0.390414618,0.486634649,0.619405036,0.584337569,0.554827961,0.38047099,0.424474648,0.522661248
cg07854954,0.575842629,0.608411345,0.840984773,0.644412244,0.793475368,0.845960059,0.658441692,0.69715765
cg07856155,0.600105827,0.853418755,0.596266152,0.396378484,0.561262563,0.744159106,0.708927206,0.90383987
cg07863877,0.815404391,0.855801483,0.858634388,0.852809656,0.800783581,0.87140565,0.888529583,0.83759267
cg07878514,0.671740426,0.507886218,0.463385389,0.489867386,0.477799327,0.299701387,0.485775447,0.517809567
cg07891179,0.882706291,0.884003981,0.067698096,0.086048853,0.091934721,0.882871124,0.900406195,0.063796464
cg07898446,0.954304324,0.975740725,0.97054019,0.972754918,0.959945236,0.970544733,0.971430806,0.955276177
cg07918978,0.665977733,0.936862736,0.647982846,0.64992385,0.708758114,0.69404102,0.938815982,0.560705367
cg07935886,0.829940085,0.853229971,0.817587646,0.847191034,0.822193267,0.840112948,0.809851137,0.60157555
cg07963670,0.478376881,0.862511793,0.129272293,0.225325653,0.10619159,0.502442748,0.896136505,0.170502482
cg07964754,0.688449125,0.93464682,0.626007965,0.801160953,0.903104693,0.743321097,0.907145734,0.904082224
cg07967210,0.726609466,0.90988784,0.698447156,0.615443877,0.566151747,0.696732889,0.663269737,0.579494592
cg07997737,0.102036154,0.159656438,0.623241475,0.487172898,0.568994257,0.187647885,0.157683021,0.412762181
cg07998277,0.533019321,0.707814599,0.470339795,0.469704444,0.450421047,0.660929346,0.69466093,0.446737579
cg08024887,0.039773593,0.030791525,0.036562609,0.025268932,0.039748665,0.036154393,0.027035206,0.041690496
cg08031982,0.585233496,0.908584486,0.711364467,0.742111953,0.867692753,0.745447864,0.7797816,0.662363747
cg08033722,0.770291033,0.818533067,0.855104639,0.823649598,0.741940375,0.8396805,0.850612155,0.799892094
cg08066140,0.906810842,0.904513483,0.900331468,0.930905953,0.906955284,0.914858204,0.913771664,0.921933697
cg08070327,0.073356945,0.077542697,0.073714333,0.087746151,0.094324316,0.102213121,0.0786075,0.086693141
cg08075719,0.673790362,0.925373715,0.568461968,0.53031165,0.522412543,0.659355629,0.614564419,0.488280589
cg08084655,0.323361964,0.118919748,0.337263829,0.272359016,0.393171243,0.275604823,0.109935131,0.311984628
cg08098382,0.658775672,0.746614944,0.696806297,0.576636212,0.550829975,0.713242451,0.726881348,0.586968445
cg08129953,0.61428399,0.832655318,0.813613924,0.81647984,0.769848168,0.831556683,0.801513174,0.809089806
cg08144675,0.961935866,0.971997142,0.973087383,0.970309945,0.96988909,0.970738242,0.965816816,0.97477721
cg08161163,0.575376917,0.782756298,0.670849271,0.808448817,0.794510848,0.433275588,0.784854177,0.441875079
cg08182270,0.91557191,0.805975329,0.834520473,0.818328861,0.637061667,0.908763321,0.906616771,0.685884272
cg08203788,0.836694676,0.864146364,0.853532765,0.832488647,0.836716722,0.818612171,0.830793838,0.856264734
cg08217526,0.06886903,0.415220952,0.04515959,0.051798,0.057605832,0.049910108,0.142243891,0.05328933
cg08223357,0.495712632,0.460261616,0.641732803,0.596091301,0.639918024,0.527520475,0.436929988,0.633808162
cg08247852,0.510978525,0.496109273,0.695602103,0.766890568,0.737896472,0.581561731,0.51890493,0.658483613
cg08258506,0.381427197,0.368000479,0.39223654,0.397279349,0.22315527,0.324457824,0.715533808,0.285477508
cg08313539,0.323124577,0.45809075,0.672300559,0.922409498,0.938261309,0.642187354,0.428801226,0.92488992
cg08318732,0.657209694,0.803698964,0.771291194,0.692750656,0.498560688,0.835379937,0.909190557,0.666390692
cg08339023,0.599391702,0.657417852,0.515921665,0.562327423,0.569198239,0.676797207,0.53419188,0.502156896
cg08352422,0.328334018,0.275318761,0.851936719,0.682734457,0.830247423,0.37113935,0.237109663,0.57418957
cg08352439,0.728355887,0.890081095,0.900757457,0.854149015,0.901441981,0.80331944,0.87629776,0.894028251
cg08377819,0.90869157,0.918419158,0.901484069,0.914448069,0.931090908,0.916824217,0.889487433,0.896360581
cg08398567,0.634861601,0.607998258,0.557378701,0.665921733,0.647142072,0.619823583,0.685273158,0.566428441
cg08410996,0.919491126,0.943107773,0.937311779,0.934177418,0.960442146,0.945535282,0.942907621,0.946881755
cg08466034,0.415895322,0.587924399,0.749525446,0.702171091,0.790702799,0.36216919,0.836914572,0.520957453
cg08477332,0.038126638,0.034764736,0.041424302,0.062556597,0.055739674,0.045056848,0.046079232,0.065011394
cg08491681,0.749688862,0.774030769,0.64119347,0.703113555,0.783351599,0.811789117,0.792639432,0.782877441
cg08515442,0.070575959,0.485764277,0.06850203,0.041585646,0.081419106,0.077538175,0.192668363,0.185540047
cg08533710,0.857015817,0.910837463,0.856289529,0.864042843,0.78179716,0.884717073,0.934894617,0.756157542
cg08541895,0.071741854,0.748551131,0.108170586,0.598115098,0.63463894,0.320997999,0.609320946,0.547261291
cg08580836,0.868338544,0.946428934,0.890170369,0.910471505,0.939656595,0.555833429,0.904495917,0.912422302
cg08623383,0.485863983,0.880308543,0.442109366,0.521310215,0.458829477,0.438619666,0.606146183,0.374809938
cg08624915,0.274468137,0.402905862,0.403311484,0.33278772,0.400036366,0.40560336,0.333193252,0.322595754
cg08639762,0.772228776,0.793904754,0.649565761,0.837429062,0.831860481,0.771426308,0.765786821,0.543687219
cg08678044,0.370986698,0.642592351,0.697077975,0.504039588,0.541887562,0.450858195,0.415956121,0.419573657
cg08681685,0.164208008,0.129065588,0.138739535,0.146766179,0.209632535,0.235311654,0.221257696,0.226013223
cg08686092,0.401833511,0.458613091,0.344376259,0.336002998,0.312024404,0.544431904,0.386788257,0.304114242
cg08709360,0.065549909,0.053825593,0.035717575,0.073476174,0.055415776,0.043283441,0.027341204,0.042876044
cg08734931,0.935545195,0.911207271,0.579247796,0.629213843,0.537682783,0.668091333,0.647359928,0.551959843
cg08744475,0.45932283,0.392553136,0.382269783,0.437010531,0.301655076,0.411408506,0.339928388,0.393766154
cg08810053,0.080248707,0.183992863,0.467944081,0.55508419,0.369918702,0.063839144,0.128065951,0.469936716
cg08822523,0.69107814,0.684666634,0.734525616,0.698001543,0.573678592,0.717923069,0.927695255,0.647695845
cg08839053,0.666827256,0.718218747,0.777662012,0.793779264,0.787826742,0.748083555,0.655942268,0.593120047
cg08872493,0.050948979,0.45388583,0.05393095,0.103706911,0.227382528,0.03806583,0.281907889,0.06306302
cg08881680,0.952762657,0.978481859,0.976401548,0.961410079,0.965040594,0.968360026,0.955462959,0.945496847
cg08917299,0.909167242,0.919584913,0.922315871,0.917855346,0.912290211,0.921029331,0.917228547,0.909592758
cg08946854,0.514380855,0.545480906,0.144362464,0.134167698,0.195302812,0.242994369,0.216067474,0.281111939
cg08969950,0.467318733,0.658428031,0.620377444,0.663403265,0.634848151,0.458207762,0.65660649,0.86108636
cg08991437,0.382635922,0.436756321,0.387012325,0.421784738,0.550702678,0.36619818,0.631204247,0.872859645
cg09019154,0.039719229,0.044283961,0.039678686,0.057983945,0.04911317,0.051030934,0.057783643,0.053766256
cg09023624,0.452052895,0.393914563,0.033650734,0.054923647,0.057840504,0.402029614,0.412605366,0.09280108
cg09063149,0.662621334,0.939035598,0.922645652,0.923513052,0.924996298,0.517404763,0.910146273,0.914558286
cg09076339,0.191203512,0.527579383,0.407715129,0.500128782,0.4964169,0.355940822,0.662866637,0.542800785
cg09096031,0.68089466,0.905913793,0.915638292,0.617625916,0.766671147,0.637025288,0.770196457,0.763760228
cg09118625,0.06621486,0.08061045,0.058176133,0.072334488,0.048938992,0.064766976,0.047260289,0.049459717
cg09127314,0.029914313,0.022519724,0.024510753,0.025004305,0.036900525,0.028938575,0.031563235,0.033696915
cg09144964,0.944666246,0.938233148,0.94134024,0.946816259,0.948668611,0.928935452,0.911738049,0.96128571
cg09180702,0.235697557,0.551905959,0.391158837,0.528576954,0.432109099,0.275104349,0.463657244,0.202515342
cg09212597,0.639014722,0.826222171,0.837380129,0.845194476,0.711556831,0.636832053,0.609528119,0.831128238
cg09289202,0.453466003,0.427328979,0.467191586,0.503017651,0.436926614,0.389752447,0.521158637,0.4324022
cg09323728,0.362502613,0.532743608,0.468710673,0.474466587,0.384729195,0.367793422,0.329003756,0.4695941
cg09338136,0.396857234,0.486581018,0.535342366,0.555963406,0.514936895,0.516290456,0.528466556,0.50655764
cg09361469,0.215526984,0.416689198,0.73496957,0.36675646,0.348116981,0.490650526,0.18519331,0.500676684
cg09381666,0.457465402,0.435892289,0.320234423,0.441837535,0.34394826,0.374651577,0.298036024,0.3611463
cg09417038,0.860730303,0.868929217,0.78448796,0.83860757,0.50090397,0.771303412,0.599189977,0.674101417
cg09427016,0.475042627,0.453971959,0.524610897,0.491385815,0.605302818,0.579668648,0.710185425,0.250618302
cg09460553,0.58451958,0.597302833,0.5808108,0.580635809,0.543141792,0.577012142,0.585309674,0.551392944
cg09464268,0.423182744,0.560641319,0.881579188,0.944669682,0.907547373,0.510028407,0.565052078,0.9218005
cg09467607,0.50308903,0.509547195,0.451488746,0.475939545,0.313587434,0.402217782,0.739701614,0.257808783
cg09471455,0.911295031,0.81382096,0.82975978,0.912497158,0.891077016,0.800889799,0.74616387,0.924593389
cg09474442,0.642676507,0.894776757,0.875161808,0.935376677,0.857191999,0.759779045,0.879888513,0.873075428
cg09514174,0.766150728,0.929654839,0.946974761,0.913686728,0.921665873,0.817081724,0.896730951,0.913646349
cg09524686,0.144933426,0.193191493,0.114754096,0.313589006,0.176189234,0.164494608,0.192735245,0.208407265
cg09527615,0.074633804,0.060045059,0.055001581,0.076812179,0.076332309,0.080939532,0.088406511,0.099892742
cg09563777,0.407370569,0.660712884,0.115844807,0.127654062,0.322400936,0.403287358,0.42970236,0.071939575
cg09566316,0.609631702,0.625414998,0.622823911,0.598455805,0.566147741,0.612699045,0.564868498,0.357632248
cg09582042,0.90803977,0.906185026,0.917631118,0.926130785,0.871855167,0.899565652,0.846296892,0.892848782
cg09597638,0.629639715,0.859459267,0.837280367,0.895348991,0.865611088,0.789032605,0.855244244,0.817204389
cg09608949,0.84363867,0.839866953,0.707391913,0.661078696,0.779493167,0.729231323,0.85364095,0.855127519
cg09618778,0.979971305,0.985656506,0.71537062,0.683041089,0.552928209,0.983570855,0.979367075,0.537388762
cg09647867,0.786707333,0.64057968,0.773697041,0.839584901,0.837574945,0.836301655,0.693669328,0.820367205
cg09667013,0.598624595,0.518749288,0.468128275,0.465624376,0.453990447,0.623099924,0.5187299,0.399520272
cg09706021,0.054471192,0.915990161,0.363789665,0.51525136,0.402035532,0.193354987,0.455170403,0.376892951
cg09713850,0.07110296,0.123411039,0.344343721,0.488004758,0.621383068,0.470452754,0.385938113,0.45427822
cg09715059,0.43145932,0.417517338,0.327444768,0.580541638,0.602686421,0.451633766,0.658762627,0.153797807
cg09747445,0.251957572,0.305455086,0.197352298,0.177650434,0.226033857,0.15507933,0.202021471,0.148584234
cg09824603,0.924467681,0.935509558,0.931982722,0.932153246,0.917461689,0.920733379,0.92087236,0.849455133
cg09830866,0.959366341,0.963352865,0.979030017,0.953426699,0.952379956,0.978431705,0.957320854,0.952170554
cg09862733,0.404489824,0.522099554,0.629834652,0.709612972,0.762848566,0.349221953,0.615398764,0.659411722
cg09949789,0.411432883,0.74099366,0.237186449,0.398067553,0.307345661,0.507859788,0.401121445,0.498151112
cg10011623,0.724210283,0.763218463,0.733549296,0.7241847,0.693388267,0.677769799,0.732314959,0.737044407
cg10016004,0.573035577,0.155967981,0.565058736,0.240875345,0.828790376,0.610733956,0.452505027,0.574553103
cg10028549,0.039364049,0.634292462,0.937222426,0.821465941,0.895359529,0.534576558,0.925741191,0.827410993
cg10064060,0.067080543,0.563748617,0.096445016,0.368748262,0.216354288,0.258961915,0.860869791,0.101782496
cg10092265,0.027809643,0.026085154,0.194984113,0.425214248,0.465286706,0.024031044,0.029935234,0.090832606
cg10168457,0.699421516,0.78081423,0.653350071,0.697898915,0.772188167,0.651745234,0.738674711,0.465332299
cg10177528,0.584620775,0.77908225,0.73649986,0.75970793,0.843248051,0.667891916,0.773125126,0.73324109
cg10180281,0.064638186,0.05080764,0.068888617,0.06764616,0.067575946,0.046857143,0.058576916,0.061167494
cg10195146,0.092189098,0.157948929,0.480253182,0.43002708,0.36175776,0.104137342,0.097690412,0.360122572
cg10202436,0.828854084,0.87494072,0.823748328,0.832762496,0.83795801,0.892562613,0.873522058,0.899941218
cg10246448,0.816934388,0.83084426,0.624168184,0.622056351,0.574030122,0.816446209,0.603214246,0.803969318
cg10281770,0.309124118,0.589334742,0.229307175,0.350566215,0.239278452,0.294961434,0.406429068,0.286775696
cg10322794,0.914460552,0.902573315,0.853284968,0.928734952,0.889928421,0.84433806,0.933130676,0.818544276
cg10328171,0.158731132,0.167233787,0.095455546,0.193564342,0.285827103,0.177359869,0.255607163,0.180709455
cg10334976,0.242255698,0.596574245,0.504052798,0.464288353,0.638088791,0.561277969,0.538392279,0.554235895
cg10336039,0.945278877,0.970941668,0.974048391,0.975910148,0.91080859,0.958157995,0.951686283,0.965431907
cg10400081,0.928480589,0.939924088,0.929785059,0.941614557,0.933107864,0.948965689,0.926619478,0.89730265
cg10430077,0.788776679,0.594982295,0.87487941,0.61229486,0.766838884,0.8564551,0.879269642,0.456036094
cg10449558,0.399359228,0.295049666,0.11705794,0.12620804,0.275798905,0.281646642,0.357925406,0.241136389
cg10498502,0.681092963,0.868711771,0.443539793,0.446511137,0.80037676,0.846857473,0.766374017,0.692447839
cg10501602,0.313317163,0.350963393,0.319142181,0.352300296,0.272777133,0.330269661,0.329652611,0.285757532
cg10528989,0.527721221,0.434680074,0.493064533,0.893031378,0.578700486,0.379459951,0.471693014,0.509531375
cg10530568,0.60799572,0.487541344,0.790385902,0.603799949,0.802351438,0.526220832,0.419761654,0.86119364
cg10570158,0.149647845,0.624897043,0.260193641,0.564436058,0.495299361,0.202677644,0.253502629,0.412342619
cg10596483,0.474488061,0.468092523,0.602625453,0.575497867,0.558022468,0.513752752,0.431719827,0.568857638
cg10621924,0.019125876,0.01596109,0.017829806,0.024897452,0.01957261,0.022623761,0.019250986,0.023206239
cg10672416,0.39448187,0.633655356,0.597698644,0.368915875,0.458151775,0.479769006,0.873944314,0.580450807
cg10688516,0.487038229,0.608159191,0.607196608,0.649994278,0.722713708,0.518417193,0.500863464,0.492546428
cg10703884,0.022835779,0.333373188,0.35163509,0.40400776,0.311822488,0.022409581,0.332586739,0.480072376
cg10755723,0.828700246,0.86341291,0.835425309,0.644230986,0.816775429,0.847826154,0.640903888,0.845610241
cg10763374,0.061560826,0.10841493,0.14631551,0.121511194,0.18259955,0.108058999,0.066760092,0.257231316
cg10781468,0.184830811,0.703823611,0.141812426,0.104147641,0.26119863,0.174169246,0.286396793,0.366384685
cg10783797,0.468503021,0.508534593,0.548487544,0.499424946,0.437128599,0.45938299,0.459510966,0.457312789
cg10804974,0.076971851,0.056184701,0.063184628,0.056271661,0.059968764,0.078642164,0.083864284,0.058546702
cg10874314,0.08628451,0.749804648,0.84360542,0.770807133,0.522697938,0.179604472,0.676888972,0.168366135
cg10885151,0.579165291,0.605994982,0.583048396,0.597282031,0.624075982,0.60569781,0.581304418,0.558895018
cg10898212,0.714049847,0.807432187,0.751223117,0.836354419,0.759876198,0.745579624,0.822239774,0.807439155
cg10925640,0.868206113,0.930871637,0.897440412,0.90381535,0.909572423,0.841940951,0.925549706,0.91207724
cg10947611,0.215436208,0.739162958,0.409940318,0.460934805,0.477083989,0.438970895,0.656094581,0.342670331
cg10963793,0.688581678,0.902564713,0.727885102,0.742177008,0.758907957,0.768445662,0.781945939,0.803319751
cg10968944,0.754327344,0.664680304,0.085785316,0.085113961,0.360817141,0.638254979,0.675114069,0.085276734
cg10995755,0.340614214,0.414902164,0.391295967,0.43466884,0.496330966,0.533465905,0.662910781,0.513189122
cg11007120,0.634752408,0.694282165,0.450856593,0.507396077,0.4961659,0.714768921,0.629226984,0.375160137
cg11039913,0.765513083,0.785529341,0.782776345,0.767399494,0.788482817,0.791881792,0.754333886,0.80961812
cg11059159,0.093872421,0.087743454,0.076204559,0.064261706,0.064050575,0.043108821,0.080967751,0.107793817
cg11084470,0.070500435,0.398142489,0.787104857,0.78960653,0.886879925,0.102197711,0.440417433,0.829300207
cg11161837,0.848008968,0.922026766,0.891213552,0.88513015,0.93371477,0.851077898,0.935767988,0.897328543
cg11204139,0.960270371,0.974970465,0.968801461,0.969579707,0.959736631,0.944954628,0.960394415,0.949006209
cg11204974,0.56638552,0.627736256,0.614657612,0.630461051,0.638213285,0.623351177,0.584979749,0.682726192
cg11218619,0.443919312,0.638828393,0.464885927,0.543195573,0.240357159,0.439193021,0.465619233,0.411097545
cg11220502,0.082245197,0.081533407,0.07722708,0.066678318,0.069939047,0.065291892,0.080205534,0.07849694
cg11220732,0.871376091,0.896268501,0.175961667,0.535213842,0.350563136,0.94523281,0.938840235,0.070388354
