Labels,SA LL 1,SA LL 2,SA LL 5,SA LL 6,SB LL 3,SB LL 4,SB LL 7,SB LL 8
cg05589489,0.019652503,0.022641832,0.132150905,0.05451802,0.026297034,0.031701191,0.097981428,0.107075315
cg05620261,0.570997533,0.385757243,0.838051572,0.441164281,0.800220804,0.674000629,0.833997734,0.379839928
cg05634630,0.029149551,0.042566505,0.408368729,0.41700492,0.029281254,0.037310959,0.023673682,0.036852389
cg05650719,0.536645358,0.22322583,0.691080316,0.553407085,0.447706678,0.635736086,0.142631382,0.610041782
cg05658512,0.516470857,0.538035801,0.08199441,0.115718886,0.046958131,0.091801272,0.074197544,0.145248486
cg05666036,0.740451349,0.631554952,0.949863349,0.91403402,0.94598568,0.947179167,0.886110245,0.50542681
cg05670953,0.034334599,0.026969103,0.029810008,0.062511488,0.116069974,0.044836935,0.092584464,0.062618381
cg05702280,0.074056048,0.056916317,0.077413593,0.061573758,0.077615041,0.05686969,0.090121564,0.075139518
cg05778424,0.249958075,0.14150933,0.152796982,0.160754957,0.058753037,0.065230786,0.060580948,0.918299723
cg05817845,0.41290964,0.333918574,0.34656246,0.712262293,0.093960157,0.098343322,0.125343553,0.12345929
cg05851442,0.593286456,0.58370459,0.675376357,0.701221585,0.586997209,0.586466384,0.696190747,0.758347062
cg05865011,0.029069979,0.236132805,0.035120953,0.150220215,0.041994055,0.019822024,0.028812104,0.019278313
cg05867245,0.036157935,0.037791113,0.073108556,0.098673602,0.038992445,0.056068642,0.148183321,0.207186377
cg05879419,0.071681046,0.101549807,0.36422938,0.395725447,0.268343839,0.256789291,0.587108346,0.063249474
cg05888872,0.013306114,0.014032424,0.014275537,0.017870133,0.01513996,0.018178703,0.031317026,0.064813377
cg05903444,0.772462964,0.949199398,0.817927209,0.836014988,0.450621398,0.498791541,0.409878894,0.112519529
cg05946623,0.62200185,0.538962244,0.567680815,0.102161628,0.565113004,0.536475218,0.678186548,0.889989364
cg05951994,0.788468053,0.442004436,0.485348348,0.334506641,0.090676029,0.254192453,0.029882573,0.522928483
cg05990312,0.500056081,0.585597217,0.528602106,0.448352481,0.415018906,0.531822121,0.318356002,0.814625679
cg06000144,0.061192509,0.048799728,0.120671883,0.045280758,0.869576002,0.87624786,0.932699325,0.883015345
cg06040071,0.794757554,0.855187575,0.791258422,0.30373115,0.446951689,0.528823496,0.666505954,0.460548627
cg06094482,0.032354969,0.067147967,0.11605854,0.038126156,0.109959702,0.274987235,0.342212751,0.422522786
cg06188367,0.026814366,0.032882844,0.082029565,0.043982338,0.026407941,0.290642318,0.321182634,0.299268025
cg06235224,0.27556027,0.125172537,0.158073822,0.07946627,0.103686361,0.124726984,0.108525265,0.120307075
cg06259025,0.030687819,0.026655319,0.082381814,0.020720283,0.019612743,0.023284028,0.052277179,0.056910446
cg06263178,0.141041709,0.085254216,0.331307722,0.102074316,0.943716684,0.9070704,0.712251106,0.154783931
cg06279274,0.061123752,0.162440138,0.214057219,0.15764686,0.520441258,0.274037604,0.228250924,0.39227074
cg06327515,0.3686306,0.480031927,0.489696893,0.542838481,0.781512583,0.450531414,0.467554839,0.842615223
cg06365843,0.888266574,0.533185988,0.921028204,0.517883554,0.521390194,0.520166838,0.618758312,0.426690464
cg06371583,0.049530429,0.094248444,0.194792346,0.249384078,0.090451694,0.202003205,0.085352967,0.072022074
cg06417478,0.910960036,0.902899542,0.897208747,0.907868985,0.954150223,0.893720285,0.950443196,0.916782736
cg06478886,0.352593233,0.450469837,0.43667384,0.395732776,0.442677161,0.490673829,0.65691166,0.591794414
cg06480265,0.029105928,0.063879034,0.062373456,0.02699059,0.083549503,0.075201251,0.034574628,0.434808214
cg06490113,0.345991454,0.542109564,0.395551059,0.770073365,0.550477289,0.549723091,0.406686742,0.348977
cg06512263,0.595728119,0.477637563,0.651785195,0.302028809,0.677040975,0.694020014,0.559532813,0.430747387
cg06536614,0.610428798,0.550705908,0.590916863,0.510256783,0.606049044,0.579363699,0.759155482,0.573126098
cg06617217,0.044473889,0.051785816,0.090096011,0.125442156,0.043037152,0.111681112,0.22986522,0.307471147
cg06623827,0.126495041,0.21919954,0.279251898,0.181435902,0.167117528,0.178666293,0.188793931,0.173012304
cg06624036,0.037779535,0.055165554,0.079845935,0.048734481,0.074994895,0.039039272,0.150075903,0.086622579
cg06635900,0.834484946,0.880687585,0.874951661,0.836627644,0.922421154,0.932828247,0.602370009,0.77292528
cg06640997,0.416633196,0.50582076,0.509467767,0.180232022,0.200154228,0.080940284,0.086137497,0.166461569
cg06650246,0.708357557,0.505391738,0.518171216,0.590760332,0.479694166,0.521868415,0.337685678,0.420434257
cg06650379,0.345500341,0.373629553,0.323007137,0.22546782,0.201582279,0.178252049,0.149040808,0.101609321
cg06677321,0.127404431,0.101701765,0.262170393,0.05193075,0.496071542,0.094892003,0.684573292,0.85140213
cg06681434,0.489714838,0.501812567,0.928674438,0.617479817,0.524662736,0.514007711,0.638678789,0.488415304
cg06683316,0.063290058,0.060392578,0.141267084,0.634696516,0.457432057,0.061679624,0.5739936,0.412441624
cg06710742,0.083935924,0.256127895,0.146413318,0.270383075,0.064806235,0.118601082,0.056406092,0.057649949
cg06713675,0.845564695,0.129589858,0.66024915,0.067903279,0.56908855,0.850353167,0.853234309,0.877890457
cg06737308,0.458807168,0.491801607,0.499512288,0.061886417,0.490287077,0.515996182,0.354551893,0.274318175
cg06751366,0.405767649,0.529569729,0.234494762,0.572149466,0.213189822,0.398541374,0.033699655,0.462783047
cg06755071,0.040121173,0.030996117,0.069341499,0.113270955,0.025737925,0.03091608,0.137762408,0.11611714
cg06759314,0.742266645,0.488153207,0.801828695,0.938027278,0.502096241,0.496438967,0.784341776,0.919203014
cg06770429,0.166669354,0.140076922,0.109536851,0.093917099,0.046933102,0.055579133,0.026192065,0.085634316
cg06779847,0.117334252,0.076785364,0.282865807,0.532812446,0.610940006,0.671125577,0.36601326,0.155863655
cg06781532,0.261437985,0.461508378,0.447118135,0.456649123,0.411074954,0.457312027,0.65278042,0.492172336
cg06813419,0.179784211,0.179027395,0.407089702,0.311007109,0.621332966,0.292847579,0.399630836,0.311591332
cg06817772,0.075104327,0.073493114,0.174378533,0.11912656,0.080507994,0.059664421,0.194107755,0.323184695
cg06818052,0.055066193,0.045030577,0.074641398,0.072138147,0.064427087,0.081107086,0.021975455,0.07543173
cg06834313,0.956041562,0.943768582,0.507188115,0.658302964,0.92675995,0.91330378,0.883358383,0.850261156
cg06834998,0.655707002,0.566102796,0.602975695,0.633516969,0.5397491,0.593267056,0.551397598,0.621548178
cg06891458,0.463594467,0.517184492,0.58627042,0.403682769,0.062837519,0.11490631,0.041181618,0.575599447
cg06902099,0.101957028,0.175217547,0.295342328,0.211469339,0.197261987,0.202398058,0.070501939,0.177071312
cg06939307,0.271592734,0.307858796,0.266495259,0.348853104,0.124620676,0.41736334,0.176193565,0.823621341
cg06961233,0.353131974,0.526058819,0.477556231,0.488088968,0.454356075,0.594585566,0.942397635,0.942204881
cg06962549,0.650197618,0.552899674,0.493107849,0.458507669,0.552615651,0.562115453,0.698718058,0.909125347
cg06965195,0.487971677,0.862732375,0.142861769,0.243042661,0.06633998,0.063561292,0.038055982,0.107295354
cg07042014,0.475540237,0.928491495,0.503079852,0.562644481,0.616722432,0.572979981,0.660415421,0.521433949
cg07048527,0.883398103,0.940144887,0.936041266,0.542658206,0.604621316,0.881555635,0.700393631,0.640737433
cg07060739,0.126595013,0.164028781,0.302982236,0.165820158,0.165585426,0.146557506,0.200457103,0.578766485
cg07067710,0.946752882,0.913308896,0.45389325,0.663195802,0.480255767,0.481985326,0.542070065,0.419716887
cg07073960,0.683676734,0.820334933,0.555818566,0.833778767,0.395491154,0.455115943,0.357614909,0.552730965
cg07109804,0.649525644,0.593451073,0.817043116,0.899568151,0.899139521,0.840100351,0.892352121,0.946257851
cg07149179,0.431305898,0.077212505,0.07794733,0.134533287,0.077052507,0.049412232,0.062844369,0.070544703
cg07184237,0.024938335,0.094424212,0.255619513,0.020552738,0.532565536,0.494817885,0.29248867,0.215515832
cg07204874,0.051815488,0.046766038,0.058208433,0.329089285,0.145145474,0.049183158,0.249875778,0.234500743
cg07222861,0.244153765,0.287938571,0.238326616,0.163725597,0.444263848,0.269826623,0.115532875,0.204308955
cg07300846,0.717556455,0.928206856,0.929362106,0.699485802,0.948272218,0.928065388,0.88930061,0.834173183
cg07312051,0.087191158,0.225654928,0.209263306,0.202154303,0.147033349,0.076819247,0.188046875,0.189026901
cg07336123,0.276936469,0.261809734,0.299413377,0.754290823,0.43674452,0.359749178,0.246703334,0.132649971
cg07337250,0.071439284,0.086726201,0.397807021,0.132704745,0.191430229,0.245337641,0.065881325,0.044284959
cg07345934,0.022725628,0.019921295,0.023499058,0.029492726,0.018225383,0.027881741,0.076210766,0.10296781
cg07363270,0.04838648,0.271923448,0.050030866,0.087272473,0.033579651,0.093649664,0.424592847,0.224873296
cg07375978,0.065614196,0.055651118,0.063363011,0.053342602,0.097718114,0.092849518,0.047595087,0.047053306
cg07389611,0.217903657,0.308348245,0.359978753,0.597066179,0.279808692,0.187793067,0.229950401,0.144436648
cg07404485,0.028180659,0.025409981,0.059034299,0.030052644,0.041043249,0.020903097,0.077664132,0.054398386
cg07429623,0.028430142,0.074023902,0.118812468,0.105938609,0.146839855,0.116757319,0.052101617,0.125696383
cg07433152,0.034934203,0.050300177,0.138334978,0.05041863,0.092450545,0.062150199,0.139593194,0.155784658
cg07459594,0.022210465,0.043401933,0.118060455,0.017601875,0.054394555,0.053592392,0.01495059,0.023590254
cg07501729,0.449955671,0.680707791,0.582502641,0.496012107,0.590986383,0.560487178,0.261525165,0.240648111
cg07504727,0.020728373,0.04288906,0.052718944,0.084424834,0.128761508,0.40443232,0.131829365,0.147015595
cg07525682,0.04429604,0.187914401,0.054822777,0.064011866,0.104519148,0.150658602,0.020739046,0.065999858
cg07530063,0.089120447,0.155468111,0.170137033,0.075327306,0.123330188,0.103232949,0.167790027,0.148414942
cg07570687,0.605217527,0.507656182,0.524392129,0.722224466,0.916780497,0.907301596,0.666972907,0.817246238
cg07571734,0.976598133,0.961514461,0.940079969,0.923276336,0.974590285,0.980431978,0.699527841,0.669635173
cg07581623,0.134938157,0.106881252,0.221809637,0.185602485,0.212486269,0.11280838,0.173938371,0.073651402
cg07594247,0.114017767,0.264308432,0.227786916,0.210087425,0.172392357,0.430422574,0.423442684,0.431625701
cg07615383,0.393444409,0.395302912,0.458767662,0.032885626,0.42347665,0.412652563,0.243723393,0.372335646
cg07629965,0.25871604,0.283377441,0.403249596,0.147141196,0.23887904,0.04372118,0.196647621,0.626513454
cg07636688,0.584932323,0.271923504,0.331095967,0.325782453,0.967813423,0.896395269,0.93606727,0.942603442
cg07685357,0.48502509,0.512048368,0.421815192,0.201553918,0.516779694,0.536517889,0.388386108,0.447098514
cg07769588,0.058578115,0.031597721,0.020777763,0.048610438,0.073600569,0.077029044,0.057606486,0.070895656
cg07819160,0.056087003,0.099066687,0.32640433,0.133901429,0.092934552,0.171782973,0.0920271669999999,0.083210086
cg07854954,0.051913864,0.125050521,0.105354866,0.091507857,0.118347311,0.085259445,0.056561171,0.257594205
cg07856155,0.131792716,0.201494533,0.099121755,0.49485459,0.540159064,0.55194277,0.524823841,0.121289015
cg07863877,0.876716778,0.894880701,0.542401352,0.08807391,0.496623832,0.585519452,0.620331254,0.918590574
cg07878514,0.112383597,0.060062207,0.082181552,0.107158074,0.058316457,0.458681909,0.056132486,0.060924954
cg07891179,0.393243069,0.604521467,0.571264347,0.468725748,0.52850925,0.666876668,0.434793862,0.280672754
cg07898446,0.323400818,0.417132518,0.45303768,0.277280634,0.405852933,0.498455811,0.222489455,0.129271244
cg07918978,0.33789648,0.593969026,0.155780524,0.493047525,0.041386174,0.085769839,0.170217451,0.404977362
cg07935886,0.699339935,0.547925822,0.308349861,0.4849735,0.34138084,0.246065505,0.270387821,0.578234459
cg07963670,0.035672653,0.447529496,0.173383824,0.14894204,0.116047244,0.10552165,0.03837596,0.044650695
cg07964754,0.296626855,0.548402419,0.296892304,0.880487986,0.185829405,0.264259771,0.202921203,0.230340709
cg07967210,0.908552338,0.922990178,0.841295168,0.700784893,0.596408875,0.937143237,0.633141456,0.832426366
cg07997737,0.437841511,0.370284932,0.602133513,0.512996855,0.358265674,0.352507385,0.269347631,0.697054586
cg07998277,0.030951573,0.043895148,0.071925559,0.854620795,0.731317044,0.878623012,0.789239439,0.807070324
cg08024887,0.056408904,0.059857908,0.142057711,0.242774412,0.090889293,0.147736465,0.198458038,0.224783614
cg08031982,0.149446907,0.200992946,0.044843207,0.706790217,0.142328816,0.067899045,0.518054027,0.363306318
cg08033722,0.081866658,0.076215936,0.168500932,0.527967696,0.185380248,0.063014031,0.558692036,0.522978415
cg08066140,0.420358352,0.10016472,0.266507036,0.854221959,0.943300418,0.897497599,0.846703366,0.771683117
cg08070327,0.648323851,0.566868384,0.750932648,0.546123548,0.484481944,0.507356799,0.605343694,0.325861074
cg08075719,0.065873891,0.064129137,0.111974208,0.050071622,0.073243788,0.124951178,0.065608859,0.039023884
cg08084655,0.892968675,0.885609026,0.652341567,0.828681037,0.682926401,0.781547812,0.2580446,0.083969262
cg08098382,0.402637378,0.681195304,0.556750454,0.259835475,0.499553286,0.552431983,0.502577882,0.682045045
cg08129953,0.685320566,0.520084688,0.557041193,0.503299027,0.048232641,0.037881963,0.056259248,0.022367643
cg08144675,0.461689862,0.531010611,0.552924057,0.447550337,0.548903409,0.523546488,0.354613895,0.809381034
cg08161163,0.255743102,0.105638234,0.208764963,0.04511992,0.108547196,0.135109393,0.207409409,0.129221528
cg08182270,0.453761984,0.108562856,0.611501032,0.38223832,0.932588444,0.898242304,0.836430468,0.887977241
cg08203788,0.802742668,0.775731624,0.79401868,0.879857056,0.757131882,0.794626467,0.9325963,0.936307648
cg08217526,0.046522992,0.058173721,0.109011875,0.066157342,0.036119539,0.03217876,0.118675721,0.082508755
cg08223357,0.908947747,0.920101278,0.825854358,0.930039225,0.948329348,0.512915832,0.837554969,0.924631535
cg08247852,0.604589861,0.538094887,0.644227383,0.585914476,0.248258623,0.197289676,0.195444153,0.734206449
cg08258506,0.519236502,0.408737791,0.590784661,0.726222619,0.422822977,0.762107458,0.217741317,0.886121679
cg08313539,0.344042142,0.517720342,0.553893407,0.900036302,0.578028059,0.591865103,0.486643851,0.329054994
cg08318732,0.058538186,0.217575988,0.198612274,0.2512911,0.288186251,0.1479837,0.095900089,0.443688254
cg08339023,0.437815737,0.497260517,0.380470704,0.493606586,0.048456938,0.122903476,0.084036354,0.540434122
cg08352422,0.952854266,0.95881687,0.429783574,0.041494791,0.966283435,0.931971939,0.896312178,0.241165621
cg08352439,0.162213248,0.115418742,0.183873676,0.076732576,0.170974659,0.137160577,0.160482893,0.054487365
cg08377819,0.81038205,0.885675182,0.828544162,0.90375972,0.912291221,0.904008722,0.645004996,0.754233786
cg08398567,0.077144949,0.283738529,0.166167474,0.103275936,0.125337405,0.06174516,0.165821624,0.070620282
cg08410996,0.911092919,0.941569568,0.894158104,0.867905139,0.955940251,0.93922957,0.799108432,0.420843973
cg08466034,0.022715535,0.027635783,0.022183157,0.033787915,0.030679769,0.037259801,0.056797531,0.065132965
cg08477332,0.571139547,0.575775626,0.579341842,0.767852101,0.627354437,0.597167859,0.417617263,0.498915083
cg08491681,0.132021441,0.273856659,0.386162039,0.386793433,0.436980115,0.317503807,0.10797562,0.288397279
cg08515442,0.84093768,0.285887643,0.70887246,0.084961481,0.504435297,0.592360228,0.847345665,0.364765278
cg08533710,0.250865943,0.06689885,0.268799605,0.620826873,0.613460036,0.318579082,0.486181704,0.688104729
cg08541895,0.552530032,0.64543431,0.645724192,0.353707103,0.442088207,0.578342795,0.402044556,0.17087197
cg08580836,0.104416015,0.112144616,0.140640805,0.053660411,0.066217212,0.05787073,0.046853696,0.064527517
cg08623383,0.858124908,0.580408583,0.094795211,0.78827244,0.155953368,0.10661972,0.232097587,0.145378358
cg08624915,0.07483255,0.269116036,0.078222237,0.059083123,0.11994607,0.050650894,0.087208283,0.068563952
cg08639762,0.440432764,0.405354426,0.348769092,0.584987251,0.15112306,0.217171908,0.18495361,0.165301085
cg08678044,0.73741571,0.543056214,0.675219443,0.13434824,0.060862688,0.057925108,0.220634631,0.47618673
cg08681685,0.153635954,0.196421249,0.230666001,0.117248096,0.265917113,0.133236348,0.05272427,0.057318103
cg08686092,0.463239842,0.50753596,0.546845398,0.626324541,0.28117533,0.26031201,0.125471453,0.614942753
cg08709360,0.025630231,0.046899715,0.218149251,0.243343692,0.052620101,0.126047278,0.071847887,0.650785491
cg08734931,0.063994699,0.062059954,0.062725724,0.039180988,0.238790005,0.06968428,0.072069277,0.097689104
cg08744475,0.084345988,0.167156288,0.220134511,0.122547739,0.529447339,0.501586414,0.130097531,0.157739003
cg08810053,0.030090131,0.291500455,0.084095337,0.035651485,0.077356351,0.107993894,0.099857774,0.085342685
cg08822523,0.489080088,0.233148029,0.49263614,0.167771529,0.207784379,0.202608264,0.125027396,0.064016275
cg08839053,0.170423407,0.200687605,0.30164572,0.216157624,0.289974278,0.137310517,0.436696678,0.142326903
cg08872493,0.072231466,0.042619488,0.099810933,0.141797292,0.109709862,0.258190357,0.196901327,0.188476658
cg08881680,0.461921147,0.52937423,0.53214133,0.019699088,0.48112397,0.52369476,0.611458115,0.635491742
cg08917299,0.745216718,0.688766642,0.66600733,0.63942986,0.680660476,0.732231891,0.270588443,0.366240156
cg08946854,0.528810449,0.886655767,0.657189439,0.904838833,0.935768113,0.946821889,0.771444695,0.770652706
cg08969950,0.159550045,0.049388121,0.177001284,0.054137881,0.389055048,0.056474226,0.234278793,0.457301354
cg08991437,0.53670275,0.329094736,0.329082272,0.253192055,0.113770622,0.186626016,0.092529672,0.611272295
cg09019154,0.044325733,0.038782849,0.080615611,0.128471753,0.036352214,0.047119946,0.191685999,0.029370458
cg09023624,0.587978717,0.829615234,0.511971563,0.573603108,0.64061608,0.514412929,0.536177449,0.839613799
cg09063149,0.112749326,0.045786784,0.120137666,0.122415996,0.08210099,0.052916774,0.120953272,0.130062313
cg09076339,0.178951186,0.123365844,0.188168928,0.039396231,0.382836328,0.135500758,0.017721257,0.033684597
cg09096031,0.296670014,0.120848363,0.196498589,0.601007549,0.065774087,0.096017387,0.114025133,0.489943069
cg09118625,0.31763658,0.429440183,0.489446416,0.452229424,0.41554419,0.477565799,0.37537491,0.452273528
cg09127314,0.476822962,0.527323202,0.518704699,0.419076523,0.500583024,0.53560314,0.482741268,0.151159092
cg09144964,0.215329593,0.200980765,0.352602413,0.441231844,0.414212733,0.385931683,0.242501092,0.120999032
cg09180702,0.284730161,0.481790431,0.384209628,0.271237879,0.392285883,0.451780016,0.140740122,0.452787187
cg09212597,0.513062716,0.537210615,0.798462943,0.846963178,0.846455716,0.871782279,0.679870992,0.618072017
cg09289202,0.260768434,0.482557445,0.439860365,0.497121978,0.424641633,0.134309273,0.194453613,0.467723266
cg09323728,0.097777966,0.146288669,0.215877127,0.166485444,0.187478553,0.153256794,0.108591865,0.110186738
cg09338136,0.770034676,0.908383791,0.793074212,0.454603511,0.402406083,0.213900855,0.256683764,0.304964199
cg09361469,0.063755725,0.183188719,0.220905764,0.119687705,0.205463873,0.175674694,0.470008665,0.147660275
cg09381666,0.433064889,0.550243944,0.933216018,0.945796344,0.573764324,0.593346471,0.789658434,0.906181971
cg09417038,0.376457663,0.113857041,0.447030272,0.136517838,0.488485338,0.413779794,0.120348775,0.482804791
cg09427016,0.305260149,0.305351467,0.31665466,0.568043316,0.592361958,0.573139955,0.793932612,0.726523218
cg09460553,0.962775157,0.930812846,0.826304037,0.91546606,0.875475627,0.936112317,0.918914225,0.919310292
cg09464268,0.05218168,0.052541287,0.176172278,0.119677952,0.123632603,0.079527761,0.032527672,0.016373984
cg09467607,0.043095359,0.046490953,0.09853762,0.047705513,0.037023264,0.059274968,0.082510489,0.094437512
cg09471455,0.158572589,0.559399049,0.443683975,0.802800932,0.083910994,0.111169239,0.086902877,0.064888602
cg09474442,0.948302163,0.929357532,0.932618734,0.884951177,0.909806057,0.891581083,0.904807121,0.847291915
cg09514174,0.039564315,0.054749774,0.137118957,0.049780297,0.041556859,0.066049643,0.176193165,0.113641461
cg09524686,0.083230559,0.139079965,0.15811781,0.07481175,0.105386642,0.104505242,0.041678104,0.068542495
cg09527615,0.968852466,0.9534714,0.97501672,0.845072064,0.977881497,0.982446014,0.860075347,0.820537355
cg09563777,0.483684591,0.522124151,0.518395962,0.950036429,0.519288403,0.504837214,0.341730486,0.514946132
cg09566316,0.364665632,0.623676307,0.753445119,0.83669128,0.81488197,0.513245199,0.679451155,0.846424469
cg09582042,0.869972114,0.945372699,0.859244746,0.872135038,0.479150893,0.610094502,0.674194871,0.685135466
cg09597638,0.074180215,0.117061555,0.233400154,0.406064835,0.322796594,0.498004999,0.327892116,0.08265115
cg09608949,0.376779438,0.583594365,0.259934323,0.205337924,0.054154366,0.129153071,0.160400537,0.088414948
cg09618778,0.115719756,0.142632351,0.248644674,0.028585447,0.01852944,0.172108394,0.014375044,0.010532943
cg09647867,0.330862842,0.113275601,0.493867721,0.156302956,0.76485503,0.847358358,0.649449085,0.731104174
cg09667013,0.506480847,0.542153586,0.484801988,0.429635311,0.508508743,0.541868219,0.775096753,0.719188929
cg09706021,0.32317936,0.174642931,0.318235567,0.648486166,0.563487468,0.183330196,0.218736318,0.197668445
cg09713850,0.076310101,0.122149199,0.232067295,0.156537822,0.515880505,0.11737174,0.691971516,0.591235158
cg09715059,0.912818404,0.926842828,0.901752674,0.458794028,0.575995251,0.850467537,0.682679073,0.615236829
cg09747445,0.03720414,0.154568443,0.10236986,0.092070532,0.147107249,0.116642681,0.22587853,0.165029111
cg09824603,0.540541912,0.150363565,0.236754175,0.209943298,0.365824484,0.2283331,0.323833071,0.386737285
cg09830866,0.518573573,0.880750014,0.490975589,0.96345248,0.695627916,0.633866662,0.639261297,0.47476735
cg09862733,0.154691032,0.478575594,0.410316397,0.063913639,0.095985707,0.108325663,0.333982396,0.2110026
cg09949789,0.124249512,0.169520547,0.206808747,0.521298975,0.206626475,0.207178166,0.175880057,0.075709237
cg10011623,0.205706881,0.474244185,0.795763847,0.752544064,0.595976363,0.824088123,0.673681259,0.285338945
cg10016004,0.202242234,0.195490839,0.213806258,0.214355252,0.096442417,0.082014134,0.227088899,0.204695231
cg10028549,0.074286404,0.053431136,0.283895976,0.294144406,0.138049799,0.063139213,0.140040784,0.037549162
cg10064060,0.693000689,0.132760129,0.5244628,0.732410125,0.318603884,0.415960348,0.333594955,0.475739879
cg10092265,0.010623579,0.012086765,0.137490698,0.028532216,0.010655276,0.069813121,0.046199681,0.015323641
cg10168457,0.552262736,0.604118081,0.477045161,0.362755511,0.549739655,0.479478546,0.540149385,0.675451019
cg10177528,0.236853945,0.275798238,0.256722471,0.375962673,0.398387132,0.345842587,0.157978667,0.131728304
cg10180281,0.033024652,0.0579418,0.132580328,0.096510002,0.081446778,0.06961569,0.030913386,0.06441777
cg10195146,0.031495761,0.091973109,0.171528163,0.106232412,0.111794826,0.079859211,0.150511033,0.025188328
cg10202436,0.128257131,0.404345067,0.48338598,0.370246853,0.213382594,0.365187343,0.872978066,0.804089866
cg10246448,0.081913362,0.059475054,0.585968616,0.174762233,0.526220676,0.162688663,0.695596009,0.131328649
cg10281770,0.2267857,0.05991792,0.167322652,0.092840159,0.06397412,0.075671128,0.245043685,0.157464853
cg10322794,0.49557595,0.473545015,0.426060294,0.397212447,0.402615895,0.292006839,0.199640643,0.590356002
cg10328171,0.944761337,0.886787037,0.838719495,0.848698578,0.944019438,0.846478294,0.771081211,0.721535094
cg10334976,0.063580301,0.142726949,0.30197501,0.172358923,0.165627541,0.216780308,0.144635491,0.034966877
cg10336039,0.014268757,0.025123752,0.104774188,0.053636121,0.04600013,0.034507175,0.050179762,0.029943691
cg10400081,0.023115092,0.028230699,0.040598426,0.083944098,0.029178708,0.025724106,0.157358539,0.115852
cg10430077,0.250877035,0.349204421,0.264408957,0.295427167,0.061178259,0.169757749,0.170330383,0.058030085
cg10449558,0.340915093,0.519102619,0.286351745,0.328705281,0.209131809,0.206903597,0.167844992,0.734101147
cg10498502,0.534870715,0.132595571,0.603132846,0.789914189,0.119645385,0.297165736,0.23167148,0.586563066
cg10501602,0.410261708,0.384486851,0.33357084,0.403460633,0.419666442,0.450056388,0.205392485,0.11164777
cg10528989,0.90794395,0.802002215,0.871806777,0.561925257,0.394904985,0.313600249,0.19639581,0.555327726
cg10530568,0.752568264,0.743293541,0.90223847,0.899237357,0.920175068,0.539089594,0.669346173,0.128847919
cg10570158,0.067304013,0.082073995,0.098873637,0.094051084,0.052723897,0.048696499,0.054836597,0.067521161
cg10596483,0.435364427,0.444596842,0.546148075,0.40222746,0.349857413,0.402011877,0.40100381,0.661948809
cg10621924,0.505933215,0.523462964,0.579859972,0.68901351,0.488865985,0.561669062,0.602452735,0.501030497
cg10672416,0.080991975,0.060010997,0.252019573,0.145863138,0.077781228,0.387110701,0.283442652,0.173936454
cg10688516,0.082416354,0.054548754,0.131523845,0.134379065,0.041597068,0.110119114,0.06243313,0.034967259
cg10703884,0.357957732,0.418405701,0.554320631,0.840931419,0.75637667,0.565631442,0.450866903,0.25869838
cg10755723,0.367930041,0.272206856,0.388546771,0.712801283,0.702439609,0.714680963,0.589583434,0.940299275
cg10763374,0.121127137,0.063018678,0.089918023,0.126639272,0.119026147,0.073875455,0.104400468,0.228531019
cg10781468,0.854014206,0.638699204,0.647287441,0.451360146,0.510717455,0.476136917,0.846161103,0.044880151
cg10783797,0.047346195,0.043114684,0.073842688,0.13988541,0.054010346,0.035470231,0.060709329,0.050775108
cg10804974,0.403862602,0.513477142,0.547005184,0.573513397,0.558923548,0.609376723,0.596054756,0.488891556
cg10874314,0.440129336,0.084619536,0.261845811,0.421484863,0.5325466,0.26445216,0.482734164,0.776262689
cg10885151,0.798276164,0.67544199,0.790787123,0.537007963,0.638917366,0.598304074,0.874084329,0.729927335
cg10898212,0.139507406,0.077808586,,0.284200268,0.43081836,0.466349537,0.60700469,0.061807111
cg10925640,0.104492478,0.04756508,0.044738833,0.077191107,0.038741474,0.046788634,0.120379613,0.079402043
cg10947611,0.030818377,0.042699434,0.082786502,0.06934052,0.034776804,0.053691695,0.144487072,0.148079987
cg10963793,0.86183199,0.894435978,0.907804371,0.599901613,0.507569608,0.528281547,0.740727644,0.747825277
cg10968944,0.21738159,0.084661007,0.202864824,0.66969872,0.246045179,0.099376329,0.478075635,0.770056501
cg10995755,0.901654136,0.438738139,0.898605941,0.111125058,0.119181359,0.079481282,0.398585249,0.086746874
cg11007120,0.529778132,0.545171197,0.481262358,0.446742764,0.916814323,0.929970379,0.549111094,0.610080283
cg11039913,0.844034697,0.781796506,0.800004547,0.790895416,0.834554775,0.765961284,0.632600083,0.726760118
cg11059159,0.722655138,0.594284442,0.616398494,0.635094297,0.517486536,0.396102693,0.641265342,0.661492609
cg11084470,0.725237145,0.924544687,0.608150746,0.579726351,0.874731715,0.883954569,0.767580644,0.81022172
cg11161837,0.480363878,0.500626046,0.511302801,0.494905394,0.888259145,0.848241485,0.891309882,0.63871388
cg11204139,0.131790754,0.130765819,0.279100346,0.428780538,0.364970926,0.624847521,0.127235219,0.359900169
cg11204974,0.036889936,0.035688466,0.127189364,0.055768234,0.050426485,0.041798243,0.03401897,0.018781337
cg11218619,0.813440498,0.813298186,0.840803869,0.83120732,0.242958723,0.315641818,0.284537638,0.561236521
cg11220502,0.058799136,0.051648019,0.032877605,0.028765669,0.177119957,0.212055892,0.043613285,0.332373681
cg11220732,0.232570614,0.090678241,0.244073772,0.111822301,0.164987827,0.08369362,0.069033073,0.154859008
