Labels,MA1,MA2,MA3,MA4,MB1,MB2,MB3,MB4
cg05589489,0.054948561,0.618028342,0.179460144,0.493298883,0.142543253,0.454510373,0.104425587,0.397484854
cg05620261,0.460780924,0.51809228,0.527375282,0.497711429,0.097874399,0.444099348,0.20167355,0.320446736
cg05634630,0.393889482,0.39554492,0.479739155,0.051230388,0.444811336,0.067551433,0.500885863,0.161017583
cg05650719,0.529398715,0.706081268,0.64129113,0.63191619,0.034390543,0.069907609,0.032574852,0.049710712
cg05658512,0.587924663,0.932048885,0.561391752,0.840748252,0.91685763,0.603548917,0.918759192,0.676768905
cg05666036,0.267445341,0.915839747,0.562858827,0.741145635,0.860917701,0.933710565,0.959988252,0.9492727
cg05670953,0.658762362,0.627076729,0.602468493,0.040126844,0.940390023,0.963618041,0.969994337,0.963130669
cg05702280,0.057722837,0.09351196,0.040618417,0.029080145,0.653766209,0.08141671,0.350125539,0.051172874
cg05778424,0.532812864,0.165597538,0.531453386,0.530527511,0.310980194,0.399396768,0.431910645,0.389249103
cg05817845,0.070703781,0.874242838,0.047608003,0.534529143,0.41859277,0.456527274,0.750349443,0.549282228
cg05851442,0.045772377,0.04114983,0.055055863,0.090191433,0.22945665,0.526217802,0.087239543,0.497561436
cg05865011,0.960420269,0.829154985,0.967399892,0.865108968,0.482665656,0.526695133,0.588396368,0.502148679
cg05867245,0.495454825,0.474083354,0.543632279,0.94542799,0.626516745,0.379927592,0.56958379,0.428798811
cg05879419,0.39543031,0.492014764,0.496639727,0.857025441,0.350734611,0.358069521,0.091911512,0.621025918
cg05888872,0.822821527,0.538979251,0.491418605,0.781966001,0.027430347,0.024990331,0.019606425,0.014604396
cg05903444,0.940877219,0.952649282,0.952224242,0.960103751,0.931933915,0.94106569,0.96953891,0.961949393
cg05946623,0.920782968,0.478140569,0.925117399,0.586717131,0.072661122,0.171519988,0.201983257,0.044804629
cg05951994,0.397125195,0.478223438,0.512019211,0.493753104,0.098792392,0.184895192,0.073464936,0.036903822
cg05990312,0.141869613,0.050806274,0.075213031,0.051145724,0.222576989,0.10261319,0.708069943,0.383606998
cg06000144,0.865783847,0.805098615,0.874460623,0.918005893,0.087154137,0.418252653,0.523692964,0.371535371
cg06040071,0.272976396,0.452241234,0.126458037,0.50367114,0.476891908,0.399580893,0.499617194,0.465676612
cg06094482,0.083560306,0.065370843,0.04431954,0.513244128,0.234630187,0.347833078,0.11800983,0.441433838
cg06188367,0.048966303,0.514223914,0.037126358,0.03212877,0.524430912,0.42408673,0.500078186,0.495198717
cg06235224,0.336568463,0.234142262,0.048767504,0.060252193,0.542829621,0.620588859,0.490003015,0.664855579
cg06259025,0.1074336,0.554642663,0.022962205,0.020668753,0.293283805,0.292440396,0.46534283,0.299694827
cg06263178,0.177852121,0.619208689,0.057330426,0.610418497,0.091830059,0.090264596,0.563138316,0.07811551
cg06279274,0.047221525,0.07825849,0.069302616,0.519320382,0.569688652,0.082017675,0.118457357,0.077422018
cg06327515,0.022563841,0.420460097,0.055764269,0.510340017,0.04818689,0.038115375,0.03565537,0.028104178
cg06365843,0.090067707,0.890227139,0.145419931,0.098585337,0.923070147,0.728569401,0.525474533,0.931492855
cg06371583,0.085433602,0.453313976,0.071428921,0.086600251,0.225884184,0.418324249,0.112095349,0.50812806
cg06417478,0.015599634,0.021343299,0.029825735,0.023669461,0.039205689,0.024215304,0.025848773,0.025594337
cg06478886,0.030855408,0.046424396,0.048404938,0.064877667,0.045170048,0.280124659,0.0461704,0.096894721
cg06480265,0.523392235,0.586721922,0.570560136,0.044487518,0.921942862,0.556281242,0.890517801,0.560377485
cg06490113,0.11777553,0.138904152,0.167012116,0.50525664,0.763132151,0.427942747,0.754810451,0.141946631
cg06512263,0.291698166,0.219022302,0.257235149,0.412286037,0.614845183,0.342635714,0.438070607,0.49146045
cg06536614,0.021103331,0.025758064,0.023165589,0.012207591,0.019404217,0.019905414,0.017719697,0.011245347
cg06617217,0.91195188,0.576648439,0.940416567,0.026910105,0.040556558,0.487014028,0.103589371,0.22225244
cg06623827,0.68139516,0.839673236,0.88384851,0.854403788,0.682089579,0.879750335,0.901630809,0.43599535
cg06624036,0.566363479,0.048127863,0.569966563,0.040413052,0.059660734,0.035690584,0.042548988,0.048321361
cg06635900,0.160532496,0.926538481,0.041293117,0.446446532,0.077058087,0.030326013,0.036643233,0.042241842
cg06640997,0.051639307,0.091825028,0.055691908,0.504493861,0.508724864,0.118581923,0.858139542,0.073427757
cg06650246,0.382593237,0.5317342,0.56631965,0.538437818,0.36238143,0.443244694,0.510957841,0.268938262
cg06650379,0.149297815,0.642395936,0.221413437,0.66903322,0.284475015,0.379840837,0.290560477,0.212002473
cg06677321,0.464946782,0.458898049,0.553255467,0.623171764,0.391359697,0.383801365,0.350367181,0.356961278
cg06681434,0.472641255,0.087030099,0.522894731,0.562433449,0.141841465,0.517972008,0.047125484,0.520515239
cg06683316,0.061032511,0.209151702,0.0438828,0.387173145,0.107157525,0.157507294,0.09314995,0.043017334
cg06710742,0.647051099,0.159584889,0.608144739,0.117719266,0.462047246,0.0973583,0.755914289,0.075997824
cg06713675,0.929665374,0.914773214,0.936546139,0.721232963,0.561071983,0.450967941,0.477894788,0.535170266
cg06737308,0.078124497,0.09252302,0.066116886,0.043067941,0.106457736,0.093290941,0.076096145,0.07985891
cg06751366,0.047988249,0.277273353,0.475705591,0.044993769,0.188499547,0.555721592,0.623840334,0.50195172
cg06755071,0.509395483,0.471629731,0.473591107,0.026072858,0.289062921,0.045718233,0.442647342,0.054974308
cg06759314,0.835122427,0.140491452,0.864506593,0.887754634,0.477638289,0.449928226,0.480367777,0.474049205
cg06770429,0.328348351,0.140019746,0.207156624,0.165868285,0.38515569,0.331971143,0.371980178,0.629052535
cg06779847,0.753206937,0.741782377,0.710849456,0.620879427,0.064861437,0.059042471,0.045322982,0.056658892
cg06781532,0.330317861,0.451346452,0.456991838,0.411643121,0.436135143,0.599515833,0.483573311,0.438564051
cg06813419,0.486393123,0.848866393,0.373051284,0.28866938,0.05388152,0.06083776,0.038196414,0.035380928
cg06817772,0.843245175,0.753500138,0.674117639,0.055889799,0.918792962,0.824022716,0.955345536,0.793259998
cg06818052,0.816089134,0.878197761,0.898020745,0.92574769,0.042080752,0.069708602,0.058651068,0.060723002
cg06834313,0.448917654,0.391283561,0.524599361,0.945192869,0.031197559,0.028181551,0.018878086,0.020594163
cg06834998,0.032352135,0.030514711,0.046612635,0.037664724,0.049442596,0.048203962,0.040166803,0.027133935
cg06891458,0.148496895,0.757430959,0.108738012,0.062813934,0.44798371,0.577975198,0.118754922,0.543437953
cg06902099,0.103882569,0.153410065,0.107491731,0.0810531,0.157443091,0.203356113,0.443683071,0.226723858
cg06939307,0.103468319,0.564859411,0.078018987,0.07026328,0.119232895,0.067496344,0.092194866,0.211781648
cg06961233,0.538150352,0.875047237,0.420928048,0.902983916,0.813274921,0.86798978,0.870776328,0.889034635
cg06962549,0.515652095,0.515463411,0.53480394,0.856936058,0.513892434,0.512215696,0.539811434,0.551546964
cg06965195,0.524768927,0.774474588,0.460968637,0.48623785,0.442189793,0.477004171,0.471539162,0.469505611
cg07042014,0.049025467,0.067837745,0.105316318,0.03664183,0.076896996,0.371375635,0.057660367,0.395526673
cg07048527,0.109781742,0.079355763,0.072625627,0.058599535,0.136928903,0.03766485,0.047407809,0.039672769
cg07060739,0.118563449,0.233884955,0.204163674,0.074641825,0.147852561,0.402832071,0.118158141,0.355285956
cg07067710,0.558985173,0.467589909,0.535192122,0.681311483,0.457607408,0.332262374,0.48458738,0.220118551
cg07073960,0.908084699,0.617984972,0.939657691,0.449243987,0.329637567,0.247999077,0.37899809,0.338342797
cg07109804,0.4489895,0.132371353,0.577999707,0.712207063,0.565617376,0.49020727,0.554767903,0.645577359
cg07149179,0.064560263,0.051382286,0.067210181,0.049237397,0.508460004,0.375458245,0.576750548,0.376632055
cg07184237,0.087885058,0.539940368,0.166955369,0.71338474,0.070613586,0.438432267,0.034917351,0.046820051
cg07204874,0.060686953,0.562447916,0.044940219,0.045737982,0.406499313,0.251072124,0.489644204,0.052126593
cg07222861,0.232930476,0.194110692,0.662039252,0.157340228,0.362121404,0.463229197,0.287596015,0.63666492
cg07300846,0.948332901,0.60840406,0.941694501,0.93144615,0.744233831,0.679164325,0.901922908,0.663100889
cg07312051,0.117811797,0.09517594,0.551461182,0.056114715,0.343748355,0.405210299,0.110803594,0.107549454
cg07336123,0.124891088,0.132835356,0.211322942,0.402754453,0.57766707,0.465267665,0.374935357,0.543808142
cg07337250,0.530937918,0.167281579,0.540152612,0.073083533,0.220487908,0.195824771,0.158892944,0.132508695
cg07345934,0.965366968,0.922157623,0.981845189,0.975761207,0.54771425,0.555699206,0.587065258,0.393257956
cg07363270,0.826348937,0.270575334,0.548744424,0.958332272,0.451125476,0.111271147,0.455899315,0.047732993
cg07375978,0.072052621,0.062102181,0.10885292,0.044196967,0.076860902,0.084855208,0.054460886,0.059730929
cg07389611,0.046257452,0.069482108,0.053309039,0.051074583,0.100047861,0.235045992,0.158206704,0.083221711
cg07404485,0.134003505,0.84426448,0.06126018,0.075321277,0.219488869,0.386485293,0.463804507,0.637455594
cg07429623,0.652985499,0.804471443,0.524348605,0.924559378,0.32360501,0.325713882,0.600154486,0.254723209
cg07433152,0.563071961,0.454642096,0.517491143,0.567973834,0.470841144,0.468383788,0.422356899,0.441269049
cg07459594,0.408437319,0.481893203,0.513877413,0.473285585,0.44312941,0.48287077,0.541047816,0.45401768
cg07501729,0.92046121,0.781532348,0.8539708,0.90693464,0.862373303,0.78005882,0.845395125,0.83895842
cg07504727,0.522885355,0.550357915,0.634660881,0.040282367,0.519224797,0.219773763,0.832312629,0.299952574
cg07525682,0.333653108,0.365461985,0.433114264,0.462007475,0.371336044,0.181931782,0.431687791,0.305893703
cg07530063,0.938277053,0.874425001,0.962998862,0.973059621,0.026761572,0.021217557,0.024955678,0.021853112
cg07570687,0.767850472,0.075980302,0.544631271,0.35565252,0.077128764,0.314829681,0.206318791,0.30497198
cg07571734,0.927232759,0.888915462,0.969368248,0.982536467,0.020819303,0.017312649,0.017483307,0.018048885
cg07581623,0.23272526,0.21019817,0.532408813,0.152711442,0.29802345,0.240134323,0.295987764,0.071821998
cg07594247,0.519931542,0.717020188,0.355270745,0.463506463,0.506798521,0.748764477,0.523747213,0.544203285
cg07615383,0.251079997,0.451062356,0.405505422,0.407794781,0.38208993,0.481719737,0.382237748,0.447014763
cg07629965,0.361373744,0.052014009,0.341472705,0.066127317,0.131405137,0.051856989,0.211069216,0.086832247
cg07636688,0.876622429,0.941018673,0.946795966,0.967779052,0.91420168,0.835603085,0.701936361,0.639472283
cg07685357,0.124287325,0.15228577,0.078430495,0.333848523,0.548482773,0.544652851,0.532598348,0.514542553
cg07769588,0.04739776,0.22277588,0.045755196,0.028901721,0.446978989,0.227718703,0.543880351,0.171331032
cg07819160,0.218483427,0.128651508,0.105855614,0.097065767,0.134289514,0.104123178,0.085595137,0.082260623
cg07854954,0.455763632,0.450939142,0.083674458,0.112095214,0.811667657,0.307172812,0.872686775,0.368101558
cg07856155,0.772374268,0.332720136,0.93398154,0.489573067,0.033328704,0.031507009,0.025659822,0.030035738
cg07863877,0.87508356,0.102066871,0.898997221,0.520436354,0.804643063,0.807457447,0.513995185,0.838135574
cg07878514,0.547552259,0.460476858,0.525286984,0.327374364,0.050718694,0.048874134,0.049916941,0.043958738
cg07891179,0.887354921,0.855916086,0.898545557,0.864450194,0.741927196,0.649035228,0.835030069,0.62894173
cg07898446,0.970460809,0.967380801,0.972948326,0.97329836,0.9708326,0.96664131,0.968676417,0.970825469
cg07918978,0.131394911,0.54960499,0.03719151,0.549776437,0.445095819,0.109631029,0.803810539,0.040036457
cg07935886,0.444061349,0.784311841,0.798616653,0.695397439,0.640580183,0.625978863,0.581204783,0.609363646
cg07963670,0.66514516,0.408884504,0.878658941,0.140808022,0.070603261,0.296625825,0.084065815,0.112769462
cg07964754,0.564654443,0.525760297,0.572887631,0.518967042,0.091722964,0.255079007,0.187486315,0.06117258
cg07967210,0.909292784,0.620440729,0.951022721,0.946445099,0.93199424,0.907615796,0.942509967,0.939943014
cg07997737,0.258908277,0.512026922,0.517187154,0.903602457,0.19920478,0.052519162,0.126694981,0.182957508
cg07998277,0.119424342,0.557729946,0.09297596,0.034403497,0.775332755,0.324052045,0.569828171,0.377604862
cg08024887,0.936261565,0.86526774,0.900922749,0.92907828,0.036433821,0.029725901,0.023628411,0.035078563
cg08031982,0.077996431,0.104234479,0.071203827,0.049547718,0.770231444,0.504559142,0.550534611,0.562379426
cg08033722,0.570425151,0.769637772,0.563526626,0.909128419,0.144442452,0.2392168,0.398381042,0.34593911
cg08066140,0.892446872,0.922401056,0.937140972,0.954674438,0.919098952,0.901356707,0.900455749,0.908036479
cg08070327,0.152635645,0.098182595,0.079125065,0.084205923,0.879593975,0.85221646,0.901117606,0.933771807
cg08075719,0.370193188,0.711125508,0.484807905,0.467963253,0.382802758,0.449101536,0.480971251,0.375027579
cg08084655,0.264458767,0.121503603,0.241521254,0.102412546,0.189342637,0.353415539,0.11589904,0.417491122
cg08098382,0.091930493,0.524908437,0.557087476,0.941603055,0.635478032,0.639277553,0.594643143,0.615424987
cg08129953,0.105381138,0.52276996,0.114973509,0.095871744,0.851410826,0.845838241,0.852943745,0.822997812
cg08144675,0.384231717,0.906645438,0.571384244,0.618790427,0.6174079,0.637395124,0.622687403,0.616556955
cg08161163,0.857358828,0.77878827,0.806248088,0.842123293,0.083573047,0.212446181,0.059334839,0.085209186
cg08182270,0.079540403,0.474586185,0.537732863,0.60246454,0.861516922,0.608424893,0.916895104,0.614643077
cg08203788,0.762276462,0.778176069,0.837175029,0.855913442,0.808187583,0.845921169,0.563828184,0.881350551
cg08217526,0.596206889,0.594845856,0.558890048,0.564914574,0.557469203,0.575991295,0.554428462,0.53470481
cg08223357,0.843454504,0.808562036,0.866702352,0.890822326,0.706142284,0.396381952,0.388805914,0.394231769
cg08247852,0.090398357,0.033909566,0.058994184,0.050878468,0.107838762,0.055506474,0.054002235,0.060172955
cg08258506,0.356786589,0.106110728,0.52800487,0.33324169,0.186784009,0.083686394,0.179729834,0.20328708
cg08313539,0.497577004,0.495919677,0.563870555,0.533326953,0.082443847,0.284636921,0.060552736,0.336180531
cg08318732,0.494263009,0.342228432,0.664271817,0.575707783,0.501565845,0.203798953,0.520334857,0.496653208
cg08339023,0.53668182,0.863869275,0.525978659,0.041283612,0.038915702,0.487173224,0.088658076,0.317821826
cg08352422,0.025539868,0.424483524,0.080098923,0.487976228,0.880081278,0.347769059,0.785381749,0.477860208
cg08352439,0.833842647,0.881942476,0.89086638,0.904043611,0.380077066,0.530283967,0.49996529,0.560185568
cg08377819,0.868388095,0.881989976,0.89595132,0.941992275,0.912382288,0.873507935,0.911867027,0.924081935
cg08398567,0.135757213,0.497738713,0.182672422,0.39434221,0.116442516,0.068076772,0.059876099,0.051030936
cg08410996,0.335702298,0.496862543,0.523192135,0.481572057,0.490593879,0.538308889,0.586934784,0.559502565
cg08466034,0.582781076,0.719569194,0.560995582,0.894985852,0.758730046,0.048101496,0.215396308,0.051321949
cg08477332,0.488830923,0.58562692,0.572066678,0.563980631,0.591777144,0.595148552,0.572071635,0.57120822
cg08491681,0.419785243,0.501853557,0.240670784,0.274030146,0.346965129,0.458996268,0.313197676,0.39121038
cg08515442,0.816619058,0.824866441,0.947863712,0.893506454,0.081551556,0.046958317,0.041782828,0.038362796
cg08533710,0.311133974,0.746952258,0.407440011,0.803084154,0.630682193,0.405639657,0.895456237,0.414464322
cg08541895,0.758726542,0.91402809,0.628164855,0.507178527,0.435536249,0.29630046,0.064056516,0.284689618
cg08580836,0.478372684,0.513504709,0.541235537,0.492002516,0.877989539,0.897238432,0.915486377,0.909854872
cg08623383,0.050694506,0.443736743,0.052605401,0.032640951,0.281501156,0.059939936,0.054918582,0.070045213
cg08624915,0.053630475,0.460790913,0.086427325,0.181753742,0.432164894,0.050852781,0.516809374,0.044721165
cg08639762,0.282687102,0.48809717,0.24586747,0.299801604,0.426392731,0.48279021,0.652307082,0.661619389
cg08678044,0.475102839,0.532690388,0.507952219,0.810631054,0.21496341,0.47586943,0.075814195,0.483956253
cg08681685,0.142869262,0.149866809,0.185265563,0.166178697,0.22698849,0.1938985,0.186734199,0.186590477
cg08686092,0.280265652,0.444970752,0.144365819,0.476917434,0.527063465,0.602284947,0.529927531,0.530742837
cg08709360,0.019597221,0.03227987,0.051834551,0.033132571,0.097174286,0.077102871,0.04148869,0.04722078
cg08734931,0.272317182,0.946862674,0.882987877,0.954908965,0.939058017,0.724842989,0.962657965,0.769780074
cg08744475,0.815024174,0.861975855,0.890166502,0.605712412,0.082986269,0.09554159,0.089976857,0.100353807
cg08810053,0.231296645,0.232171244,0.082924415,0.562379157,0.078069544,0.149871191,0.473041467,0.05363295
cg08822523,0.155485544,0.531543726,0.130579327,0.556904882,0.435984416,0.106949974,0.103156834,0.053644974
cg08839053,0.288882429,0.217256599,0.271717184,0.157450184,0.841979979,0.864747681,0.777356208,0.671095132
cg08872493,0.257010886,0.069950337,0.513168959,0.698415895,0.103725566,0.181258123,0.075131329,0.133109526
cg08881680,0.394656825,0.49685259,0.531339755,0.518476524,0.447804062,0.542364393,0.565636187,0.527890856
cg08917299,0.903099523,0.923819995,0.933481449,0.934293561,0.90593653,0.933401517,0.920313092,0.916297484
cg08946854,0.300808166,0.172040989,0.790173364,0.122618622,0.366211672,0.37081895,0.297187056,0.399068874
cg08969950,0.222301998,0.767792821,0.090353941,0.942250679,0.059435006,0.101545899,0.078182389,0.037298518
cg08991437,0.833320477,0.477300125,0.853339621,0.485202102,0.788094174,0.753611594,0.859094783,0.721361244
cg09019154,0.047838749,0.038397675,0.046623142,0.039475451,0.052324489,0.042101727,0.05787587,0.058691711
cg09023624,0.335465902,0.562156411,0.578512765,0.551614391,0.055806378,0.040048108,0.031301524,0.031112164
cg09063149,0.108685607,0.109398119,0.094416191,0.891463326,0.930604347,0.635540305,0.948261191,0.719209738
cg09076339,0.220442799,0.179771252,0.123199565,0.42460056,0.16930994,0.271883282,0.486247033,0.250640352
cg09096031,0.781589645,0.544286891,0.552279757,0.550115074,0.458295438,0.133570084,0.587044066,0.344983377
cg09118625,0.405169229,0.410171284,0.472807194,0.441193744,0.400172886,0.473713931,0.459428533,0.452478255
cg09127314,0.242487528,0.534544833,0.146259655,0.556118713,0.509488603,0.563876711,0.474902363,0.521047876
cg09144964,0.913083348,0.84908024,0.945199435,0.953225605,0.870716821,0.924360832,0.925495322,0.950483651
cg09180702,0.140720547,0.076236332,0.031038398,0.112990058,0.035750965,0.032272891,0.019280131,0.069419729
cg09212597,0.476456726,0.431875019,0.494365946,0.098077038,0.160943989,0.485941899,0.091143725,0.499472742
cg09289202,0.023114489,0.024606696,0.031424975,0.024015851,0.024809456,0.025960443,0.029372705,0.026728744
cg09323728,0.34738987,0.546678895,0.283136322,0.120756592,0.42729661,0.42647415,0.375696716,0.511760374
cg09338136,0.788810195,0.85746072,0.903803938,0.924168853,0.410263115,0.587681204,0.548563444,0.641599906
cg09361469,0.081775968,0.058095983,0.047889616,0.039301145,0.125820649,0.253070203,0.250425988,0.122398156
cg09381666,0.067203105,0.046732446,0.085565431,0.066601087,0.058988646,0.053626644,0.061574966,0.054750666
cg09417038,0.641488853,0.815845475,0.832371304,0.480551509,0.182941339,0.158373946,0.326296333,0.122248158
cg09427016,0.63729108,0.543716441,0.573173047,0.637022059,0.477087364,0.316649299,0.368759495,0.329825921
cg09460553,0.941139414,0.90138433,0.922264402,0.931998105,0.860497475,0.891388645,0.927225827,0.922636326
cg09464268,0.062179203,0.513073053,0.047515176,0.054462284,0.080562208,0.096094985,0.076873409,0.032641069
cg09467607,0.24897449,0.030206479,0.037497247,0.036009543,0.067224398,0.034433052,0.050093768,0.036572251
cg09471455,0.765397221,0.872158716,0.615037502,0.76475561,0.500403421,0.749267478,0.47619664,0.85146687
cg09474442,0.052381316,0.062875697,0.030144855,0.025015833,0.91105365,0.89694233,0.892341333,0.926359188
cg09514174,0.867469642,0.507713454,0.619971652,0.56268528,0.68112211,0.506467414,0.663230104,0.349773808
cg09524686,0.063436807,0.224539961,0.064549323,0.077979722,0.358855551,0.403897024,0.086068466,0.177303574
cg09527615,0.186797173,0.072422975,0.126493076,0.0810012,0.146705468,0.184551209,0.169301579,0.33786425
cg09563777,0.446277249,0.469633552,0.482618632,0.936353376,0.069389845,0.309540766,0.493760874,0.336696713
cg09566316,0.035427428,0.111579898,0.052289004,0.031546907,0.607090625,0.677317935,0.451628611,0.672366711
cg09582042,0.932461269,0.51068266,0.892136439,0.528661001,0.315687127,0.295330511,0.535700658,0.33917729
cg09597638,0.830589853,0.794677567,0.909394226,0.861111679,0.27863638,0.741734698,0.264247059,0.839105339
cg09608949,0.097223853,0.506413913,0.054933939,0.10418312,0.746670228,0.65972825,0.553171224,0.829816814
cg09618778,0.24458188,0.297936953,0.112196165,0.220049671,0.239598463,0.443102844,0.086606969,0.277592157
cg09647867,0.307434932,0.487379735,0.441012005,0.766590504,0.872131792,0.840582804,0.799772841,0.828172558
cg09667013,0.396488289,0.521387142,0.529555765,0.557086254,0.475134154,0.655363958,0.564174968,0.593933649
cg09706021,0.900639426,0.880771857,0.905448811,0.95197341,0.141683854,0.206159624,0.171331096,0.554059231
cg09713850,0.102747217,0.164413036,0.063255251,0.574385237,0.102801147,0.372693776,0.119393357,0.29894158
cg09715059,0.916764213,0.565506312,0.957670844,0.398769908,0.14126063,0.581594005,0.18900998,0.567774293
cg09747445,0.728711194,0.364643796,0.47140784,0.413884142,0.25963815,0.220621366,0.293453568,0.176272598
cg09824603,0.342715065,0.862978224,0.057446743,0.53009236,0.836922105,0.712527966,0.916404143,0.81543792
cg09830866,0.953255968,0.962297525,0.949131446,0.542013665,0.163803423,0.236418019,0.281591898,0.195547472
cg09862733,0.792260006,0.67057406,0.737635884,0.662042002,0.54354153,0.545991477,0.903491635,0.574354304
cg09949789,0.41340049,0.161530556,0.185665853,0.106484445,0.251583023,0.513431704,0.230284809,0.45494486
cg10011623,0.749857361,0.677012293,0.755239609,0.774400383,0.729717196,0.867979261,0.782698611,0.856483134
cg10016004,0.071540845,0.573150435,0.090873022,0.549113671,0.219039311,0.046981238,0.556279088,0.041186756
cg10028549,0.544463394,0.089582771,0.486712435,0.028149877,0.467399512,0.17382771,0.562765045,0.270378642
cg10064060,0.071168973,0.172475597,0.070559714,0.45839305,0.469671103,0.456660879,0.565350367,0.390562375
cg10092265,0.05445269,0.032885331,0.03302655,0.042874041,0.021095175,0.043977301,0.024449226,0.024902134
cg10168457,0.407558466,0.477576071,0.298767102,0.472679122,0.366179588,0.477053315,0.445507492,0.382300988
cg10177528,0.619971395,0.469342804,0.285275202,0.343908074,0.142564091,0.133337582,0.153300887,0.062774118
cg10180281,0.030392289,0.057632123,0.065020269,0.068854149,0.113740032,0.459781829,0.039299707,0.486897209
cg10195146,0.294967857,0.359960603,0.452229592,0.408126651,0.410274116,0.084096897,0.445684781,0.305832018
cg10202436,0.325737401,0.467139165,0.496675302,0.659522677,0.146649587,0.448418567,0.081430049,0.39970991
cg10246448,0.085815671,0.204273185,0.60173959,0.673515966,0.469402905,0.6540392,0.435685428,0.825298496
cg10281770,0.639235834,0.179436723,0.63544995,0.055726508,0.387729657,0.400320997,0.447933521,0.524759969
cg10322794,0.214357226,0.340660708,0.135533723,0.941912134,0.861812159,0.563075812,0.1915367,0.698761204
cg10328171,0.741529608,0.497316067,0.496534132,0.867376922,0.212514951,0.321201847,0.420777292,0.368955247
cg10334976,0.193490823,0.44133666,0.157807642,0.712036473,0.280606663,0.636341922,0.437815761,0.251779729
cg10336039,0.625295125,0.865814827,0.40705704,0.974660178,0.155030192,0.111568287,0.322944185,0.239903341
cg10400081,0.924502877,0.913475804,0.929645753,0.947906163,0.82074023,0.556717682,0.894340066,0.627000283
cg10430077,0.833036606,0.892073545,0.920004798,0.901133258,0.817756547,0.856900335,0.571863947,0.862957105
cg10449558,0.258619957,0.143866244,0.523454493,0.861300216,0.075760105,0.216513732,0.075214384,0.046552263
cg10498502,0.608788414,0.156634763,0.586386347,0.191405411,0.177856366,0.380083279,0.201425957,0.112032939
cg10501602,0.345418477,0.380423445,0.428297209,0.357348969,0.377387032,0.45451908,0.441991854,0.387433057
cg10528989,0.528463917,0.177610598,0.48411454,0.329708616,0.875300349,0.443404052,0.492981154,0.615270257
cg10530568,0.365713231,0.131324972,0.524324681,0.484707882,0.132749934,0.394968031,0.514983885,0.472940977
cg10570158,0.08898756,0.501925662,0.073821445,0.082655597,0.46696202,0.083572958,0.069729954,0.056481289
cg10596483,0.029239469,0.022975943,0.029304472,0.032175114,0.02814028,0.029429907,0.021773374,0.024540218
cg10621924,0.05484232,0.032980852,0.041820841,0.025337871,0.053131506,0.058569891,0.032502818,0.029496551
cg10672416,0.061622569,0.362289439,0.07401792,0.372366155,0.070310002,0.133790403,0.081095836,0.27953122
cg10688516,0.363025812,0.698731905,0.291582937,0.642141643,0.361412062,0.537642196,0.535694679,0.499467455
cg10703884,0.782790748,0.781096583,0.779529494,0.906467852,0.026230009,0.027977138,0.027623798,0.031617488
cg10755723,0.468352352,0.560853355,0.456291695,0.052280518,0.805432454,0.263139335,0.842564799,0.111719467
cg10763374,0.303513455,0.782242675,0.431402575,0.430473254,0.460936293,0.333036742,0.621774662,0.244030249
cg10781468,0.50639745,0.114640151,0.575232099,0.957669821,0.119182418,0.056570467,0.075202597,0.046988366
cg10783797,0.802334861,0.872595824,0.930891131,0.632320867,0.81807206,0.816496563,0.828368979,0.872836627
cg10804974,0.032885702,0.238309332,0.079761601,0.563343493,0.093685376,0.091791114,0.059170848,0.082906646
cg10874314,0.059114722,0.866557622,0.152366891,0.584567303,0.895695903,0.490292711,0.111376683,0.62848961
cg10885151,0.126184466,0.042713778,0.052483091,0.029206586,0.142825465,0.418333872,0.027751411,0.071843391
cg10898212,0.086325468,0.445542259,0.111373843,0.047938302,0.201145858,0.181204586,0.093422608,0.166413175
cg10925640,0.559694242,0.511573925,0.502097668,0.489405579,0.562835633,0.479158054,0.517389284,0.516004226
cg10947611,0.818448127,0.848036763,0.255674745,0.94116273,0.156650947,0.420143374,0.146755642,0.134617219
cg10963793,0.584509453,0.915340208,0.582282288,0.573714249,0.619640101,0.775111848,0.9489924,0.89811583
cg10968944,0.1102089,0.02752586,0.053014258,0.565630341,0.496418357,0.526147653,0.155144896,0.481478804
cg10995755,0.564037266,0.608744966,0.620737777,0.036821611,0.524618305,0.456006992,0.611518402,0.402377257
cg11007120,0.069931494,0.902887974,0.053103437,0.031989544,0.635280122,0.348174976,0.687705723,0.439847021
cg11039913,0.656737142,0.433629432,0.683857321,0.648237947,0.668834874,0.660950336,0.689014377,0.65951285
cg11059159,0.57858723,0.640108168,0.636016013,0.661674639,0.631895364,0.640271394,0.61727043,0.633081298
cg11084470,0.154949675,0.552925752,0.044821342,0.910078026,0.416291422,0.030146367,0.439349688,0.035279514
cg11161837,0.416096108,0.822284749,0.503262113,0.523055203,0.445583133,0.09775564,0.100397286,0.084153952
cg11204139,0.943918824,0.957770516,0.959217613,0.970901034,0.820414537,0.952543512,0.947089607,0.950506583
cg11204974,0.568989099,0.931128887,0.91371803,0.888554615,0.887317724,0.912031664,0.885071934,0.905417789
cg11218619,0.15932707,0.44890304,0.495995177,0.493229849,0.763415905,0.412122959,0.518023691,0.465920773
cg11220502,0.542500161,0.884597002,0.525114182,0.931905829,0.626620089,0.603900077,0.798635426,0.579343403
cg11220732,0.055795628,0.103719428,0.127368827,0.050759493,0.94090138,0.11903666,0.950588539,0.65568374
