Labels,JA LL 1,JALL 2,JA3,JA4,JB LL 3,JB LL 4,JB3,JB4
cg05589489,0.068969044,0.050504976,0.031119959,0.018262251,0.03249749,0.04792597,0.09478588,0.021165579
cg05620261,0.888014429,0.75929293,0.726744062,0.517205926,0.965296358,0.040131898,0.940633829,0.981160951
cg05634630,0.565949482,0.472609303,0.297425156,0.831733979,0.939392756,0.504315156,0.510930951,0.915771924
cg05650719,0.718813309,0.782231971,0.641196185,0.676944461,0.31926652,0.096984678,0.633935184,0.696681864
cg05658512,0.602372563,0.649130306,0.612361972,0.643844445,0.470581729,0.917845416,0.444286508,0.584776543
cg05666036,0.539585775,0.498242078,0.437232676,0.937414929,0.060062865,0.29141716,0.271824378,0.052700176
cg05670953,0.037199103,0.106666911,0.039683734,0.027447435,0.057429133,0.042700169,0.122995638,0.028208573
cg05702280,0.101618277,0.080199022,0.11395165,0.038607218,0.453367511,0.399411439,0.468393734,0.772407421
cg05778424,0.744830545,0.893232505,0.85863565,0.187433928,0.325495891,0.054562929,0.470504549,0.333839875
cg05817845,0.319729207,0.383819776,0.368278473,0.381320059,0.208649015,0.462390073,0.147944438,0.597893465
cg05851442,0.27555199,0.440861761,0.175380445,0.05694738,0.01850116,0.321902398,0.238466614,0.02906127
cg05865011,0.384570652,0.458481461,0.479451278,0.698304709,0.484582796,0.967880229,0.442173732,0.472105138
cg05867245,0.923841767,0.858142487,0.764102061,0.876291962,0.946242297,0.917796109,0.923800841,0.940199402
cg05879419,0.757918994,0.563501654,0.551057801,0.144893722,0.623927427,0.329378423,0.841164358,0.236386856
cg05888872,0.294312339,0.426722479,0.198058209,0.343766596,0.970575489,0.644222173,0.907782079,0.967208414
cg05903444,0.032443378,0.026518503,0.028027194,0.022893661,0.020370292,0.022203038,0.070316407,0.037741784
cg05946623,0.91302954,0.902455658,0.843104652,0.868876795,0.870090318,0.080876215,0.743658677,0.726976515
cg05951994,0.878592331,0.912849817,0.622656907,0.861529947,0.955226067,0.945519518,0.800967201,0.925005228
cg05990312,0.160774648,0.082896972,0.1260103,0.068099674,0.038556023,0.319304053,0.133103497,0.039870871
cg06000144,0.879994549,0.863327077,0.560191039,0.489342624,0.935448013,0.064957152,0.84221537,0.847219267
cg06040071,0.888527943,0.922635607,0.815603844,0.883832774,0.06021273,0.596096174,0.191206498,0.076708712
cg06094482,0.057146668,0.084186888,0.10973931,0.468607414,0.66428151,0.309344925,0.47727676,0.506937152
cg06188367,0.946576789,0.960200442,0.966292739,0.95815793,0.907550899,0.792228677,0.920143191,0.965368182
cg06235224,0.073899992,0.085074068,0.098948792,0.766517248,0.161012635,0.469022613,0.144854768,0.03400071
cg06259025,0.737681188,0.654153321,0.842381345,0.279941449,0.500090074,0.576674176,0.216391235,0.445728314
cg06263178,0.078971611,0.072626274,0.056900883,0.037012053,0.115685036,0.125974499,0.073686308,0.049929189
cg06279274,0.17857103,0.160760575,0.067276947,0.07341606,0.209220615,0.087678805,0.139710075,0.062589673
cg06327515,0.036129136,0.039381195,0.031233826,0.027647254,0.037737497,0.025369515,0.107461573,0.020309384
cg06365843,0.221973613,0.212325998,0.077952731,0.078605541,0.057142021,0.029397824,0.191329609,0.048539225
cg06371583,0.269557937,0.301175641,0.132181338,0.735782584,0.233757625,0.222593623,0.138285073,0.068785835
cg06417478,0.037070722,0.220662059,0.23874959,0.121669814,0.807189215,0.782142248,0.516352546,0.551926308
cg06478886,0.043924388,0.063998408,0.038179676,0.030638592,0.151741052,0.033506939,0.026843459,0.045099123
cg06480265,0.617786671,0.627857996,0.575611314,0.560214037,0.945952044,0.946092787,0.564558857,0.624372827
cg06490113,0.537220037,0.719673777,0.262927316,0.824031303,0.899747341,0.03868385,0.869352059,0.888243741
cg06512263,0.525679312,0.474127353,0.427078184,0.261425601,0.359621624,0.514301438,0.122498295,0.489986998
cg06536614,0.024465474,0.013933199,0.013993517,0.012600738,0.014556676,0.010277364,0.0242616,0.027264225
cg06617217,0.277282092,0.105520384,0.033885301,0.437387214,0.268156408,0.244637611,0.066237838,0.029962858
cg06623827,0.713196572,0.764553532,0.840263795,0.842800411,0.764490461,0.348844954,0.755834051,0.844779575
cg06624036,0.096496854,0.122863304,0.121808446,0.539664468,0.740335173,0.070730844,0.637479256,0.225073716
cg06635900,0.79884995,0.790527804,0.608247951,0.92963593,0.626879665,0.518475961,0.688156458,0.606865699
cg06640997,0.449196103,0.535741917,0.297933629,0.391146281,0.516581028,0.273296963,0.489254959,0.239053691
cg06650246,0.309826444,0.566560391,0.250426936,0.378116962,0.6956818,0.323173101,0.557947008,0.60601146
cg06650379,0.131634108,0.118358946,0.304525483,0.239911676,0.086438889,0.058619747,0.252218442,0.163841417
cg06677321,0.03899956,0.044737111,0.036061928,0.033573354,0.035183367,0.036695682,0.086092238,0.030327331
cg06681434,0.528838563,0.614431087,0.544811885,0.126544042,0.866160295,0.631737845,0.883013202,0.932108279
cg06683316,0.054316372,0.057536805,0.102295326,0.045499968,0.346122014,0.064651036,0.138805888,0.167605901
cg06710742,0.107099733,0.082741543,0.090099348,0.05662916,0.120044781,0.050903926,0.166559963,0.388410343
cg06713675,0.049073143,0.03216857,0.0754323,0.026942096,0.627332437,0.040632344,0.523691514,0.537976083
cg06737308,0.455280795,0.537114936,0.547597347,0.513069455,0.548752921,0.527140444,0.50378499,0.541190332
cg06751366,0.031820016,0.04308206,0.189888476,0.047544507,0.32998978,0.072035626,0.138661059,0.393384966
cg06755071,0.10236372,0.115142475,0.042928581,0.026211798,0.653473384,0.20517249,0.883740195,0.891587194
cg06759314,0.952081806,0.968195377,0.795888113,0.68288444,0.940699264,0.941720416,0.850318363,0.917912241
cg06770429,0.09882337,0.039599373,0.085911418,0.052815576,0.098527863,0.076445389,0.106116749,0.167425717
cg06779847,0.320533589,0.103648598,0.315970926,0.077715409,0.722108551,0.076905004,0.72194903,0.681556808
cg06781532,0.056983053,0.095347495,0.03377395,0.027449296,0.07699125,0.056567451,0.102564565,0.033277667
cg06813419,0.796167649,0.819094036,0.871181428,0.575913956,0.772614499,0.604958393,0.899974598,0.524621564
cg06817772,0.235026911,0.506281345,0.279024157,0.14418924,0.911861978,0.905331072,0.675541323,0.936897979
cg06818052,0.718579208,0.969652601,0.864621425,0.911970099,0.964916147,0.940771055,0.79117827,0.936830404
cg06834313,0.473446123,0.682314507,0.518687086,0.533631605,0.495680492,0.535440813,0.531895235,0.506802053
cg06834998,0.021754373,0.01797545,0.060440856,0.032196821,0.02997286,0.01653448,0.037987014,0.020033978
cg06891458,0.932064631,0.938742359,0.884679475,0.943194837,0.636843116,0.650254397,0.627738824,0.557705632
cg06902099,0.835574938,0.747890832,0.735408223,0.506703623,0.815542932,0.129970057,0.379564327,0.365248571
cg06939307,0.766789024,0.850499035,0.915898497,0.597012987,0.374395817,0.752779063,0.123624764,0.119410066
cg06961233,0.917240385,0.964812684,0.479094507,0.946973305,0.099822069,0.974199165,0.880858566,0.796043847
cg06962549,0.10398421,0.030101586,0.158151569,0.13100014,0.553955043,0.936507327,0.502629034,0.534337946
cg06965195,0.578296789,0.562607584,0.810069078,0.190344085,0.95500482,0.931563778,0.707411014,0.430476296
cg07042014,0.520019622,0.565040654,0.535222216,0.14669707,0.618345945,0.39275745,0.127481819,0.504722018
cg07048527,0.396483688,0.223085015,0.059506905,0.055405552,0.17754125,0.157737478,0.23092419,0.077404904
cg07060739,0.093628154,0.045931396,0.152485729,0.065287298,0.043630509,0.132656,0.05947185,0.041750216
cg07067710,0.207864656,0.038414631,0.05050238,0.032202687,0.055973612,0.327387452,0.120442997,0.025137038
cg07073960,0.939624921,0.943206836,0.80741429,0.911492909,0.959405366,0.874785018,0.879382723,0.934396943
cg07109804,0.744756174,0.93119445,0.652600173,0.819767932,0.741360989,0.838256277,0.525368939,0.565462526
cg07149179,0.384258572,0.405353031,0.489056473,0.495761125,0.602301976,0.059791135,0.500797856,0.570451998
cg07184237,0.020308738,0.016637903,0.082873884,0.058977473,0.031134445,0.02252184,0.092753234,0.023293481
cg07204874,0.526943922,0.243260348,0.106903015,0.064218561,0.301595068,0.129078196,0.104736581,0.032625919
cg07222861,0.645650347,0.686988167,0.51047263,0.24244858,0.300877349,0.120422067,0.073861063,0.235792631
cg07300846,0.929138994,0.879323713,0.883043474,0.943725911,0.644632639,0.947977903,0.589705572,0.112129942
cg07312051,0.279514777,0.218345485,0.12819959,0.150298911,0.110011134,0.826977377,0.079827942,0.043831199
cg07336123,0.470098186,0.592607119,0.382652269,0.155132324,0.359993051,0.082963894,0.607394243,0.174319898
cg07337250,0.799268027,0.849427437,0.814276545,0.918992668,0.896705212,0.139460454,0.360141641,0.929924617
cg07345934,0.968267604,0.981626026,0.980840021,0.979983538,0.86117772,0.968577279,0.904397808,0.979026465
cg07363270,0.454465483,0.561500663,0.337423554,0.818752778,0.437222368,0.68300764,0.445043097,0.487609395
cg07375978,0.795657152,0.732159256,0.865314164,0.860957408,0.848469249,0.468695185,0.761885261,0.853232168
cg07389611,0.542021126,0.465660785,0.375417227,0.160160684,0.820968205,0.126661352,0.082678676,0.587831035
cg07404485,0.917568133,0.958040065,0.793688943,0.845144015,0.936083602,0.532536323,0.831983276,0.882273305
cg07429623,0.824631434,0.80465691,0.63596864,0.790402224,0.411509542,0.070170876,0.900182545,0.508237902
cg07433152,0.770526346,0.92505833,0.792521301,0.944405117,0.908106811,0.830353158,0.578459448,0.934965817
cg07459594,0.916461232,0.964163947,0.88523903,0.925904467,0.849442328,0.973742488,0.862820772,0.929907355
cg07501729,0.094479785,0.023767145,0.093996309,0.074803982,0.382090443,0.643024328,0.18180411,0.127534507
cg07504727,0.061729548,0.050062085,0.028716635,0.081585128,0.040372796,0.030819712,0.04462785,0.028954187
cg07525682,0.070630765,0.025108882,0.065855936,0.048312755,0.041512619,0.021899555,0.15895904,0.039219428
cg07530063,0.207373305,0.096512429,0.101551372,0.066597162,0.08700094,0.872735395,0.77393376,0.041539879
cg07570687,0.197578017,0.229554246,0.210390571,0.139119811,0.788498242,0.866217621,0.266023962,0.941667917
cg07571734,0.965325959,0.958305988,0.956353508,0.961268594,0.965393299,0.963999691,0.947190334,0.978761038
cg07581623,0.140540552,0.141599591,0.134572123,0.08846984,0.098502617,0.087847728,0.173746483,0.047568538
cg07594247,0.707516775,0.903880001,0.818270734,0.66913983,0.766001784,0.318684694,0.194128073,0.884217614
cg07615383,0.708990473,0.617676502,0.434500669,0.386528502,0.447322424,0.129589439,0.342094503,0.449519422
cg07629965,0.234912929,0.142843669,0.311634805,0.799547758,0.626044853,0.48275212,0.487296707,0.341255809
cg07636688,0.725672103,0.843173206,0.728303413,0.911089769,0.956717775,0.911475995,0.912605649,0.790827205
cg07685357,0.1433968,0.069246308,0.103205357,0.084936519,0.075854115,0.423787608,0.404881627,0.071169325
cg07769588,0.954160601,0.958427905,0.743164421,0.948366729,0.965457298,0.966416644,0.903741198,0.971565205
cg07819160,0.894060689,0.932213818,0.951509793,0.942373969,0.496114579,0.836115689,0.910740622,0.960525334
cg07854954,0.092609281,0.079580488,0.294778206,0.494176207,0.891381786,0.742300988,0.604911737,0.931266009
cg07856155,0.078343665,0.04174906,0.0449352,0.029276697,0.056881046,0.053387042,0.049022736,0.029380967
cg07863877,0.915896774,0.950792484,0.865816179,0.88233717,0.944171541,0.924382057,0.880981794,0.921248732
cg07878514,0.04649145,0.059693226,0.139751576,0.027237345,0.055390487,0.04781736,0.064102311,0.076021662
cg07891179,0.506195657,0.460408123,0.348106059,0.458009007,0.301907377,0.71763771,0.405397346,0.424311635
cg07898446,0.971496783,0.98312974,0.955174214,0.973032405,0.96869666,0.663251951,0.890025145,0.969263071
cg07918978,0.192903675,0.281533599,0.390026273,0.852378374,0.944109792,0.684857708,0.916300684,0.961422552
cg07935886,0.438201305,0.406720996,0.430103644,0.430776038,0.58179542,0.558991925,0.604909477,0.41046993
cg07963670,0.551698157,0.905304512,0.295960708,0.889618615,0.952152032,0.087247858,0.755653993,0.92939884
cg07964754,0.624462628,0.83762584,0.77098794,0.522373284,0.500170792,0.271391316,0.454401001,0.578554044
cg07967210,0.134889433,0.068564558,0.127145193,0.036671682,0.315608882,0.125921797,0.494462403,0.039092588
cg07997737,0.263559989,0.300900599,0.258667059,0.09238539,0.411009762,0.125802345,0.799075526,0.576203336
cg07998277,0.548385139,0.500502245,0.505021152,0.530744083,0.926737582,0.02511238,0.521987193,0.869077167
cg08024887,0.903776012,0.759596532,0.592853007,0.624770667,0.709257364,0.934992944,0.543156885,0.635377587
cg08031982,0.339168927,0.228021258,0.504929768,0.143379646,0.634801856,0.060764709,0.523571019,0.799830846
cg08033722,0.032548372,0.031350565,0.072584035,0.031786392,0.044880568,0.055511765,0.054949607,0.038686083
cg08066140,0.919376974,0.92859186,0.932482596,0.925683813,0.905199245,0.791947272,0.921236464,0.926432658
cg08070327,0.855731164,0.855017185,0.924622712,0.8269001,0.882824598,0.903242041,0.923210159,0.940053471
cg08075719,0.02242755,0.035866824,0.075835731,0.105537609,0.295110337,0.957946254,0.099636629,0.04206534
cg08084655,0.596920085,0.5858072,0.570585199,0.598631681,0.680704688,0.391324178,0.523263775,0.566448942
cg08098382,0.117853531,0.217882189,0.347826668,0.137721154,0.881751696,0.894286551,0.858462741,0.886814988
cg08129953,0.037956433,0.023225629,0.062858656,0.030632581,0.038813743,0.378409301,0.415390539,0.227675862
cg08144675,0.977705706,0.982968401,0.940812625,0.965627759,0.626947402,0.565077563,0.612168614,0.545246326
cg08161163,0.435896218,0.466138602,0.243725758,0.131482952,0.695943735,0.459901999,0.542735656,0.575707812
cg08182270,0.827776232,0.87435521,0.864733197,0.532612919,0.910194023,0.77900384,0.819711299,0.945747719
cg08203788,0.031052905,0.041641291,0.180991845,0.075584947,0.441064693,0.029644533,0.387346447,0.358003164
cg08217526,0.079703935,0.111057943,0.094212506,0.048454962,0.32881929,0.625282088,0.572680126,0.058290081
cg08223357,0.768972684,0.457097327,0.548104294,0.16585754,0.764210552,0.274150032,0.310154079,0.739956231
cg08247852,0.882255819,0.779434608,0.933390889,0.915024122,0.907549302,0.875926043,0.463039921,0.922875759
cg08258506,0.543763016,0.837358854,0.739759919,0.89636018,0.320966004,0.602704473,0.418259019,0.077392458
cg08313539,0.201115611,0.152555319,0.067673391,0.059196155,0.191874596,0.186747551,0.175667081,0.077987406
cg08318732,0.193728887,0.19221926,0.155619159,0.059237535,0.053755953,0.061518319,0.13148206,0.043786067
cg08339023,0.541869736,0.508940969,0.517639426,0.550060072,0.910144612,0.86587871,0.897325854,0.931063304
cg08352422,0.045664883,0.026165744,0.067642668,0.052063495,0.036017825,0.028283224,0.827120628,0.437074263
cg08352439,0.566980435,0.754620638,0.443217809,0.470475354,0.422559954,0.610263466,0.575473668,0.739943318
cg08377819,0.791026453,0.490558075,0.431042355,0.410853799,0.38916118,0.037212529,0.410630096,0.441163109
cg08398567,0.467671853,0.556532473,0.279021041,0.129410206,0.710400423,0.616410658,0.912504423,0.572627104
cg08410996,0.040140777,0.040984786,0.527041633,0.116182128,0.961933786,0.507275181,0.598570091,0.622018699
cg08466034,0.228077075,0.175100298,0.204752483,0.174769774,0.473127546,0.086485946,0.648832654,0.233148215
cg08477332,0.870504582,0.904526949,0.895280288,0.885390959,0.935553185,0.936097105,0.889196624,0.898593418
cg08491681,0.221397948,0.30539475,0.324289943,0.148355392,0.240874419,0.063544751,0.23820228,0.136999853
cg08515442,0.869909284,0.832777256,0.869512065,0.918924136,0.81166664,0.826029267,0.579645632,0.65022427
cg08533710,0.696779834,0.764702097,0.529697733,0.869068837,0.844971427,0.560145745,0.65829492,0.653663646
cg08541895,0.184185287,0.092743241,0.138834171,0.061152,0.156798256,0.760140891,0.509625917,0.089832959
cg08580836,0.048345123,0.040454496,0.046101838,0.04893964,0.02962593,0.021832307,0.05288211,0.037783679
cg08623383,0.228460373,0.173572122,0.112786644,0.037575128,0.38548082,0.076457248,0.047959326,0.034350082
cg08624915,0.68127867,0.476010814,0.740295544,0.778901227,0.555546928,0.424254703,0.391019833,0.495776493
cg08639762,0.092509831,0.13792947,0.18801188,0.122657724,0.403003917,0.125725144,0.223493552,0.203407468
cg08678044,0.214805886,0.085873045,0.059433207,0.06059441,0.117934113,0.622432727,0.330893343,0.041908444
cg08681685,0.099501365,0.14082681,0.206945027,0.18616209,0.112341056,0.143786625,0.175749122,0.169807036
cg08686092,0.126995269,0.083227188,0.035769727,0.029604675,0.055855996,0.028407083,0.094151467,0.024161956
cg08709360,0.033715502,0.024556167,0.116496532,0.089068575,0.028192789,0.636940761,0.175727121,0.030365273
cg08734931,0.041928434,0.042755805,0.080589863,0.434789585,0.937711491,0.033895546,0.740118155,0.953737667
cg08744475,0.604398889,0.625222498,0.565841228,0.563924751,0.934082381,0.942615064,0.829018655,0.915415822
cg08810053,0.343428168,0.081876277,0.140706226,0.573045574,0.044359831,0.535260045,0.137881185,0.057489035
cg08822523,0.289011866,0.35638405,0.586921543,0.597292855,0.620261387,0.156267045,0.637594286,0.943108912
cg08839053,0.358288652,0.457460279,0.508072639,0.184836708,0.098730455,0.194621134,0.233315778,0.203339776
cg08872493,0.337594363,0.091638706,0.073623014,0.049549359,0.125365843,0.277185419,0.546151901,0.348068675
cg08881680,0.814317898,0.650854618,0.532599161,0.539288966,0.602335502,0.782782701,0.502670901,0.508701692
cg08917299,0.459516745,0.680854799,0.657443373,0.641350824,0.480295245,0.592732426,0.688996335,0.675031039
cg08946854,0.568404821,0.770533361,0.296484777,0.5190643,0.124514634,0.358431216,0.181594834,0.097043011
cg08969950,0.830916734,0.768135574,0.859574565,0.263541531,0.753380177,0.18053975,0.082508307,0.148279002
cg08991437,0.547909115,0.640948767,0.470401364,0.756396397,0.707544851,0.669897613,0.488300899,0.491457925
cg09019154,0.896767014,0.921762302,0.961155533,0.954518635,0.940658949,0.932756638,0.931245819,0.96215693
cg09023624,0.075752264,0.071793968,0.054939447,0.033057385,0.134278754,0.077100609,0.074099252,0.036419019
cg09063149,0.41134994,0.10704597,0.181955431,0.644060644,0.863121219,0.528015901,0.888634177,0.929019989
cg09076339,0.945543395,0.887197502,0.808627194,0.873133345,0.79805459,0.059556034,0.764515247,0.91678896
cg09096031,0.577330597,0.576336889,0.555424112,0.559472245,0.738614565,0.565021809,0.910100095,0.94722212
cg09118625,0.508099318,0.444045496,0.568898269,0.502262538,0.948097783,0.966780914,0.80915639,0.94799628
cg09127314,0.606494493,0.423372513,0.52786346,0.481196469,0.950565576,0.875503045,0.28419556,0.576995094
cg09144964,0.270302354,0.18802811,0.198341186,0.153275489,0.36605237,0.070693803,0.348870078,0.483043223
cg09180702,0.239043077,0.21080718,0.136347134,0.126686327,0.162613233,0.326861779,0.411481961,0.026291689
cg09212597,0.533522709,0.357526971,0.478011318,0.469884864,0.469357026,0.513069631,0.475385934,0.480783212
cg09289202,0.225488611,0.428000575,0.437508482,0.449771561,0.579172772,0.378769381,0.180083828,0.49305503
cg09323728,0.751050844,0.794682859,0.905489832,0.904890691,0.886182761,0.852034036,0.815299682,0.648327073
cg09338136,0.949173819,0.973207113,0.899658781,0.945974939,0.885869373,0.960686233,0.72456997,0.940324116
cg09361469,0.128109749,0.225523226,0.280010798,0.169995921,0.406216841,0.100259734,0.211726257,0.40600309
cg09381666,0.641748886,0.542969073,0.592961213,0.829156462,0.565694068,0.461011606,0.465885967,0.544984684
cg09417038,0.048123419,0.065866734,0.126796928,0.046622682,0.243457528,0.038446824,0.397017382,0.691349855
cg09427016,0.736358832,0.412125663,0.556673803,0.523866046,0.143240162,0.509372229,0.45533196,0.808861814
cg09460553,0.458695757,0.667581558,0.540544836,0.217038133,0.96616083,0.046077135,0.346332857,0.633349853
cg09464268,0.065418009,0.029279653,0.113929663,0.081829116,0.063884736,0.026270936,0.0554475,0.039751207
cg09467607,0.070010739,0.078081385,0.057309088,0.043030774,0.572055477,0.474760961,0.083994397,0.556165543
cg09471455,0.766996128,0.856849299,0.574149797,0.660965334,0.967697929,0.696556921,0.867239825,0.932726552
cg09474442,0.056969913,0.030987986,0.041801961,0.027658878,0.069788946,0.028171375,0.114370546,0.025436762
cg09514174,0.823346694,0.948967927,0.754370034,0.94293039,0.929137105,0.172344999,0.598835525,0.6542555
cg09524686,0.366893825,0.073876703,0.137973061,0.115270834,0.066276778,0.737221028,0.119582279,0.111603926
cg09527615,0.781282416,0.800056606,0.535138854,0.560142123,0.523915332,0.743101626,0.384101751,0.486795678
cg09563777,0.053627049,0.040218867,0.137231248,0.082016444,0.284133973,0.527735908,0.509143096,0.468681009
cg09566316,0.225512032,0.297412567,0.146251698,0.263394388,0.432606576,0.108314123,0.129211269,0.05130639
cg09582042,0.887080497,0.942960632,0.828496405,0.621674413,0.939070083,0.635023402,0.925799212,0.950765936
cg09597638,0.159443598,0.250435393,0.153835911,0.073822831,0.175029005,0.139901034,0.101791547,0.084589574
cg09608949,0.615935763,0.685916004,0.663965772,0.636553408,0.634526953,0.646187473,0.298596743,0.750881928
cg09618778,0.962390598,0.991284713,0.956810563,0.983756878,0.984991827,0.980047798,0.72909979,0.981850559
cg09647867,0.951030167,0.928159659,0.81483135,0.487392037,0.655405267,0.441449272,0.507774424,0.461568237
cg09667013,0.037454786,0.028189516,0.04321276,0.041293524,0.031250334,0.049640803,0.127180384,0.112812054
cg09706021,0.265927444,0.181846066,0.062976931,0.034142686,0.500078157,0.226807783,0.480219638,0.544881807
cg09713850,0.824238435,0.812939449,0.73019648,0.945757888,0.805656365,0.868423692,0.241237539,0.537863646
cg09715059,0.122299019,0.175386433,0.164153828,0.100888335,0.424772691,0.155137895,0.407406152,0.559957147
cg09747445,0.555884661,0.525607306,0.283902246,0.382824354,0.173741588,0.084655178,0.42014826,0.075396199
cg09824603,0.423762825,0.281804318,0.126717214,0.178872295,0.543674939,0.483091209,0.129362906,0.432278592
cg09830866,0.94850697,0.887592699,0.62732164,0.960168985,0.93822153,0.956402376,0.754727906,0.9655258
cg09862733,0.560571373,0.688218198,0.48609928,0.619246776,0.607917024,0.720222624,0.501820627,0.864308464
cg09949789,0.779064854,0.716978888,0.574585292,0.529719826,0.31045655,0.498686969,0.173340043,0.444227106
cg10011623,0.879898388,0.833928536,0.938626749,0.943243625,0.845362743,0.720794213,0.936674655,0.931300697
cg10016004,0.548238779,0.456946983,0.561941558,0.120236619,0.112078121,0.101144185,0.894372774,0.064644629
cg10028549,0.233972272,0.049939724,0.232333373,0.085682851,0.151774529,0.851497928,0.141188548,0.445512205
cg10064060,0.301032801,0.120112357,0.37058895,0.075350589,0.765332629,0.484624886,0.363856166,0.921430962
cg10092265,0.02458802,0.045336718,0.041850358,0.027136745,0.070436494,0.016545968,0.101666861,0.021288434
cg10168457,0.19288603,0.263257376,0.372043505,0.19963125,0.057643676,0.028863303,0.425202557,0.407208658
cg10177528,0.803306699,0.840272306,0.752747625,0.733323943,0.772837696,0.835135778,0.5783507,0.592124766
cg10180281,0.083471423,0.066700722,0.110316927,0.074370358,0.077578699,0.024792895,0.058695241,0.049097028
cg10195146,0.808210481,0.724939235,0.717427159,0.845870795,0.409002669,0.939036549,0.503530584,0.549635967
cg10202436,0.664873228,0.330662899,0.226732989,0.14867586,0.703008949,0.447710095,0.596196625,0.537035778
cg10246448,0.60391944,0.66159049,0.725584884,0.697989269,0.918158265,0.89171758,0.909157394,0.905307952
cg10281770,0.601701127,0.559099778,0.616511447,0.41186113,0.628464074,0.595615397,0.545581787,0.578722511
cg10322794,0.615884034,0.586818909,0.446859693,0.900305956,0.42925599,0.154982548,0.486815758,0.569365132
cg10328171,0.27159191,0.57358428,0.218688156,0.341872082,0.881270025,0.564663396,0.401645013,0.804675542
cg10334976,0.279504567,0.153619103,0.197274491,0.157910366,0.25877188,0.085251053,0.340753078,0.075811538
cg10336039,0.932150539,0.973886946,0.948585878,0.883239623,0.95175724,0.474788829,0.960796855,0.966959145
cg10400081,0.114658704,0.235526188,0.246579059,0.032544738,0.505791357,0.713304314,0.523839363,0.525076512
cg10430077,0.126612663,0.225249509,0.069386265,0.074159274,0.75738137,0.328398794,0.527273709,0.926197847
cg10449558,0.457060247,0.36691656,0.565704454,0.737928234,0.844449891,0.536633981,0.717506287,0.93208012
cg10498502,0.508448518,0.19561444,0.073119425,0.076603946,0.08929135,0.244371179,0.067819188,0.047674867
cg10501602,0.640068931,0.55203104,0.515406163,0.472542418,0.433172187,0.759361398,0.440478721,0.469268755
cg10528989,0.158162377,0.031722857,0.037744195,0.461073731,0.703478708,0.43315943,0.519875886,0.262511989
cg10530568,0.916154298,0.928492138,0.892998413,0.926910434,0.938555503,0.585190948,0.889355258,0.935829942
cg10570158,0.182875624,0.057097525,0.056733102,0.043568602,0.311098312,0.38008259,0.043022133,0.47463477
cg10596483,0.888651604,0.786172335,0.917369614,0.936300259,0.866310495,0.696921798,0.875967646,0.938281525
cg10621924,0.131660824,0.051591734,0.151928804,0.03335488,0.30658111,0.824759723,0.286098347,0.271255072
cg10672416,0.297679775,0.633787473,0.204864917,0.149075711,0.250336383,0.202355805,0.170861236,0.048804344
cg10688516,0.622148306,0.332322519,0.355668071,0.279818397,0.299034323,0.875314364,0.168215048,0.485280903
cg10703884,0.808643236,0.767828813,0.677593855,0.787606197,0.840130736,0.793804356,0.57152493,0.515428717
cg10755723,0.342184415,0.312053625,0.154295245,0.190536357,0.640220496,0.812368927,0.705241814,0.519946378
cg10763374,0.823826455,0.704717933,0.82413684,0.921708892,0.676579405,0.654709675,0.46201579,0.53886084
cg10781468,0.675905289,0.350135521,0.821033193,0.617551139,0.899287433,0.926705591,0.926910108,0.960316707
cg10783797,0.814588426,0.798058986,0.646545788,0.657415286,0.784550645,0.071402218,0.578430341,0.57895251
cg10804974,0.052583923,0.067432291,0.09095769,0.064109694,0.088904423,0.042243863,0.216937213,0.052154257
cg10874314,0.250771791,0.266275354,0.109364788,0.044950025,0.252010762,0.125518624,0.178040654,0.064010846
cg10885151,0.031217372,0.124398931,0.027030354,0.11858957,0.418475845,0.978684158,0.298171034,0.414953734
cg10898212,0.105321663,0.209538514,0.198611127,0.114754958,0.309350859,0.259927955,0.191620974,0.077928102
cg10925640,0.076615294,0.116546766,0.079524858,0.028692586,0.833720171,0.164586601,0.483303653,0.916053008
cg10947611,0.45056148,0.683357946,0.688075119,0.557503644,0.285820406,0.191503466,0.060484359,0.821052408
cg10963793,0.860051149,0.623597973,0.589008451,0.605889131,0.899186489,0.888822861,0.588774424,0.911654098
cg10968944,0.359876155,0.541660912,0.50947524,0.110580385,0.886735251,0.062486052,0.460116702,0.928364565
cg10995755,0.155237005,0.059440478,0.248429957,0.163159354,0.725299737,0.898214537,0.910994726,0.163102591
cg11007120,0.759401171,0.788689786,0.911854227,0.943328384,0.823971516,0.82038508,0.611205798,0.941159287
cg11039913,0.549713207,0.690369945,0.640299248,0.476002976,0.829679313,0.783410085,0.636288285,0.620546043
cg11059159,0.732723501,0.907238887,0.616915446,0.623746623,0.556843413,0.609534519,0.604900141,0.612899407
cg11084470,0.087689983,0.110444308,0.141962947,0.076747775,0.89280788,0.631498306,0.614517603,0.924634153
cg11161837,0.06596697,0.030849539,0.162136319,0.059763114,0.051233038,0.19182082,0.264446516,0.062358654
cg11204139,0.207658768,0.161577213,0.149267754,0.032791303,0.095616259,0.070678454,0.07823698,0.078860611
cg11204974,0.088733867,0.169916747,0.295944615,0.112520021,0.092487946,0.590820451,0.518754104,0.092986093
cg11218619,0.114744431,0.240795104,0.192016172,0.13273298,0.115666776,0.183863348,0.411680989,0.161774293
cg11220502,0.05142083,0.043432061,0.067264858,0.055726715,0.256478352,0.036251168,0.173658995,0.172058206
cg11220732,0.12064944,0.229589085,0.114862383,0.863589817,0.942608325,0.090289909,0.253079685,0.726417543
