Labels,EA LL 1,EA LL2,EA1,EA_gld,EB LL 3,EB LL4,EB1,EB2
cg05589489,0.082715819,0.103308523,0.182770101,0.066788571,0.235925307,0.041098899,0.18870752,0.075523239
cg05620261,0.783166093,0.953217886,0.950377108,0.950682154,0.879589617,0.88618247,0.968531979,0.653426126
cg05634630,0.412223273,0.088703025,0.073252477,0.05023989,0.073724626,0.057594509,0.044464026,0.093719969
cg05650719,0.931509183,0.909649683,0.95267861,0.955503019,0.820621358,0.921140864,0.973393142,0.972233904
cg05658512,0.743400085,0.930154619,0.919754757,0.92633002,0.730203014,0.884429644,0.936341274,0.939267395
cg05666036,0.747266983,0.892187132,0.943236934,0.944022405,0.111623427,0.040904471,0.050879967,0.077676306
cg05670953,0.518572552,0.910991639,0.946487692,0.943823749,0.942568542,0.944963702,0.956566057,0.930971185
cg05702280,0.124137537,0.073651452,0.092653612,0.052813764,0.11872213,0.093871062,0.040071984,0.094632637
cg05778424,0.537498943,0.92506792,0.891704565,0.899195326,0.846988648,0.910148241,0.86984066,0.884316207
cg05817845,0.248333358,0.117165132,0.480473108,0.384243727,0.093515169,0.098481271,0.03856529,0.032314339
cg05851442,0.567144893,0.470864131,0.241027493,0.083691074,0.229796509,0.339576688,0.117671823,0.40590679
cg05865011,0.378944283,0.093575582,0.036764166,0.023880263,0.03251567,0.027633019,0.02224291,0.027839857
cg05867245,0.553848431,0.598086675,0.517744112,0.502171576,0.797901335,0.887328139,0.725960744,0.509750469
cg05879419,0.581795482,0.668209601,0.911915408,0.904203453,0.120178842,0.048797421,0.079695508,0.485867723
cg05888872,0.710246577,0.671146698,0.877702184,0.924727519,0.951226497,0.984240739,0.970527352,0.837989397
cg05903444,0.512834013,0.76522604,0.853424668,0.896200746,0.956911918,0.941705071,0.966431158,0.778617951
cg05946623,0.300465036,0.605925267,0.593437353,0.539933841,0.057515524,0.118216523,0.060156437,0.190571131
cg05951994,0.256036087,0.478196012,0.484004927,0.446526871,0.0858931,0.054914171,0.111697505,0.146325427
cg05990312,0.195221237,0.131501803,0.092943535,0.081248588,0.609103917,0.12199639,0.064733261,0.187032213
cg06000144,0.503144828,0.804618631,0.863989758,0.876489495,0.156627889,0.436603783,0.653664383,0.24207256
cg06040071,0.459784715,0.216360124,0.127218771,0.086760121,0.241101044,0.051025148,0.070107401,0.172483382
cg06094482,0.505861789,0.621923506,0.504663338,0.4989299,0.517234107,0.247285778,0.439816543,0.117180296
cg06188367,0.518940191,0.840446015,0.548296126,0.518579172,0.913415541,0.896316474,0.917532525,0.859758593
cg06235224,0.397460594,0.622903495,0.56312619,0.528221019,0.484042612,0.474522963,0.794230201,0.167462096
cg06259025,0.465864828,0.615483231,0.592496731,0.488944557,0.631280887,0.570885941,0.570324741,0.577263964
cg06263178,0.306682079,0.782736335,0.079747135,0.070794594,0.259130775,0.071966819,0.03450158,0.161602998
cg06279274,0.767067336,0.755362741,0.892464774,0.903699159,0.764880083,0.8511508,0.524908219,0.88137888
cg06327515,0.534714709,0.715380859,0.904277664,0.899286099,0.07909909,0.037359934,0.042902017,0.104127324
cg06365843,0.673849652,0.901049892,0.921484081,0.923555653,0.097224225,0.083813407,0.050713645,0.45343217
cg06371583,0.483856139,0.59827708,0.45897847,0.524110188,0.387996351,0.33659586,0.491386885,0.147221905
cg06417478,0.609370631,0.925513996,0.914296705,0.897804709,0.638602041,0.80103623,0.813633922,0.87918639
cg06478886,0.423171159,0.751001852,0.451602614,0.407400302,0.554439517,0.637226602,0.444790543,0.497300022
cg06480265,0.186933116,0.240157678,0.076252922,0.259503624,0.665240516,0.541472596,0.578392343,0.196766379
cg06490113,0.403507088,0.606457782,0.440921986,0.500868971,0.483072057,0.479529424,0.507183189,0.834052402
cg06512263,0.414805174,0.472426995,0.318999558,0.468930115,0.470618828,0.34302905,0.440153674,0.410394255
cg06536614,0.554824138,0.673926889,0.534952357,0.527719034,0.756623684,0.695035107,0.574514153,0.550241321
cg06617217,0.249450959,0.664712207,0.288929766,0.466778491,0.719267187,0.711541758,0.905890828,0.528886365
cg06623827,0.650308534,0.653593925,0.871571543,0.909367395,0.924989251,0.792488213,0.918849145,0.835822422
cg06624036,0.847814372,0.78247808,0.694710302,0.609289584,0.88728801,0.910394077,0.935265057,0.508172003
cg06635900,0.574451452,0.589530753,0.666680454,0.617883,0.618261176,0.737347185,0.58835799,0.902705175
cg06640997,0.449302808,0.769243951,0.897488238,0.90763799,0.152326551,0.056643184,0.042381025,0.304121521
cg06650246,0.658121557,0.916653194,0.966619651,0.858404643,0.671824935,0.724250074,0.76469522,0.195550542
cg06650379,0.8513612,0.750187451,0.720480062,0.646723831,0.148273558,0.350732447,0.287465183,0.38962821
cg06677321,0.628734688,0.175636782,0.46938979,0.473778989,0.050159845,0.066610239,0.057292979,0.86744123
cg06681434,0.686416919,0.690232451,0.550394015,0.520054597,0.614683801,0.555809304,0.469102292,0.529844039
cg06683316,0.429476246,0.371450828,0.082797737,0.04701576,0.461716046,0.070784781,0.555602959,0.175945021
cg06710742,0.508033554,0.743568047,0.890824568,0.43866892,0.296612787,0.770378095,0.604470406,0.54799776
cg06713675,0.394058469,0.74548502,0.925163397,0.919640341,0.619775093,0.512079914,0.519001918,0.561074877
cg06737308,0.418162706,0.470073533,0.512728652,0.491380668,0.435781391,0.451892725,0.513130916,0.173093365
cg06751366,0.218230096,0.509570664,0.831701619,0.733713144,0.649795002,0.76642406,0.57082232,0.554068073
cg06755071,0.180090786,0.394434732,0.050960035,0.047307922,0.123687911,0.121484366,0.03007115,0.444146802
cg06759314,0.744411098,0.793785997,0.877738923,0.884520323,0.658742007,0.273177865,0.464219689,0.860190852
cg06770429,0.351050493,0.239927282,0.091634883,0.04685805,0.234425779,0.270871599,0.435877589,0.32081428
cg06779847,0.738539523,0.624812736,0.893237162,0.881028897,0.810372838,0.190964704,0.418032413,0.278582379
cg06781532,0.421632225,0.578885598,0.356249043,0.406257124,0.618529481,0.651636663,0.563313892,0.288936124
cg06813419,0.853481762,0.916534844,0.769227287,0.925685878,0.873289328,0.91415541,0.943685468,0.904768397
cg06817772,0.608281516,0.853088706,0.923706971,0.912437659,0.72733627,0.684397724,0.585585313,0.615400435
cg06818052,0.350718408,0.126626557,0.085317236,0.076577567,0.024427428,0.02807275,0.084895364,0.099867144
cg06834313,0.204919279,0.094717669,0.048703447,0.028549409,0.05222883,0.037776907,0.02436352,0.088743862
cg06834998,0.531172859,0.66358162,0.630615643,0.589563447,0.921842502,0.757878453,0.904005346,0.871829967
cg06891458,0.394376111,0.600919794,0.541343826,0.531007055,0.907146881,0.870276456,0.930353688,0.881887071
cg06902099,0.200101634,0.336506639,0.304773231,0.36476579,0.047198602,0.072831579,0.053458558,0.317514438
cg06939307,0.629871724,0.79961549,0.905372833,0.927855047,0.363691437,0.778701138,0.591583567,0.535901807
cg06961233,0.518303803,0.760135134,0.549905209,0.519205367,0.662738899,0.653136512,0.499563535,0.492502862
cg06962549,0.502087729,0.666673058,0.52594691,0.523154024,0.513478218,0.371566229,0.55280279,0.746297193
cg06965195,0.771404532,0.757421343,0.854348067,0.851419759,0.777786197,0.446708271,0.563300718,0.762664377
cg07042014,0.199838894,0.890988465,0.876344503,0.912354525,0.079592165,0.051315935,0.044302218,0.08286176
cg07048527,0.874182218,0.868937736,0.919378869,0.932861638,0.776141055,0.661034714,0.581690571,0.142153428
cg07060739,0.263478609,0.443071703,0.279175022,0.473113761,0.296779153,0.126394636,0.094964121,0.140621134
cg07067710,0.652331178,0.564293672,0.500478829,0.489666806,0.612085459,0.41450023,0.474486379,0.420167287
cg07073960,0.551038208,0.85080004,0.904932256,0.94370232,0.432553475,0.29997375,0.465292656,0.020920588
cg07109804,0.553202401,0.915596018,0.751391245,0.792815006,0.539665994,0.681590729,0.541771597,0.775463169
cg07149179,0.474727279,0.684700433,0.563321277,0.526099901,0.607363663,0.56984498,0.526785872,0.119845168
cg07184237,0.3234454,0.735233597,0.758987601,0.748707838,0.404020207,0.485945348,0.502602423,0.224761199
cg07204874,0.063680549,0.838939527,0.490867311,0.519291825,0.157239223,0.094856548,0.04030563,0.878674951
cg07222861,0.456547763,0.772233808,0.618419935,0.627823971,0.17503105,0.542823935,0.472385405,0.849060515
cg07300846,0.566956093,0.516235978,0.918229106,0.922615089,0.929384316,0.94823912,0.908378212,0.481249588
cg07312051,0.447715153,0.747606655,0.663363916,0.568403468,0.258761138,0.091614226,0.256448238,0.072144151
cg07336123,0.431730731,0.868763698,0.716239304,0.83629013,0.727385508,0.36714481,0.237150078,0.220559811
cg07337250,0.646606146,0.705207075,0.760415681,0.574109111,0.930281428,0.917502779,0.917847917,0.8816611
cg07345934,0.076284147,0.854500509,0.872086305,0.901899352,0.759972305,0.913494265,0.820680378,0.58114515
cg07363270,0.393868805,0.897395098,0.902021596,0.871370129,0.493016314,0.324890064,0.843216163,0.823509434
cg07375978,0.150104243,0.069666064,0.083422713,0.137870967,0.079859073,0.063547933,0.081993531,0.074890894
cg07389611,0.22269102,0.597658015,0.494382151,0.537259247,0.331947559,0.185339445,0.086278195,0.091087041
cg07404485,0.679294851,0.744384108,0.518220378,0.708254418,0.158022891,0.102332317,0.037305575,0.210646118
cg07429623,0.557255462,0.610566745,0.921465446,0.932152093,0.860772761,0.779376834,0.9272504,0.922100134
cg07433152,0.185891691,0.561223281,0.171857452,0.082096118,0.083642526,0.066606601,0.059948728,0.174781727
cg07459594,0.238527027,0.057277626,0.078141973,0.041224296,0.796252752,0.659807267,0.564279783,0.290485224
cg07501729,0.399419,0.433684767,0.535536414,0.482283098,0.567747956,0.567580752,0.656195661,0.300559559
cg07504727,0.519200089,0.769933651,0.891345165,0.908289184,0.073107106,0.084357943,0.031232778,0.547350074
cg07525682,0.272371496,0.546222785,0.673477088,0.651872796,0.276761031,0.354976507,0.479739017,0.45703893
cg07530063,0.734953431,0.798107607,0.936311354,0.954574657,0.702552983,0.93048829,0.96362111,0.841432936
cg07570687,0.727404886,0.711010577,0.178562896,0.200174118,0.826052088,0.894569148,0.901723358,0.538448656
cg07571734,0.625655649,0.903319194,0.781509731,0.941032429,0.874061886,0.843553317,0.91089883,0.821441388
cg07581623,0.524984007,0.424449148,0.613467717,0.615896684,0.0696942,0.089968035,0.047715345,0.222981365
cg07594247,0.188470784,0.601207003,0.110255813,0.051766228,0.312326538,0.399674786,0.055556881,0.163935773
cg07615383,0.349230927,0.925439775,0.884938326,0.917903867,0.90231097,0.873274477,0.908721392,0.861899268
cg07629965,0.086418856,0.6563975,0.887999462,0.854318547,0.641364131,0.854704191,0.882521952,0.641040436
cg07636688,0.608363805,0.653271949,0.888306397,0.957223278,0.824002154,0.942379089,0.955993991,0.797150967
cg07685357,0.451506106,0.750155907,0.748837359,0.806825429,0.059535764,0.069143983,0.091634896,0.197035048
cg07769588,0.820183357,0.973933346,0.941698464,0.971882504,0.979547245,0.954070004,0.971504231,0.905500845
cg07819160,0.257346652,0.108973965,0.463359129,0.32875539,0.351091323,0.443460465,0.57532742,0.582915124
cg07854954,0.540963527,0.821529191,0.787388146,0.878909522,0.675124306,0.754979711,0.792749128,0.907310236
cg07856155,0.781996952,0.630750336,0.713687667,0.92192373,0.725433672,0.547297713,0.525901092,0.614640748
cg07863877,0.534218509,0.32496637,0.343196515,0.301784084,0.897758189,0.855972663,0.776337767,0.561483981
cg07878514,0.624859005,0.567524747,0.864833118,0.691370181,0.492631201,0.281224684,0.524184344,0.535110458
cg07891179,0.151989955,0.07764518,0.115065353,0.074136464,0.073112844,0.058175694,0.09112875,0.153093481
cg07898446,0.430884345,0.481067613,0.432783681,0.307204303,0.603624269,0.653111875,0.510911897,0.482474168
cg07918978,0.582957273,0.87372474,0.904687033,0.939968699,0.913490552,0.815870485,0.946418836,0.560307801
cg07935886,0.610026012,0.139423308,0.245654693,0.102658572,0.597468007,0.64524034,0.537625249,0.335646044
cg07963670,0.494661737,0.833413867,0.736837632,0.875176498,0.110772636,0.136364483,0.133769855,0.169291688
cg07964754,0.359502516,0.312126446,0.168706991,0.208955272,0.175649074,0.239242849,0.130637434,0.221764666
cg07967210,0.626840502,0.375466463,0.53453091,0.519520303,0.587885098,0.472873317,0.560536744,0.881203112
cg07997737,0.335734207,0.833814284,0.890736657,0.713610921,0.388497307,0.212529313,0.115240194,0.154880115
cg07998277,0.127072778,0.245581102,0.064623494,0.062173033,0.049308748,0.037433885,0.134765083,0.086208512
cg08024887,0.178612603,0.1983256,0.350478119,0.046753402,0.532263914,0.501676202,0.581211292,0.535587598
cg08031982,0.24095832,0.248413519,0.223780244,0.099010411,0.060244052,0.06678842,0.160048232,0.289538845
cg08033722,0.057381097,0.032251644,0.035145222,0.028361115,0.325633101,0.110313713,0.085894011,0.0903567
cg08066140,0.484651992,0.787387693,0.900735265,0.90150865,0.888310414,0.935286305,0.924667712,0.899983618
cg08070327,0.900370947,0.944838601,0.903939418,0.897707186,0.857074638,0.536814511,0.695958527,0.819481705
cg08075719,0.31978685,0.331784791,0.093138555,0.084818828,0.072422894,0.122747071,0.526025193,0.560670193
cg08084655,0.306284153,0.351645128,0.484867994,0.478846639,0.130026024,0.146267534,0.124364075,0.146735624
cg08098382,0.584465256,0.732043246,0.89003246,0.919321241,0.733702399,0.758249226,0.823229001,0.183086597
cg08129953,0.571872079,0.278459672,0.422870546,0.488949535,0.578127046,0.837663719,0.835005901,0.78711897
cg08144675,0.433030996,0.606549426,0.597732158,0.499677565,0.94107447,0.966685262,0.9774943,0.88483912
cg08161163,0.435970098,0.917169862,0.900347928,0.915641742,0.917293442,0.936961097,0.907886246,0.582309005
cg08182270,0.076124367,0.539748822,0.030459351,0.025158392,0.38952465,0.457752844,0.537442351,0.178047893
cg08203788,0.65273959,0.787601656,0.812904066,0.825344805,0.818875759,0.808332853,0.819655171,0.767428581
cg08217526,0.275674033,0.705878463,0.543206179,0.424182071,0.66802928,0.416169601,0.595408463,0.567320358
cg08223357,0.701512677,0.349554279,0.876573856,0.780630843,0.599682462,0.679690351,0.469544588,0.403197699
cg08247852,0.534279213,0.585195908,0.575206989,0.455857959,0.607539797,0.613607196,0.550102925,0.605480262
cg08258506,0.453502942,0.369998336,0.532013002,0.64386395,0.404771866,0.488101359,0.916862998,0.202706837
cg08313539,0.579718301,0.801204793,0.596382777,0.569142056,0.707918639,0.460049457,0.562139745,0.905510935
cg08318732,0.655144361,0.821721003,0.932299257,0.926404225,0.030073559,0.153999845,0.073610922,0.109595552
cg08339023,0.354654642,0.550142689,0.32969231,0.600045966,0.081981431,0.208477283,0.037100411,0.032996333
cg08352422,0.199424526,0.218960311,0.123392147,0.03986521,0.059372317,0.027374552,0.034414689,0.131081021
cg08352439,0.278602126,0.657621466,0.218992017,0.486378148,0.566342228,0.551321428,0.519006809,0.231136211
cg08377819,0.514808204,0.534653332,0.457871276,0.321143244,0.344212687,0.70637612,0.415388125,0.79335548
cg08398567,0.266349521,0.271469804,0.112672185,0.063058884,0.05814076,0.04874283,0.061676038,0.181368511
cg08410996,0.034095775,0.114931596,0.046466309,0.026349481,0.224701026,0.093550752,0.026620106,0.030873873
cg08466034,0.295584125,0.875004476,0.873633958,0.88775853,0.239537874,0.075734946,0.269604207,0.459063392
cg08477332,0.547883026,0.709435805,0.55912598,0.553340737,0.805165087,0.623485995,0.607622454,0.560713366
cg08491681,0.458582285,0.785022978,0.621277148,0.608635012,0.485556073,0.383200172,0.497425398,0.893635912
cg08515442,0.799142649,0.914632536,0.94579687,0.947847046,0.238179695,0.412197354,0.07161401,0.511957268
cg08533710,0.506948621,0.892992405,0.934986798,0.926268103,0.879771974,0.874992466,0.909900709,0.905161253
cg08541895,0.304006922,0.245390653,0.189798349,0.26458601,0.23258043,0.149999138,0.041649169,0.198738367
cg08580836,0.421844726,0.676367848,0.521393607,0.442989049,0.585372324,0.505281826,0.543851887,0.547195006
cg08623383,0.671873093,0.756703612,0.924326995,0.936664817,0.571994079,0.336591873,0.460820673,0.48222965
cg08624915,0.549039813,0.875334364,0.915144306,0.81015482,0.64365581,0.833931085,0.729409632,0.200710537
cg08639762,0.605220856,0.658385843,0.842407138,0.829572502,0.518751723,0.492306499,0.510983728,0.855285651
cg08678044,0.343210971,0.643716647,0.522162809,0.32708988,0.249988826,0.369256835,0.508106617,0.597617496
cg08681685,0.335250625,0.143552349,0.265613868,0.170234204,0.071269757,0.324146495,0.251622438,0.303246678
cg08686092,0.416181233,0.50983114,0.424575911,0.433590265,0.366118692,0.716113739,0.537315951,0.511400261
cg08709360,0.4117457,0.418357617,0.361118678,0.425461795,0.74387297,0.132210931,0.063133679,0.280564737
cg08734931,0.837555713,0.776578591,0.935983692,0.955580289,0.537973046,0.51195958,0.600299743,0.901152803
cg08744475,0.316071744,0.477712235,0.552549123,0.428978188,0.307179957,0.078326704,0.134167697,0.617940787
cg08810053,0.396189741,0.900377206,0.644790858,0.57434219,0.434499073,0.603301257,0.61371432,0.620670273
cg08822523,0.650400503,0.692747481,0.942781068,0.946213246,0.258749582,0.117689275,0.068566581,0.125100691
cg08839053,0.637263718,0.445256955,0.820110704,0.749073503,0.549340837,0.535516685,0.801004007,0.845796146
cg08872493,0.362421618,0.864481746,0.933182471,0.798760965,0.658704467,0.573469463,0.489181405,0.644443429
cg08881680,0.463691434,0.627532021,0.549728916,0.474061248,0.817264513,0.771420604,0.64133682,0.55710261
cg08917299,0.116231371,0.316510019,0.680490252,0.71314376,0.34114916,0.540981089,0.662457484,0.596775209
cg08946854,0.555258496,0.826870269,0.194078034,0.109247528,0.649337961,0.53159998,0.575985087,0.590132631
cg08969950,0.415654347,0.868312655,0.9020139,0.910130601,0.779002277,0.72025648,0.927917564,0.839688593
cg08991437,0.476779122,0.870607165,0.485786991,0.459221135,0.47884242,0.517811404,0.477739768,0.477959918
cg09019154,0.126373314,0.193103566,0.063485611,0.038292387,0.126027128,0.12776213,0.040580103,0.074101133
cg09023624,0.203079166,0.142218182,0.087104145,0.042153152,0.079358508,0.088153789,0.035937578,0.119327635
cg09063149,0.26863283,0.148703898,0.095102796,0.103560798,0.100298072,0.057426763,0.044722377,0.133841403
cg09076339,0.314761399,0.52315972,0.19982665,0.306583987,0.305654665,0.816415038,0.395217674,0.179357614
cg09096031,0.732975768,0.787802904,0.782822083,0.925684729,0.456978059,0.494712963,0.482148223,0.460670815
cg09118625,0.398802537,0.550029006,0.396675208,0.372543372,0.667557088,0.546375349,0.472839041,0.47514356
cg09127314,0.142974995,0.026985618,0.046011777,0.048305078,0.077253761,0.093437283,0.063892462,0.421069593
cg09144964,0.318113443,0.643555353,0.226010186,0.344592286,0.668066149,0.819405882,0.687088848,0.353402005
cg09180702,0.273856833,0.969783602,0.098587307,0.248634051,0.572085082,0.902574941,0.039749892,0.133887356
cg09212597,0.492422982,0.958944343,0.781342306,0.830826855,0.701271587,0.357191837,0.460880267,0.345416403
cg09289202,0.025696728,0.064861455,0.029374719,0.030546149,0.147884669,0.043145936,0.035181692,0.029117279
cg09323728,0.664776873,0.851067756,0.711593823,0.707231866,0.885352338,0.75523704,0.866976838,0.823112988
cg09338136,0.392089008,0.37243499,0.831081774,0.881460355,0.484338162,0.439973802,0.492100507,0.503193726
cg09361469,0.315523099,0.861217799,0.617352672,0.493650039,0.413302299,0.241594856,0.146591234,0.477468681
cg09381666,0.177635274,0.258433546,0.140569522,0.122016924,0.197239812,0.048853016,0.084357169,0.130166638
cg09417038,0.131943238,0.190533396,0.067718791,0.060807237,0.063211428,0.072954028,0.050675433,0.052308054
cg09427016,0.642601339,0.861732734,0.93242588,0.782109233,0.639601958,0.109545642,0.178709195,0.506569248
cg09460553,0.152094876,0.417194347,0.147651138,0.154186488,0.053858378,0.05376122,0.062677041,0.114173423
cg09464268,0.589658043,0.883015774,0.761929386,0.904493315,0.640372918,0.603452793,0.532020761,0.56281027
cg09467607,0.452187738,0.61129334,0.723920798,0.547382742,0.733497272,0.577899132,0.591140845,0.568475131
cg09471455,0.50546064,0.874006409,0.882022157,0.894062222,0.112469589,0.090905981,0.118222434,0.445330079
cg09474442,0.794666684,0.860879087,0.91381543,0.929100068,0.903357159,0.876154726,0.937917273,0.91123287
cg09514174,0.149938443,0.06386197,0.084995542,0.048783129,0.698436088,0.637567221,0.708472388,0.665567042
cg09524686,0.384955266,0.597618596,0.512278965,0.495888387,0.780480455,0.890341143,0.871687448,0.830047087
cg09527615,0.227031697,0.152660131,0.12840804,0.069826853,0.133552876,0.158581776,0.143429183,0.322174622
cg09563777,0.707799135,0.929229478,0.914232875,0.930566176,0.086072919,0.390861644,0.079891338,0.518136738
cg09566316,0.782106689,0.892903547,0.622814851,0.64432548,0.099179985,0.062223482,0.029340644,0.477791431
cg09582042,0.642214351,0.889396838,0.942275943,0.935277613,0.845462885,0.865376662,0.440034529,0.532728052
cg09597638,0.59325209,0.670696651,0.653888767,0.545705798,0.638900584,0.683963371,0.641712281,0.669016053
cg09608949,0.868356803,0.904532989,0.841516507,0.883591363,0.755156292,0.656052045,0.618598545,0.663985418
cg09618778,0.285282569,0.415244965,0.485857197,0.474857225,0.148000984,0.029427548,0.023207746,0.370280443
cg09647867,0.617952382,0.929064232,0.816174365,0.8766246,0.67198935,0.605296634,0.453253302,0.290600802
cg09667013,0.174519105,0.327864231,0.124485663,0.101747808,0.041871093,0.43181139,0.14303816,0.799495423
cg09706021,0.245888625,0.24966143,0.084393013,0.037284986,0.219603458,0.236295131,0.059146705,0.435330636
cg09713850,0.496468414,0.881756133,0.52194962,0.69843429,0.322700744,0.049425514,0.473858125,0.128508857
cg09715059,0.644826819,0.554357345,0.498908585,0.517854074,0.198695646,0.1927853,0.128747024,0.172348122
cg09747445,0.287917008,0.464607457,0.107028627,0.17616499,0.663733363,0.558490872,0.623182946,0.813653305
cg09824603,0.521820197,0.788110896,0.920979539,0.909653911,0.624181988,0.606464001,0.564650956,0.117480725
cg09830866,0.667753129,0.954715528,0.936019515,0.953944612,0.820349293,0.948043296,0.968997477,0.884754082
cg09862733,0.419089338,0.766146374,0.847765993,0.923770974,0.842846853,0.87148126,0.937729248,0.690281927
cg09949789,0.618810386,0.895441768,0.66223841,0.4236186,0.653021769,0.65183065,0.56611761,0.917648091
cg10011623,0.68988424,0.815604229,0.689142141,0.717325096,0.686080359,0.800152957,0.739861387,0.694011207
cg10016004,0.772478335,0.816801538,0.911748751,0.791196138,0.742697458,0.653584895,0.575112614,0.914415012
cg10028549,0.232825577,0.165294266,0.081934443,0.03109415,0.098937612,0.297549438,0.034068482,0.121134821
cg10064060,0.184961565,0.561255868,0.519104772,0.421516872,0.161816359,0.068016686,0.068683443,0.080651614
cg10092265,0.223796048,0.394719066,0.071247432,0.037462513,0.690075015,0.511525955,0.528470234,0.506480925
cg10168457,0.515577363,0.640257391,0.759108539,0.820282183,0.664747195,0.641862943,0.525095436,0.405332727
cg10177528,0.618687139,0.562063576,0.528146796,0.605959183,0.651664538,0.308195829,0.441304744,0.841891474
cg10180281,0.652233985,0.812220759,0.89402623,0.886903411,0.840029904,0.68568618,0.886459455,0.829050468
cg10195146,0.472511152,0.759040522,0.386261168,0.409089049,0.305538722,0.154628777,0.137739955,0.602834419
cg10202436,0.628027404,0.891260092,0.757322348,0.924783494,0.684305568,0.47794292,0.183087956,0.222263182
cg10246448,0.584589431,0.539927929,0.099040821,0.0782315,0.706265931,0.79348371,0.748959988,0.665665598
cg10281770,0.261542445,0.213156447,0.058012861,0.057928115,0.145942263,0.138929204,0.046733027,0.119553901
cg10322794,0.708909106,0.905290294,0.925447985,0.937033222,0.561482993,0.375969894,0.582569872,0.530108115
cg10328171,0.416871767,0.348600774,0.523463566,0.580696612,0.628775212,0.604729005,0.480051269,0.641082949
cg10334976,0.566166821,0.769799885,0.227037092,0.246270774,0.197511542,0.076720036,0.108381221,0.32560626
cg10336039,0.795272996,0.970663314,0.965024378,0.966614731,0.970568573,0.966108046,0.972344643,0.97764588
cg10400081,0.71458844,0.761160912,0.927348487,0.910022983,0.79546183,0.896714368,0.938338102,0.894223568
cg10430077,0.527530876,0.77954468,0.857016854,0.88405361,0.136048419,0.22523643,0.154283194,0.856530259
cg10449558,0.554383297,0.875371038,0.661957363,0.53960023,0.227593763,0.066983531,0.184529817,0.439974778
cg10498502,0.769291977,0.892654653,0.922597099,0.934720628,0.172614886,0.170144113,0.0731291,0.899105843
cg10501602,0.345170609,0.502199714,0.428360902,0.368538367,0.689561078,0.529804894,0.489260696,0.457358639
cg10528989,0.397967756,0.174576821,0.325038786,0.225494718,0.140077122,0.186528335,0.061711525,0.176161799
cg10530568,0.358177453,0.574303298,0.447726169,0.442494166,0.721620747,0.701447595,0.487529717,0.484574517
cg10570158,0.694170897,0.815041733,0.909722489,0.913247732,0.117580423,0.056103129,0.042262329,0.07322836
cg10596483,0.541934083,0.703233164,0.418527767,0.379766097,0.709896964,0.660309748,0.541971826,0.523275816
cg10621924,0.303490218,0.168213596,0.062601459,0.02995351,0.064446421,0.068830699,0.022820911,0.580278918
cg10672416,0.373328737,0.689119699,0.792580224,0.894412283,0.669232146,0.707405946,0.627582047,0.130261341
cg10688516,0.555520814,0.947148189,0.835496492,0.805476853,0.888381967,0.632111162,0.634630532,0.797779061
cg10703884,0.524679221,0.824222204,0.524225023,0.355868782,0.253286953,0.326629108,0.453066025,0.046720912
cg10755723,0.340997799,0.883444181,0.824112657,0.929735555,0.197618143,0.097546443,0.063082285,0.163525298
cg10763374,0.536251061,0.815091426,0.729114331,0.612304244,0.8282166,0.729486466,0.906946945,0.889811344
cg10781468,0.833853128,0.926845584,0.951380968,0.958834924,0.200473523,0.045276898,0.083066664,0.801192405
cg10783797,0.46865584,0.756053167,0.709049815,0.850023965,0.707901857,0.382376823,0.547355587,0.827549677
cg10804974,0.780744343,0.889978452,0.938488185,0.949803521,0.077435328,0.07426373,0.062302917,0.425097431
cg10874314,0.322518867,0.298797026,0.489364001,0.161287684,0.442884777,0.069070465,0.0633364,0.452157117
cg10885151,0.100976616,0.067152736,0.034534113,0.058400897,0.023013629,0.03389641,0.036655802,0.054032766
cg10898212,0.639764901,0.909895585,0.662160081,0.883221885,0.899742318,0.811501944,0.826193182,0.877524322
cg10925640,0.328038304,0.227354966,0.581333753,0.517396277,0.583871848,0.497734752,0.495615298,0.057196353
cg10947611,0.092669803,0.095019341,0.054717534,0.050530846,0.092805068,0.066812257,0.028000696,0.068022014
cg10963793,0.211394148,0.142793547,0.170912915,0.047197345,0.69460113,0.690464795,0.687725116,0.470174495
cg10968944,0.471431189,0.848293736,0.92021274,0.698993606,0.102196179,0.047092587,0.051925886,0.066368671
cg10995755,0.452824843,0.661687577,0.632635999,0.627863158,0.124735346,0.247763699,0.035074492,0.536562595
cg11007120,0.810007387,0.730446679,0.84131667,0.914757495,0.715231312,0.773240174,0.921114071,0.904857778
cg11039913,0.202962859,0.472867549,0.42972183,0.422630183,0.214374007,0.173662909,0.125179201,0.376185785
cg11059159,0.757938214,0.898679272,0.929603217,0.865804949,0.863685133,0.811686142,0.899849174,0.904741097
cg11084470,0.432651244,0.602806533,0.561489005,0.50008071,0.581426209,0.468142932,0.527077319,0.078207461
cg11161837,0.52190562,0.557065958,0.523862018,0.506387616,0.536828921,0.545856406,0.492861769,0.506154599
cg11204139,0.604906073,0.724790522,0.654067033,0.61950296,0.333900558,0.45758434,0.670601834,0.596572162
cg11204974,0.116844349,0.046612024,0.054038022,0.031378471,0.075245769,0.056182856,0.048943858,0.088637912
cg11218619,0.56313483,0.790868029,0.875219651,0.86393832,0.586920142,0.526427716,0.493131452,0.750991609
cg11220502,0.682688918,0.931978215,0.926711414,0.926839821,0.859076303,0.924832251,0.859812974,0.798669661
cg11220732,0.462741249,0.721763759,0.597954328,0.616228606,0.060830501,0.050367464,0.047318708,0.171110852
