Labels,PA L 1,PB L 2,PB L 3,PB L 4,PA LL 1,PA LL 2,PB LL 3,PB LL 4
cg05589489,0.021063597,0.02203599,0.021883974,0.020941465,0.059586859,0.02708408,0.019514501,0.033532885
cg05620261,0.574305233,0.45134728,0.475808191,0.461813594,0.626789842,0.521506297,0.316260414,0.299076948
cg05634630,0.431805939,0.503726775,0.50881541,0.511994763,0.299445261,0.037965753,0.433945074,0.520522567
cg05650719,0.604981824,0.62086593,0.634646813,0.643825316,0.190054568,0.680261507,0.673842512,0.285493477
cg05658512,0.491820109,0.510813242,0.511245837,0.517664875,0.783790562,0.560240208,0.460561096,0.562826944
cg05666036,0.881467976,0.597699396,0.623111432,0.58621811,0.097413706,0.61828914,0.546579356,0.816507697
cg05670953,0.595508669,0.031434279,0.038783324,0.039324752,0.741467263,0.038647209,0.049706211,0.054162598
cg05702280,0.048733091,0.041631349,0.040015903,0.040846171,0.091871236,0.056464495,0.040065623,0.059338899
cg05778424,0.5039444,0.527550748,0.520126249,0.473888106,0.048114145,0.558860988,0.548668657,0.483050624
cg05817845,0.487704501,0.032933204,0.170373411,0.062672584,0.136348913,0.072335673,0.083674978,0.158079243
cg05851442,0.067870682,0.040929284,0.023914083,0.041552327,0.030211189,0.031809336,0.127024244,0.022200907
cg05865011,0.287173143,0.636303836,0.581100564,0.787535879,0.11097856,0.368504787,0.421322195,0.387017274
cg05867245,0.498556003,0.232538942,0.086578509,0.069313855,0.096715468,0.588867448,0.394962892,0.158210741
cg05879419,0.368896366,0.377989186,0.487259035,0.435199506,0.706437508,0.047305415,0.240733147,0.399931191
cg05888872,0.785458207,0.577101446,0.56300712,0.594032087,0.9514016,0.55306596,0.853258644,0.794580064
cg05903444,0.021802565,0.020798932,0.018480567,0.021350033,0.029722758,0.013397369,0.015708202,0.016941058
cg05946623,0.583216278,0.47865333,0.514468925,0.527840241,0.675883637,0.921914649,0.512873125,0.357806281
cg05951994,0.534445789,0.833703834,0.824267202,0.838187179,0.858448042,0.913070488,0.82647615,0.908769588
cg05990312,0.085837567,0.058468941,0.097080262,0.063695204,0.234335074,0.054506459,0.120594681,0.071581174
cg06000144,0.86141674,0.571445219,0.532869963,0.504616945,0.900017703,0.514620879,0.496846613,0.601906706
cg06040071,0.451273192,0.06415011,0.066745283,0.077816059,0.031104735,0.458818756,0.062367448,0.028885699
cg06094482,0.036318488,0.030327963,0.031088048,0.430035804,0.109061436,0.200331818,0.019118163,0.027910862
cg06188367,0.456681901,0.435804851,0.375314948,0.405788856,0.486669029,0.544811917,0.354372085,0.137508872
cg06235224,0.776036754,0.542528722,0.512933807,0.086333739,0.228492156,0.046604932,0.527348578,0.47250394
cg06259025,0.1276891,0.035580038,0.023274137,0.024657294,0.237577175,0.025565857,0.019865687,0.025626167
cg06263178,0.570642718,0.576612514,0.603604116,0.615746895,0.802710554,0.757332048,0.630142829,0.489479385
cg06279274,0.123400783,0.068924722,0.083877385,0.076806534,0.16846802,0.092340834,0.063427888,0.115584338
cg06327515,0.212207639,0.428890047,0.492087216,0.483653071,0.043200605,0.057869893,0.153917713,0.318692357
cg06365843,0.558805882,0.540576827,0.527781247,0.537157999,0.169460842,0.59269835,0.170280026,0.48470346
cg06371583,0.141330219,0.318523143,0.4368130129999999,0.51635345,0.071045315,0.21237829,0.108677579,0.084900988
cg06417478,0.541113965,0.538363501,0.565290241,0.543075416,0.861228449,0.471460519,0.547914869,0.493182837
cg06478886,0.430010987,0.467400831,0.465215453,0.432991731,0.399569529,0.506065582,0.448161793,0.445213261
cg06480265,0.559518145,0.081108713,0.050455404,0.060480117,0.452393409,0.499751377,0.467554791,0.428506607
cg06490113,0.084464212,0.072105625,0.076996988,0.078322786,0.205382634,0.039958115,0.041507246,0.062206483
cg06512263,0.456733971,0.357707333,0.421787318,0.446351763,0.476872126,0.445406708,0.398491772,0.321035759
cg06536614,0.544493335,0.27786385,0.489474364,0.582581129,0.445017554,0.606063413,0.596382853,0.613642084
cg06617217,0.470824018,0.039280157,0.028580862,0.903539126,0.188998635,0.4548013,0.46727171,0.808388538
cg06623827,0.841602595,0.871763861,0.879075962,0.860227292,0.49600231,0.735453484,0.875806699,0.767820507
cg06624036,0.566862092,0.57808268,0.557626217,0.572360028,0.63140065,0.05196082,0.599943879,0.669823096
cg06635900,0.046042351,0.043694856,0.033593264,0.033868929,0.225313144,0.105086318,0.052629667,0.443101627
cg06640997,0.645819396,0.636329265,0.563874734,0.908577195,0.574463752,0.070502907,0.896679308,0.872651862
cg06650246,0.61986557,0.351633807,0.64355136,0.442636977,0.248658737,0.408218899,0.615404435,0.331124327
cg06650379,0.223872901,0.407637405,0.293745392,0.2431733,0.166357336,0.118346673,0.152540249,0.116931966
cg06677321,0.212936017,0.053338864,0.092150615,0.330080026,0.129955744,0.558749184,0.435961543,0.064756739
cg06681434,0.511110455,0.549531005,0.553969085,0.882812789,0.764120497,0.551016875,0.891457267,0.870016186
cg06683316,0.183382456,0.051325072,0.054514985,0.092046862,0.411904193,0.081935374,0.046199075,0.302525898
cg06710742,0.148236672,0.410792764,0.558015013,0.093579343,0.181670398,0.632262905,0.172485048,0.13924102
cg06713675,0.59344694,0.133404687,0.284286219,0.057797436,0.310127502,0.66047964,0.538634278,0.349650778
cg06737308,0.516850793,0.089061084,0.052392277,0.538584434,0.092987381,0.468307293,0.412663338,0.441862413
cg06751366,0.48637947,0.115838156,0.077716875,0.099601738,0.151660142,0.076715201,0.072767772,0.039864713
cg06755071,0.034811271,0.027069179,0.033181862,0.026272373,0.115600255,0.850278702,0.030839868,0.053457857
cg06759314,0.826070536,0.866455714,0.875409118,0.869027085,0.883816786,0.86644776,0.889929697,0.91493481
cg06770429,0.236794391,0.226309652,0.229177358,0.22247764,0.153862942,0.145524384,0.283399669,0.256762881
cg06779847,0.662869185,0.770698682,0.865777864,0.882565867,0.890229193,0.872399201,0.249997574,0.769588192
cg06781532,0.41237778,0.409352752,0.423974668,0.426400378,0.693913225,0.403127512,0.398516412,0.403541323
cg06813419,0.738818673,0.687836695,0.663193347,0.785669206,0.787072363,0.861739178,0.814521927,0.804282542
cg06817772,0.101126264,0.471893529,0.511203795,0.517322383,0.212528203,0.110641057,0.16179603,0.568919534
cg06818052,0.443317684,0.292629901,0.133159,0.089227415,0.50249999,0.580262923,0.067454951,0.119662856
cg06834313,0.934754165,0.930257662,0.931740331,0.921475122,0.831105939,0.91779964,0.944976342,0.90835752
cg06834998,0.064476034,0.040241363,0.036483595,0.028782635,0.066575464,0.055362892,0.033592436,0.023679043
cg06891458,0.53809586,0.064522554,0.043887079,0.055587204,0.076714043,0.043151424,0.054861207,0.048760703
cg06902099,0.187384551,0.233649415,0.162948298,0.147533802,0.087442558,0.093282755,0.12845063,0.075191479
cg06939307,0.160688464,0.533454967,0.515148705,0.460687004,0.258005201,0.108012075,0.141055236,0.703706806
cg06961233,0.470396292,0.494595655,0.477199494,0.503576469,0.87491171,0.511285612,0.499712768,0.521842175
cg06962549,0.538363409,0.505418196,0.543071137,0.523623654,0.555228005,0.446029303,0.528668199,0.564899949
cg06965195,0.445903233,0.446571006,0.453115439,0.459646706,0.924287515,0.454424327,0.392288231,0.432537743
cg07042014,0.898601017,0.084358666,0.167857153,0.086232531,0.609276976,0.602947106,0.431729005,0.689565407
cg07048527,0.05699123,0.045896004,0.045420526,0.051577576,0.157526953,0.110336128,0.06616128,0.122677721
cg07060739,0.500534192,0.463251715,0.498373769,0.529172293,0.209654184,0.548874109,0.498110655,0.616841788
cg07067710,0.481675122,0.029548993,0.027333158,0.030691727,0.061507537,0.893844138,0.011509923,0.021749566
cg07073960,0.817749127,0.881768105,0.911232671,0.903473987,0.75579574,0.360997497,0.934745373,0.924958673
cg07109804,0.050039348,0.068949482,0.049554659,0.527234217,0.117432818,0.258307236,0.543310152,0.519437724
cg07149179,0.461335897,0.501785882,0.483888884,0.560020753,0.540971144,0.33876986,0.505151866,0.542518003
cg07184237,0.048040471,0.190048068,0.083732228,0.106656319,0.077431084,0.076130292,0.137725567,0.036614311
cg07204874,0.044548358,0.039140872,0.043262523,0.037135532,0.162567028,0.051967941,0.042978534,0.102774468
cg07222861,0.289877436,0.133699674,0.229193284,0.261789104,0.309704203,0.237038709,0.185731055,0.147151186
cg07300846,0.925636565,0.905997214,0.890590924,0.891072422,0.826927954,0.93235578,0.88899507,0.930126279
cg07312051,0.388535403,0.259056057,0.318882289,0.066630655,0.228504789,0.626312058,0.081629846,0.07903105
cg07336123,0.219297757,0.132219897,0.118536942,0.103878779,0.209455578,0.194646079,0.148274207,0.115066064
cg07337250,0.276685989,0.537273182,0.526920461,0.528657025,0.569231536,0.041317288,0.749578682,0.70039849
cg07345934,0.829617309,0.358012369,0.320212226,0.289532764,0.436770837,0.915513117,0.874287511,0.339687342
cg07363270,0.798876441,0.831471881,0.856487734,0.492833158,0.885388224,0.911122922,0.617594047,0.743600279
cg07375978,0.086445147,0.06917324,0.068954562,0.066322409,0.052778579,0.089886008,0.061934129,0.047719485
cg07389611,0.048656846,0.039578454,0.058568781,0.047825838,0.215211991,0.133937226,0.05834814,0.144506003
cg07404485,0.464879075,0.462041226,0.466548256,0.463192831,0.251573225,0.37787975,0.482118328,0.42375955
cg07429623,0.659262086,0.29477511,0.403566364,0.400556143,0.765552604,0.502805738,0.24620352,0.444944338
cg07433152,0.055482642,0.04100968,0.034704636,0.049478499,0.079734376,0.069802631,0.049428361,0.06791642
cg07459594,0.896443131,0.893517566,0.908167464,0.906571997,0.900763915,0.527566137,0.890391744,0.925561259
cg07501729,0.596085622,0.737250571,0.638784332,0.617446267,0.377770136,0.659093265,0.557980778,0.449517288
cg07504727,0.169526937,0.183904986,0.112935417,0.056308317,0.719711595,0.034506253,0.534735006,0.113447364
cg07525682,0.068819935,0.070872641,0.081091975,0.145622785,0.028581979,0.056226582,0.038149422,0.131524879
cg07530063,0.940549583,0.925792387,0.947131456,0.944407748,0.449858827,0.628793813,0.940131618,0.840679247
cg07570687,0.557845275,0.529899008,0.502971015,0.556164967,0.103945971,0.112068974,0.907130647,0.607448174
cg07571734,0.965358457,0.751772457,0.772009709,0.971661374,0.380183065,0.895425483,0.913983726,0.940588561
cg07581623,0.509659766,0.519265766,0.365618911,0.395043208,0.231302002,0.385552865,0.477097917,0.38859809
cg07594247,0.045933969,0.04630446,0.056037385,0.061379852,0.387967941,0.096204165,0.074876085,0.114037464
cg07615383,0.3632832,0.365875494,0.417019819,0.407486272,0.128950287,0.431777522,0.458906827,0.514733068
cg07629965,0.454704366,0.409340075,0.552096621,0.609053542,0.30208124,0.428121625,0.418927949,0.233912015
cg07636688,0.357071005,0.57693512,0.505190346,0.46780849,0.712151173,0.753816255,0.120136554,0.493369042
cg07685357,0.06765524,0.056940416,0.065659948,0.058458474,0.375450583,0.083105356,0.042630959,0.149647368
cg07769588,0.135930351,0.050496219,0.054079172,0.10539571,0.089242617,0.046575151,0.028644698,0.030616358
cg07819160,0.162854548,0.122944417,0.134471085,0.115073692,0.055597342,0.076569034,0.104572507,0.065878308
cg07854954,0.620638604,0.555614118,0.547404999,0.48814908,0.283026244,0.414681615,0.482262125,0.609528209
cg07856155,0.860999783,0.558966984,0.518381017,0.548934045,0.145089133,0.511835508,0.527540222,0.727591206
cg07863877,0.507352787,0.516400002,0.494643824,0.543690367,0.768391898,0.534775222,0.864987886,0.93073786
cg07878514,0.543696899,0.699687375,0.906522516,0.898992236,0.668888974,0.592424244,0.932033353,0.917477628
cg07891179,0.808250447,0.826066985,0.829506556,0.85953953,0.936788448,0.76970661,0.83519039,0.728529652
cg07898446,0.414772401,0.44212867,0.482812398,0.437528117,0.790017485,0.233099384,0.465802537,0.574144884
cg07918978,0.20733429,0.919392547,0.937548367,0.938319293,0.709407098,0.618713586,0.616347684,0.502959408
cg07935886,0.049159993,0.58464257,0.517918748,0.526397121,0.054360828,0.055791741,0.525968552,0.511019028
cg07963670,0.549130219,0.565169617,0.533198486,0.128021926,0.481437247,0.837903632,0.649122544,0.768897376
cg07964754,0.59176113,0.552769306,0.588597574,0.527518781,0.624047789,0.677787973,0.567172906,0.692057298
cg07967210,0.565014486,0.89862493,0.929516166,0.924081584,0.84897281,0.624507111,0.927642481,0.894236391
cg07997737,0.493899065,0.641459086,0.651038784,0.379787393,0.501262821,0.31091471,0.498707734,0.534388341
cg07998277,0.070135801,0.50442146,0.494996738,0.486402215,0.182797081,0.02814627,0.53286889,0.567056007
cg08024887,0.78819226,0.533011861,0.549760241,0.896991591,0.804634644,0.796629042,0.44079797,0.866559232
cg08031982,0.036246184,0.034807545,0.037641132,0.04725423,0.061020742,0.253520158,0.023671774,0.030749333
cg08033722,0.0560762,0.052208347,0.045081621,0.047344327,0.124082286,0.038980808,0.034340226,0.032945049
cg08066140,0.456389585,0.569676378,0.519898537,0.498606218,0.817840093,0.369694941,0.604836437,0.534707076
cg08070327,0.059862786,0.06051478,0.051388778,0.049126054,0.313519193,0.137300965,0.067004274,0.121075748
cg08075719,0.07448074,0.053671302,0.05160701,0.051830826,0.030389709,0.033079172,0.033587387,0.06253179
cg08084655,0.060067758,0.13186441,0.169264568,0.11151075,0.102593287,0.077251119,0.097871178,0.072303385
cg08098382,0.530327996,0.795143164,0.888730643,0.512229018,0.639038437,0.651793175,0.549032248,0.692016359
cg08129953,0.046931536,0.042413129,0.112580983,0.486375498,0.073110038,0.028186467,0.064129016,0.029327323
cg08144675,0.966071388,0.969737174,0.97057142,0.97394641,0.872777228,0.963661214,0.978600735,0.973243476
cg08161163,0.505221129,0.141985317,0.190917126,0.1535511,0.184557185,0.122354144,0.197415167,0.198422452
cg08182270,0.357282472,0.473369502,0.487974785,0.474763224,0.071933549,0.569525948,0.802300401,0.200555923
cg08203788,0.548665678,0.702094325,0.817785066,0.823109328,0.897662742,0.873345106,0.814112363,0.914707146
cg08217526,0.051300342,0.045091509,0.062445885,0.03380062,0.171971038,0.04213408,0.085133911,0.066508277
cg08223357,0.869646297,0.867427898,0.889002298,0.888500174,0.883285057,0.939166236,0.919129662,0.922116861
cg08247852,0.499079615,0.6179791,0.549681655,0.576955421,0.6532611,0.578740778,0.676926006,0.624723302
cg08258506,0.331699692,0.171305761,0.130935906,0.171939118,0.828555587,0.175415609,0.109142837,0.354857558
cg08313539,0.562208058,0.561360908,0.551593917,0.567627571,0.502044646,0.666380702,0.568635796,0.703763326
cg08318732,0.048431844,0.835665903,0.895931939,0.84555723,0.230110008,0.475506765,0.895439309,0.786398598
cg08339023,0.435656292,0.891750185,0.906072415,0.920118995,0.299326949,0.545741464,0.599404075,0.794435768
cg08352422,0.464355268,0.064115076,0.038162324,0.046281031,0.729451992,0.481123514,0.76328209,0.856178181
cg08352439,0.089099509,0.068501478,0.074628447,0.134794798,0.090149084,0.041221469,0.063468103,0.075035785
cg08377819,0.921194017,0.90282394,0.919651187,0.917761932,0.792391395,0.876156127,0.924966299,0.94879463
cg08398567,0.479556916,0.053639443,0.057379002,0.056243236,0.035326673,0.640026737,0.053687624,0.050012179
cg08410996,0.940990072,0.895229949,0.939381888,0.93839786,0.882553709,0.956010594,0.944733429,0.963904677
cg08466034,0.099612046,0.053988891,0.056246579,0.053135222,0.222716377,0.04408423,0.030250409,0.03414928
cg08477332,0.051074552,0.040940233,0.042611396,0.051191725,0.14016586,0.065362384,0.050865571,0.060893072
cg08491681,0.458335519,0.290298535,0.410857428,0.438887858,0.627986601,0.533769214,0.325778452,0.276939894
cg08515442,0.590756299,0.578392397,0.644897576,0.075771711,0.204268202,0.585295839,0.654203642,0.515141954
cg08533710,0.653748431,0.081054604,0.156332997,0.552583845,0.349405946,0.58310995,0.076823175,0.313341642
cg08541895,0.708149281,0.513633454,0.534233366,0.064938619,0.381114269,0.629773832,0.541918028,0.453153452
cg08580836,0.515189664,0.495546003,0.542153449,0.526269627,0.673290093,0.576200047,0.498212697,0.573597043
cg08623383,0.213687975,0.19323161,0.163793393,0.1337703,0.060561648,0.379891666,0.154337277,0.090963742
cg08624915,0.236759323,0.030993413,0.189116872,0.032499852,0.061882994,0.089501633,0.03940601,0.048841195
cg08639762,0.425159813,0.300275631,0.257124228,0.829612437,0.347259266,0.405904038,0.469172241,0.477901598
cg08678044,0.04325575,0.528704877,0.490318589,0.515307602,0.301760798,0.069484043,0.709508907,0.505107824
cg08681685,0.574421985,0.588100063,0.606064593,0.592107563,0.245241829,0.610198668,0.624055172,0.659341637
cg08686092,0.440434726,0.491036959,0.483207775,0.486613634,0.521346319,0.515418616,0.524039578,0.655750407
cg08709360,0.069356017,0.052633135,0.051391157,0.053022827,0.10840123,0.029271715,0.024031996,0.025077432
cg08734931,0.876964758,0.934560944,0.946253608,0.941093387,0.75565606,0.921122199,0.698234955,0.521904554
cg08744475,0.444749468,0.530688266,0.5496253,0.535767852,0.636901672,0.599525362,0.515575055,0.532436681
cg08810053,0.194302663,0.90679596,0.940469466,0.5962018,0.140996599,0.067835442,0.236894118,0.215319903
cg08822523,0.231226411,0.391694722,0.236770919,0.548376774,0.393252058,0.044706744,0.177384681,0.049189052
cg08839053,0.159415966,0.145197023,0.139723811,0.120146767,0.201366895,0.214086854,0.129585527,0.169028149
cg08872493,0.079161198,0.765139071,0.65697995,0.86348038,0.330739341,0.078019755,0.138247634,0.373369519
cg08881680,0.526719619,0.522911765,0.527553866,0.516895476,0.779946474,0.601524227,0.587280568,0.636760794
cg08917299,0.630512911,0.623542582,0.620957595,0.716980139,,0.580948092,0.775219913,0.640295713
cg08946854,0.290952407,0.567927982,0.576336272,0.911637193,0.328952777,0.32582491,0.593122022,0.639016683
cg08969950,0.128632916,0.051850712,0.045654113,0.070215383,0.167517826,0.041330614,0.051217041,0.084342784
cg08991437,0.056153644,0.780968719,0.832537509,0.495274679,0.266128629,0.045188242,0.538263513,0.513137297
cg09019154,0.090899656,0.037586214,0.064978253,0.047798184,0.052684228,0.028854814,0.039482057,0.042130609
cg09023624,0.501518695,0.171943743,0.099212372,0.050431413,0.650855755,0.064674177,0.445560701,0.066134016
cg09063149,0.045649226,0.460948959,0.461735034,0.545928093,0.165673307,0.0857251,0.126901448,0.466880951
cg09076339,0.824501108,0.586156951,0.555464573,0.475062298,0.690539665,0.129952456,0.278188895,0.53052293
cg09096031,0.301561475,0.576251583,0.538871138,0.552576698,0.458435607,0.094994332,0.607251065,0.519032656
cg09118625,0.425791734,0.455823218,0.47809818,0.457826079,0.634703766,0.385633437,0.478916405,0.44598768
cg09127314,0.544145833,0.501392093,0.594583018,0.563819657,0.745705237,0.567337611,0.627541286,0.308237403
cg09144964,0.130899296,0.192692669,0.080424199,0.169285663,0.256478837,0.195891664,0.11496873,0.22048644
cg09180702,0.556218779,0.755400514,0.698377758,0.478009327,0.828886862,0.745550126,0.732312282,0.641249934
cg09212597,0.48413993,0.105950282,0.072695114,0.073351394,0.024256142,0.454705172,0.063709482,0.054787273
cg09289202,0.148309206,0.458306811,0.456767731,0.162757629,0.57102698,0.084253361,0.188585121,0.449524191
cg09323728,0.190418327,0.198459684,0.22413986,0.241696799,0.150613199,0.088712174,0.181820077,0.121123134
cg09338136,0.076221221,0.071719974,0.059750635,0.063548034,0.023513691,0.05987492,0.049272687,0.102222006
cg09361469,0.053348589,0.045588159,0.044328206,0.042975864,0.117204536,0.067222437,0.057148605,0.079447918
cg09381666,0.497265729,0.536549777,0.547272108,0.452578736,0.778428082,0.085643963,0.647081987,0.667294297
cg09417038,0.401878716,0.441345563,0.419674699,0.515517322,0.18645434,0.048923636,0.346620477,0.14091396
cg09427016,0.746937066,0.448608015,0.503880668,0.750047248,0.744784774,0.556164481,0.490262836,0.80862331
cg09460553,0.520615943,0.883519839,0.916545596,0.491767003,0.704812377,0.466709405,0.538524735,0.940945365
cg09464268,0.091713988,0.408137789,0.504556628,0.446960091,0.036007078,0.349323264,0.202396094,0.068752836
cg09467607,0.430191983,0.040177845,0.039609971,0.039481353,0.068646544,0.653077729,0.044182924,0.168469597
cg09471455,0.556504351,0.704910986,0.700916803,0.634177747,0.041424601,0.37360824,0.430616204,0.074864273
cg09474442,0.106535097,0.147717344,0.233995461,0.05286867,0.31836501,0.06447027,0.065015925,0.119754738
cg09514174,0.243566804,0.102468035,0.107825943,0.596629629,0.260156065,0.173396703,0.631676173,0.051546627
cg09524686,0.068943473,0.067196224,0.048161226,0.07524109,0.277035518,0.041320585,0.04814955,0.142508193
cg09527615,0.481817529,0.475484898,0.548558791,0.54679005,0.460727269,0.604925066,0.623866095,0.593358872
cg09563777,0.11823781,0.50201084,0.509124872,0.496214837,0.451693711,0.041343022,0.451037166,0.424470691
cg09566316,0.080067674,0.028793428,0.041849698,0.073615792,0.114859982,0.03807453,0.030165979,0.069140512
cg09582042,0.908952288,0.490638067,0.479311987,0.080464723,0.873767069,0.713149378,0.156311899,0.236513395
cg09597638,0.653937706,0.384933239,0.462706776,0.570675746,0.613420148,0.691435118,0.602362234,0.503327793
cg09608949,0.726096485,0.04394403,0.041560494,0.043824699,0.659071303,0.780284892,0.06440822,0.510288677
cg09618778,0.053320673,0.036127859,0.025222125,0.025362244,0.018043644,0.010490666,0.011685817,0.044704581
cg09647867,0.119576978,0.504646305,0.503878533,0.484021117,0.055541689,0.077169459,0.43218947,0.501415476
cg09667013,0.269719505,0.110702912,0.107676852,0.066781664,0.026591317,0.038919813,0.126903123,0.083682754
cg09706021,0.543147247,0.605049437,0.552306081,0.550368566,0.35848778,0.190012358,0.892974844,0.802079932
cg09713850,0.337127936,0.600211629,0.607158121,0.519170329,0.742298284,0.076809635,0.622078468,0.258357921
cg09715059,0.587364716,0.584510096,0.55406551,0.589989293,0.712829285,0.624491304,0.631032942,0.6186562
cg09747445,0.048710541,0.080202481,0.077604437,0.069198888,0.132384156,0.102039334,0.050332425,0.08535901
cg09824603,0.048250841,0.244179308,0.073555695,0.062831232,0.461869268,0.255680079,0.114824623,0.248622669
cg09830866,0.345593449,0.879406161,0.868962744,0.699682658,0.351575973,0.934739976,0.369487674,0.392141516
cg09862733,0.848845193,0.049094992,0.064461102,0.065363122,0.190659859,0.869534152,0.056843954,0.073681503
cg09949789,0.466924656,0.368959182,0.481359541,0.495290842,0.221224813,0.088913964,0.496564564,0.352849047
cg10011623,0.620769649,0.258445595,0.310718012,0.705250353,0.430947525,0.696978847,0.77713322,0.419499324
cg10016004,0.477662972,0.389401655,0.313951368,0.497061063,0.647947913,0.497017894,0.192833924,0.151068483
cg10028549,0.186604282,0.256325593,0.161686421,0.337062833,0.373913985,0.031746293,0.226360395,0.249372398
cg10064060,0.539613582,0.518246034,0.537458705,0.521683696,0.748016021,0.543352192,0.549819354,0.565235703
cg10092265,0.017518642,0.017906648,0.019114633,0.019350042,0.012085249,0.012971114,0.018673684,0.037024791
cg10168457,0.479999149,0.321207047,0.383146864,0.380315525,0.178024775,0.42233541,0.274428877,0.416355803
cg10177528,0.520065016,0.441412059,0.469565257,0.447598059,0.512152928,0.466845875,0.556503002,0.644935485
cg10180281,0.06063499,0.066256321,0.058316407,0.065765119,0.043953322,0.041671088,0.052461866,0.026070362
cg10195146,0.209768033,0.463172835,0.463238851,0.451528453,0.133819878,0.039842255,0.126394539,0.300067453
cg10202436,0.170248677,0.160143061,0.096207372,0.077860563,0.807413403,0.07433493,0.468923396,0.058472541
cg10246448,0.652795178,0.6019148,0.558964134,0.067307029,0.625012811,0.552579182,0.575182586,0.183730474
cg10281770,0.047512413,0.040786996,0.053461203,0.04956412,0.13169339,0.044089788,0.060552299,0.080609948
cg10322794,0.207754995,0.115112518,0.138129539,0.303328977,0.328457136,0.139817824,0.241210578,0.375072018
cg10328171,0.687690806,0.803508698,0.799583387,0.818301262,0.833723011,0.701154882,0.784765381,0.821667827
cg10334976,0.259094026,0.121968457,0.206219588,0.150968329,0.036040907,0.238924767,0.143567557,0.146860625
cg10336039,0.03825538,0.040897358,0.029525769,0.029939293,0.090713814,0.026611095,0.020658649,0.057691458
cg10400081,0.536166774,0.561552298,0.55603178,0.553769105,0.080950555,0.489744457,0.558181519,0.489894179
cg10430077,0.890192118,0.84014929,0.842701014,0.445741063,0.268342704,0.833022406,0.889465475,0.758077683
cg10449558,0.307316492,0.113123549,0.226825371,0.063792799,0.191013032,0.056303839,0.106552137,0.229264347
cg10498502,0.330124344,0.500634632,0.607817112,0.492120135,0.520666871,0.699508298,0.784423056,0.574727764
cg10501602,0.384707521,0.385625979,0.411385037,0.430910065,0.192490962,0.282821947,0.38184608,0.405153539
cg10528989,0.927570331,0.40825871,0.490067369,0.488487445,0.8847304,0.911191067,0.457557657,0.483105009
cg10530568,0.592932456,0.911839913,0.916983577,0.902938485,0.431827878,0.904347586,0.68605806,0.901682306
cg10570158,0.030737719,0.036367827,0.034297681,0.037743094,0.115523052,0.061574389,0.042658128,0.042239663
cg10596483,0.929432769,0.908997362,0.933672463,0.647958364,0.822597155,0.913015882,0.922875091,0.86408572
cg10621924,0.020415887,0.018379476,0.020762233,0.019482538,0.047561645,0.027973676,0.024181041,0.028195035
cg10672416,0.077241045,0.089210727,0.094405055,0.16212389,0.423517459,0.110007393,0.072721597,0.330757713
cg10688516,0.466065475,0.472570905,0.378486529,0.467630146,0.48171737,0.466742705,0.48825843,0.508003647
cg10703884,0.50938312,0.544461645,0.666125356,0.455377455,0.325895715,0.806657432,0.532814567,0.638425426
cg10755723,0.889782213,0.768656406,0.862693022,0.856480124,0.395125615,0.867700138,0.840672061,0.860400256
cg10763374,0.46279779,0.721801196,0.79300486,0.771333935,0.596539953,0.743738112,0.343749907,0.739667275
cg10781468,0.31417538,0.548309444,0.561880785,0.536500409,0.156295672,0.0366161,0.567566597,0.849794585
cg10783797,0.35970796,0.370124234,0.40205787,0.160641388,0.101542897,0.080244885,0.127525613,0.352003163
cg10804974,0.555805592,0.092163122,0.086602488,0.521934566,0.033739272,0.515960968,0.049212272,0.074792166
cg10874314,0.098296753,0.24779644,0.163655968,0.080517801,0.116288034,0.058102083,0.141597731,0.409469975
cg10885151,0.585980339,0.599040589,0.597443439,0.59816505,0.753213049,0.609797069,0.611140952,0.689541924
cg10898212,0.558477873,0.460621331,0.482743608,0.418022493,0.902062641,0.521364,0.479007334,0.320035279
cg10925640,0.030136052,0.027724557,0.030178927,0.343572089,0.271194243,0.073575816,0.043762396,0.074601623
cg10947611,0.034808422,0.026371535,0.024009687,0.034830945,0.14213261,0.08689698,0.04622652,0.052997694
cg10963793,0.911684348,0.6046177,0.473517925,0.563424273,0.853619201,0.64225556,0.563848726,0.641848611
cg10968944,0.630226779,0.05803035,0.047758292,0.041945413,0.085348754,0.62610591,0.041017474,0.030639154
cg10995755,0.551697004,0.052158052,0.042002305,0.058443768,0.163319354,0.059513119,0.039116464,0.136175192
cg11007120,0.517604109,0.536841853,0.523990521,0.529108275,0.329318544,0.409504189,0.158273195,0.448302653
cg11039913,0.689493796,0.647609672,0.689211808,0.436870564,0.694480705,0.709652786,0.557078411,0.564957052
cg11059159,0.518521408,0.564412386,0.56367151,0.563105694,0.541203567,0.696400844,0.602059236,0.71834663
cg11084470,0.726220997,0.490489057,0.537778543,0.570680553,0.412517518,0.581231349,0.530823532,0.326763478
cg11161837,0.874197249,0.498793744,0.494139916,0.476484032,0.691119655,0.852284841,0.485459322,0.511398151
cg11204139,0.74241793,0.764257996,0.810332306,0.831806782,0.768419124,0.877610746,0.837962262,0.761528306
cg11204974,0.838882043,0.723715775,0.862170777,0.876847656,0.950639162,0.898314559,0.897743575,0.745101967
cg11218619,0.393212609,0.153948125,0.168693195,0.094490748,0.05759525,0.095977902,0.095349567,0.168562678
cg11220502,0.527103015,0.501794927,0.500638938,0.483279666,0.775744569,0.525026099,0.519326662,0.504805306
cg11220732,0.039803741,0.468502831,0.503398604,0.041055725,0.12528051,0.036381004,0.495886731,0.242812174
