,Unnamed: 0,Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21,DA,DB
214967,592019,cg06763192,0.28858323,0.91713611,0.271538697,0.261472166,0.310501225,0.759908783,0.362111391,0.920249837,0.576301371,0.54533482
215214,138190,cg06770532,0.496832832,0.54473172,0.574913668,0.511336219,0.567884371,0.489320595,0.103816693,0.453373794,0.563911089,0.36786221
215543,371091,cg06781702,0.745753947,0.707404209,0.681520052,0.830676318,0.787186255,0.848358918,0.683556609,0.938025294,0.768005374,0.708936898
216439,132677,cg06809344,0.597211568,0.527034849,0.73186072,0.526228357,0.7074407,0.644130968,0.943535068,0.572178907,0.652171094,0.675566172
216484,784735,cg06810766,0.109188543,0.096624059,0.463366504,0.343542677,0.520559752,0.181392316,0.357755163,0.357833328,0.281671058,0.430753058
217147,119643,cg06829760,0.431270464,0.478630997,0.141279459,0.328311434,0.607043893,0.031640792,0.919839403,0.50496208,0.503358793,0.569553776
217192,202207,cg06830704,0.860004525,0.937733475,0.633539386,0.347130681,0.18255995,0.049881591,0.355613358,0.074159907,0.654738417,0.406438846
217275,649302,cg06833271,0.378050966,0.040385057,0.575058751,0.19247036,0.684689792,0.100529471,0.65242571,0.044753152,0.485451457,0.536240016
217306,635511,cg06834313,0.73269104,0.523934152,0.063156057,0.024444471,0.069736906,0.018650939,0.03173407,0.028091385,0.472246173,0.276757972
217342,86233,cg06835392,0.558308557,0.948695996,0.854532966,0.963192647,0.891326223,0.798197631,0.4246596,0.566704976,0.668894665,0.539593203
217498,707464,cg06839449,0.553945963,0.559329377,0.913647933,0.921815248,0.892164882,0.852304671,0.936477628,0.931102633,0.626009423,0.900812442
217545,674907,cg06840743,0.624726705,0.932274971,0.521297168,0.810202344,0.863815123,0.105944429,0.409761046,0.537262213,0.66895974,0.385900027
217836,449183,cg06850159,0.791076579,0.947249858,0.551643444,0.950863509,0.595642812,0.872622745,0.924054606,0.930451054,0.788877639,0.696578808
218081,86220,cg06857898,0.068707135,0.045064707,0.075529477,0.070355656,0.045188487,0.083547933,0.065478356,0.045057238,0.120143702,0.295459734
219150,483397,cg06889146,0.497575461,0.350798369,0.368215785,0.652661286,0.635519282,0.597341657,0.636741371,0.393287982,0.439620145,0.515121999
220510,817729,cg06930477,0.644943311,0.937257486,0.499231695,0.951515024,0.164679789,0.913220688,0.61956954,0.944457613,0.679639401,0.564935583
221142,640501,cg06950272,0.245297912,0.460263623,0.126650413,0.54381346,0.224193031,0.041256385,0.178616759,0.049896736,0.280648144,0.444427072
221143,176012,cg06950309,0.580183697,0.621374496,0.328138483,0.665053504,0.046837615,0.440461535,0.10144342,0.533243387,0.535678116,0.459526182
221208,2620,cg06952307,0.555849938,0.540669124,0.836342516,0.907339495,0.915913499,0.949345405,0.596476803,0.878977931,0.619816307,0.509983859
221464,705905,cg06960461,0.847502089,0.870994898,0.858463398,0.898093425,0.809812616,0.946562392,0.381992317,0.89304272,0.798511912,0.592077582
221576,181316,cg06963389,0.388034893,0.563538937,0.308970402,0.57631217,0.041620867,0.310312902,0.089545768,0.51954312,0.352865145,0.395095176
221584,707832,cg06963709,0.612725399,0.947365116,0.873842015,0.938742052,0.904093666,0.933577804,0.433622153,0.930415681,0.714700645,0.617903731
221711,742068,cg06967995,0.913183,0.941206938,0.926080278,0.943071791,0.847285605,0.936845968,0.928526623,0.907961065,0.936178417,0.784212452
221998,682151,cg06976787,0.494559118,0.553920316,0.82702818,0.917453846,0.824895821,0.478121764,0.655569206,0.545540216,0.550448438,0.711601061
222069,191945,cg06978661,0.334105536,0.449754105,0.387672784,0.823573611,0.345682454,0.328832104,0.317463578,0.824333357,0.374628866,0.40487493
222208,342989,cg06983026,0.140068106,0.156711268,0.494125717,0.543811312,0.737382528,0.497216339,0.309211411,0.94044313,0.319489125,0.494355194
222260,816223,cg06984666,0.674960976,0.931374908,0.655077105,0.853938454,0.797115862,0.690720577,0.893381369,0.907039434,0.714035527,0.718606368
222471,470924,cg06992846,0.315058821,0.373996319,0.306998848,0.264302936,0.435021435,0.150582502,0.400056417,0.291599252,0.316185562,0.418176702
223483,137619,cg07022681,0.490300979,0.171552674,0.241531477,0.73310833,0.512393041,0.288205551,0.687948724,0.931760223,0.376172842,0.61264629
223796,656490,cg07033286,0.550520464,0.122477114,0.434634162,0.050878906,0.145749583,0.827466243,0.67530341,0.540111524,0.426985088,0.583759659
224367,439635,cg07052520,0.330118574,0.840675,0.378845083,0.076012111,0.186602716,0.548969003,0.079839934,0.505162072,0.397482543,0.401775373
224533,591976,cg07057039,0.909053643,0.933313078,0.328033437,0.205998301,0.554904058,0.699864381,0.597751866,0.577882139,0.812863159,0.531717082
224598,145601,cg07059115,0.629476956,0.868255246,0.219619395,0.461450242,0.64798358,0.659010174,0.459518953,0.504384869,0.629382699,0.437028964
225288,45888,cg07080808,0.498635684,0.237661397,0.500482316,0.391121875,0.440222409,0.056342379,0.095894838,0.061506587,0.361980794,0.358805143
226031,446186,cg07104264,0.474508386,0.537870949,0.384765886,0.563649393,0.558703482,0.674661908,0.119993739,0.52653528,0.511128667,0.578602494
226244,682289,cg07110487,0.77488347,0.055618709,0.845131848,0.678388138,0.783487567,0.701448839,0.538972069,0.927684863,0.465415811,0.549393024
227818,807532,cg07158237,0.173221046,0.030527456,0.653148323,0.06061405,0.657504208,0.78653043,0.085396143,0.54545368,0.208514977,0.486556946
227954,303949,cg07161968,0.923657128,0.925545067,0.889907708,0.818803415,0.933032149,0.863380386,0.693550642,0.91597689,0.847206842,0.86650302
228355,652309,cg07174121,0.241313364,0.137652197,0.506465403,0.486392233,0.596426299,0.429106323,0.069115961,0.493076594,0.364142512,0.400529575
228439,645411,cg07176168,0.442407401,0.250588368,0.257209446,0.609568419,0.166104309,0.300416061,0.227680946,0.04817317,0.300307641,0.401486655
229123,642397,cg07199020,0.187742418,0.052405691,0.384816613,0.11852596,0.564202378,0.263804649,0.400316926,0.059832815,0.294735922,0.490325355
229142,696730,cg07199764,0.536157316,0.583326762,0.909036515,0.946421818,0.89334301,0.645871794,0.676081979,0.935217563,0.849423935,0.816971726
230117,97042,cg07230865,0.833472244,0.944012849,0.711952089,0.566336717,0.708913353,0.479607357,0.25654386,0.106998955,0.781986867,0.600511177
230288,668495,cg07236001,0.238020164,0.622848568,0.374422908,0.925885054,0.768015975,0.074628675,0.405129206,0.939007746,0.529674321,0.590286569
230858,691032,cg07254165,0.559899481,0.394154954,0.826410671,0.936963327,0.926459341,0.947975479,0.323350478,0.91531231,0.327547012,0.630752299
231652,695755,cg07279842,0.874482626,0.950734764,0.467680601,0.481140174,0.930538574,0.828223139,0.602894557,0.942615347,0.807735523,0.537795874
231825,384604,cg07285201,0.406599245,0.074347236,0.561599458,0.232823387,0.75863749,0.744928777,0.089232135,0.073502787,0.368684961,0.440468351
231850,399400,cg07285949,0.612350114,0.671932673,0.22909395,0.609434653,0.687017245,0.900375921,0.726724062,0.942141196,0.692433256,0.824504941
232286,352905,cg07301424,0.737079914,0.536116447,0.850794955,0.931285018,0.912274619,0.33137208,0.415650212,0.908419776,0.645058361,0.543612675
232402,676500,cg07305537,0.811107154,0.810002435,0.496755089,0.522048157,0.56413347,0.689155789,0.5074266,0.518721247,0.743310851,0.554768203
232619,231612,cg07312601,0.250562084,0.787590951,0.157395278,0.507613473,0.181377006,0.579632303,0.601260352,0.48930633,0.427001124,0.635987906
233003,589816,cg07323451,0.299944225,0.120821933,0.47614662,0.725916389,0.389133933,0.297632732,0.189572304,0.123442892,0.318700732,0.497858681
233011,343720,cg07323851,0.889761592,0.485389298,0.844237077,0.914860621,0.947915932,0.926647878,0.594848736,0.937612534,0.798297254,0.632284236
233288,629751,cg07332442,0.22501533,0.134545262,0.213562517,0.085184096,0.130335076,0.176085598,0.098291566,0.082505901,0.19773419,0.354861528
233419,585828,cg07337250,0.171844394,0.090466335,0.291039756,0.087712469,0.062819691,0.592490395,0.930863163,0.541343687,0.37757997,0.52610761
235396,648639,cg07399386,0.335833562,0.519491724,0.138027979,0.100606028,0.425056564,0.615492076,0.406895724,0.063631431,0.451193952,0.337348838
235794,594309,cg07414525,0.814983404,0.932274575,0.746597105,0.510175184,0.767365906,0.508144503,0.913116033,0.512473021,0.625893444,0.619070315
236581,642876,cg07440330,0.221616808,0.065391416,0.196530404,0.516845827,0.136969366,0.353238771,0.051040137,0.530644313,0.2171805,0.360390138
236613,780360,cg07441319,0.597230164,0.466742267,0.100163994,0.508962766,0.549908283,0.024627206,0.475110116,0.49704543,0.431865479,0.429003112
236745,656945,cg07446297,0.183973091,0.24957583,0.110192011,0.936141497,0.118481454,0.751975529,0.450769749,0.588470773,0.366132535,0.500429833
237390,319242,cg07466693,0.545347897,0.054305875,0.378966806,0.585984325,0.705096455,0.074534621,0.166739633,0.542009952,0.300606989,0.508406017
239045,168016,cg07517557,0.562875931,0.501875845,0.717798214,0.222927149,0.946590295,0.30961053,0.658116164,0.085038064,0.573232857,0.600916387
239790,142654,cg07541300,0.606796771,0.492338484,0.529577684,0.890071911,0.791418509,0.911284877,0.649224973,0.938290431,0.653203936,0.65885913
240182,205173,cg07554745,0.603361303,0.455894736,0.325676694,0.459130622,0.40362109,0.559123102,0.340756595,0.444344287,0.435325637,0.450770725
240421,673571,cg07563363,0.479908387,0.545140723,0.567927609,0.570715862,0.908543881,0.496560155,0.568372967,0.577047422,0.560369709,0.550274224
240478,818190,cg07564806,0.409103502,0.638595782,0.376402454,0.932629972,0.746146703,0.786150497,0.749783323,0.931290095,0.634184946,0.579185724
240557,277389,cg07567326,0.89034327,0.592386053,0.341522242,0.930073091,0.749798999,0.896443494,0.622787305,0.915641065,0.782926649,0.604027152
240988,685118,cg07581462,0.657011651,0.820751881,0.631376036,0.558364736,0.6452851,0.350912717,0.893723806,0.92679635,0.742704681,0.594695065
241597,634874,cg07599451,0.520932997,0.580581671,0.071457639,0.047965217,0.079506974,0.056058171,0.047592296,0.045746127,0.502295841,0.529584181
241907,777217,cg07608867,0.570402252,0.613547932,0.489771978,0.127822042,0.800890983,0.82484319,0.091334156,0.032345563,0.623413014,0.583983848
242053,104621,cg07613458,0.507782922,0.552761518,0.401882662,0.567833095,0.149362881,0.022042417,0.525850607,0.035786455,0.523098081,0.536609564
242750,653066,cg07636567,0.203294407,0.074015982,0.486598981,0.488442791,0.311964295,0.551040892,0.408665215,0.510516971,0.337583997,0.361465446
243330,31533,cg07656086,0.37978222,0.454434599,0.403527801,0.435304754,0.45412008,0.064022989,0.718098416,0.138517315,0.4174381,0.491617571
243339,520079,cg07656484,0.212311481,0.114423948,0.523212164,0.307786403,0.687834311,0.258388558,0.177148352,0.469002388,0.240661441,0.448947603
243422,438796,cg07659344,0.516666566,0.463277124,0.443574679,0.522020106,0.676101343,0.590291243,0.478472576,0.522053878,0.490598791,0.386049293
243579,789278,cg07664525,0.680181467,0.42392526,0.570679588,0.61248235,0.035215524,0.850873803,0.538348469,0.609279191,0.613118525,0.606492305
244206,818098,cg07687172,0.762373533,0.500874288,0.922304331,0.94384242,0.90280222,0.598236616,0.845875916,0.926326616,0.620087342,0.773097036
244458,343761,cg07695269,0.810883853,0.687532413,0.876112241,0.891227232,0.913236719,0.956723706,0.671771227,0.900316003,0.672646008,0.61867356
244818,818353,cg07705739,0.803935118,0.511587383,0.380289323,0.760699224,0.805767297,0.646703452,0.591005311,0.92312513,0.7426412,0.672080535
244827,563358,cg07705913,0.367866928,0.374120507,0.233328382,0.924566601,0.245309504,0.793485121,0.877288098,0.933636107,0.357260879,0.629905896
245603,685651,cg07731196,0.902191956,0.586883733,0.475013076,0.899317849,0.729334195,0.927104021,0.058847166,0.940143298,0.64144312,0.582686669
245712,243814,cg07734811,0.442580205,0.43758961,0.576591339,0.477241541,0.731063498,0.114079297,0.256771711,0.481008186,0.43887349,0.390500819
245868,300660,cg07739886,0.206720859,0.503033845,0.479043355,0.507619888,0.446015078,0.523282319,0.043592764,0.507063101,0.276886526,0.196745385
246994,664905,cg07778859,0.536592523,0.562299494,0.716874495,0.593343371,0.166882402,0.480871431,0.438937651,0.570304489,0.509015538,0.48862729
247550,704960,cg07796335,0.757193343,0.945507302,0.495809485,0.876397541,0.914640353,0.889856066,0.638016839,0.956244118,0.810910114,0.656249635
248151,669329,cg07815011,0.275392282,0.512819816,0.900448501,0.501065181,0.945407649,0.591376924,0.185872652,0.499921333,0.457738795,0.488608669
248608,638808,cg07829480,0.162021747,0.067243443,0.172179114,0.159708187,0.329001085,0.283241534,0.470406839,0.09101833,0.235266124,0.501995613
248780,686939,cg07834575,0.723682191,0.755975501,0.341032124,0.939477484,0.541666398,0.943711521,0.414823045,0.934309779,0.490218626,0.53631323
249428,667185,cg07856155,0.4242326,0.503671279,0.544387701,0.521099854,0.647509411,0.65626777,0.415260604,0.536108953,0.474963872,0.560565097
249483,373847,cg07858300,0.487837565,0.496412046,0.818132863,0.920366563,0.926511877,0.863567831,0.155400882,0.924087008,0.701893932,0.541785331
250306,251158,cg07886202,0.605163074,0.076985427,0.11437236,0.457981121,0.694434972,0.780658479,0.317163399,0.508875241,0.458738116,0.304708132
250488,830071,cg07892307,0.844026461,0.897282183,0.549896624,0.911935513,0.3734946,0.96378397,0.648963872,0.886863557,0.763849492,0.62923031
250853,767101,cg07903371,0.786246216,0.488964691,0.623016339,0.873343719,0.690881421,0.645097621,0.517760051,0.827562819,0.599994334,0.585812671
251037,63400,cg07909165,0.601006024,0.042852453,0.187785045,0.49688122,0.166116833,0.55328041,0.921309224,0.488595614,0.359959942,0.634488087
251100,690418,cg07911228,0.932016287,0.955569484,0.584635454,0.541300776,0.721657752,0.898606217,0.641151052,0.521655887,0.781081241,0.707865812
251515,233669,cg07922924,0.208022205,0.52804189,0.591843542,0.584419959,0.838354729,0.264166571,0.937852444,0.539141794,0.612330868,0.662167003
251838,199621,cg07934484,0.562559794,0.13576152,0.859329592,0.945389393,0.965006401,0.915086144,0.110843077,0.931085632,0.499289811,0.537595915
252195,793209,cg07946035,0.524864218,0.411476643,0.280517509,0.534389823,0.325480265,0.653718492,0.400324916,0.549337482,0.462660213,0.435774505
252911,259878,cg07968520,0.764608428,0.546149671,0.843318606,0.938137488,0.938892055,0.867507088,0.063861925,0.473581738,0.448129737,0.493958902
252930,92944,cg07969009,0.614634732,0.10926379,0.510162907,0.272387745,0.89607097,0.058026484,0.701523834,0.079892864,0.319755268,0.32120166
253053,659120,cg07972565,0.481711932,0.464365971,0.423447756,0.547935352,0.496650263,0.542584039,0.130150851,0.500819841,0.457535679,0.358120853
254778,232299,cg08031689,0.494998736,0.487064687,0.542615635,0.432542661,0.502922361,0.855362682,0.190258627,0.475956546,0.412258577,0.509285175
254791,817746,cg08031982,0.467976549,0.552187677,0.180654363,0.531323774,0.491402958,0.598316352,0.137274673,0.549966034,0.43683762,0.479514701
255576,77816,cg08057891,0.399323128,0.145346129,0.12561211,0.473195438,0.146812518,0.100433542,0.3524536,0.133437469,0.380516548,0.45713971
255661,152914,cg08060987,0.418825459,0.045619641,0.677676053,0.932980399,0.752938344,0.369307235,0.041052421,0.934733837,0.295245604,0.437607085
255672,734600,cg08061334,0.936302841,0.911656739,0.818247011,0.926939815,0.939163341,0.923333517,0.839886035,0.925774929,0.766802688,0.630546639
255879,237512,cg08067828,0.554397346,0.040475509,0.38966025,0.430066886,0.086467352,0.757087127,0.295762282,0.497627509,0.408942823,0.492555563
255929,73017,cg08069509,0.485544765,0.575879021,0.1670475,0.062386142,0.13851306,0.075080961,0.067322513,0.058991549,0.515615385,0.339927891
256476,646831,cg08086843,0.253575603,0.08924845,0.23103944,0.424740698,0.204820269,0.354046419,0.374093972,0.502588808,0.322393902,0.408299659
257095,662961,cg08106532,0.527448805,0.045032906,0.522745158,0.546981055,0.453209559,0.755039568,0.530218473,0.533349652,0.39809312,0.538223429
257321,647289,cg08113549,0.362868912,0.507561803,0.33599454,0.470277646,0.612226285,0.024717881,0.076385927,0.084147642,0.405222873,0.411302721
257699,649728,cg08124800,0.517957644,0.222506564,0.299565268,0.523541847,0.137585186,0.400985508,0.042649124,0.567437402,0.480205336,0.418170177
258060,262144,cg08135389,0.548782919,0.427087344,0.537530627,0.524021285,0.546887401,0.056462417,0.462038242,0.514099758,0.453364699,0.573657876
258094,766747,cg08136258,0.898858858,0.932912778,0.919621034,0.911409218,0.89654196,0.949411697,0.951644023,0.94731565,0.790046675,0.773873589
258438,816062,cg08148606,0.810867911,0.062354954,0.365767216,0.839050188,0.68918092,0.86052427,0.077723429,0.93258881,0.362737215,0.393497737
258876,633266,cg08162976,0.091233235,0.034578305,0.137685978,0.088252558,0.11042091,0.038844181,0.337037485,0.506768523,0.151074497,0.331585212
259000,636771,cg08167085,0.235244292,0.408581146,0.134594447,0.311149923,0.047703822,0.047698265,0.351341475,0.045452301,0.183635581,0.323806144
259189,69042,cg08173491,0.527295264,0.497149661,0.547473538,0.528565227,0.197626924,0.459467747,0.511802889,0.924776193,0.49497083,0.449858536
259459,162459,cg08182270,0.545956108,0.641667616,0.49606766,0.601624481,0.125592958,0.569216664,0.045405038,0.608633471,0.541158301,0.388393438
259564,77578,cg08186708,0.837587044,0.567540076,0.646935995,0.569972656,0.262950112,0.925808704,0.097919132,0.568746644,0.623297031,0.482285117
259835,645527,cg08195038,0.526701887,0.455843595,0.192781888,0.121734699,0.069602387,0.767026609,0.095776709,0.08337469,0.490370833,0.426027981
259895,646765,cg08196933,0.363620494,0.904906435,0.068149354,0.074652617,0.033118465,0.40622835,0.037524582,0.541284449,0.503509195,0.409824741
260040,100999,cg08200897,0.699883661,0.053788179,0.534808921,0.947682524,0.566415251,0.879626331,0.615227565,0.534968001,0.52363377,0.538958544
260352,517420,cg08211199,0.707334795,0.773203449,0.635896947,0.627092838,0.901446508,0.752343175,0.425953937,0.522470604,0.651617209,0.548632999
260423,246078,cg08213607,0.082728439,0.159715804,0.297541246,0.127338413,0.042818446,0.356103382,0.541742908,0.069233637,0.253141538,0.383809988
261773,164366,cg08255105,0.398012093,0.140041849,0.452477587,0.873770754,0.41066233,0.206452043,0.094811269,0.457357392,0.271383521,0.31230202
261787,178943,cg08255636,0.109977941,0.023107041,0.2127757,0.081242377,0.017568535,0.028240587,0.387249969,0.031317217,0.213467141,0.408079807
261841,131578,cg08257567,0.23145515,0.1921856,0.387173933,0.38882939,0.129285649,0.774519643,0.449649327,0.282316121,0.341757863,0.455380962
262084,677243,cg08264682,0.71629993,0.939701447,0.641805372,0.591268778,0.871713958,0.530327779,0.04579395,0.628374737,0.6100568,0.464489541
262182,666526,cg08267250,0.286136503,0.51831552,0.453768249,0.63162314,0.780559085,0.631527354,0.205592796,0.689235421,0.226759442,0.37138966
262336,487856,cg08271675,0.659047936,0.488286582,0.43918703,0.141839015,0.285941554,0.410032062,0.56939528,0.059492903,0.501540355,0.490474102
263121,717582,cg08295865,0.780742238,0.942740323,0.758928644,0.889922292,0.948205692,0.858210853,0.740263364,0.940863502,0.830070374,0.860914379
263297,658440,cg08302009,0.291685672,0.701579033,0.200709467,0.399142638,0.036860265,0.502581672,0.48777121,0.905876622,0.319830426,0.408543124
263616,686922,cg08313539,0.908172208,0.944726564,0.581540501,0.605190774,0.62992759,0.780856826,0.564334521,0.579212836,0.863386095,0.565028536
264088,669478,cg08328727,0.52698558,0.252429929,0.415401593,0.488421197,0.923446138,0.792090803,0.793888608,0.230361212,0.417870022,0.68952668
264530,657137,cg08344648,0.484488073,0.503541716,0.03997067,0.062017437,0.930760885,0.841860349,0.043673723,0.501264832,0.434882853,0.332522572
264846,808168,cg08355702,0.527062803,0.094933643,0.326199109,0.062840818,0.073875413,0.220115885,0.332535447,0.193693411,0.353183773,0.382192307
264883,455726,cg08356855,0.752602151,0.601159199,0.69640956,0.67805358,0.644636125,0.85012546,0.658430368,0.931860224,0.703810108,0.661210445
265053,676402,cg08362704,0.671957298,0.567749017,0.468060317,0.667416811,0.659180167,0.838367013,0.144416935,0.895710509,0.735470023,0.419135798
265777,669307,cg08387141,0.336199678,0.459954557,0.482135287,0.199985651,0.569794658,0.665869434,0.801681021,0.894211337,0.423747047,0.53078904
265865,487372,cg08389686,0.677414786,0.884061755,0.529617056,0.953686325,0.505551491,0.736399876,0.095680965,0.539058765,0.727579682,0.513468878
267141,21808,cg08434838,0.588189249,0.91038714,0.101533154,0.065107141,0.220909226,0.042247738,0.047230362,0.036686393,0.256895553,0.146568256
267170,641560,cg08436102,0.410088838,0.493531436,0.450929767,0.097173176,0.107561626,0.056554529,0.305825098,0.036700989,0.318565081,0.391853125
267635,225718,cg08450323,0.541186309,0.113145023,0.438304809,0.530463399,0.460089376,0.430638423,0.670630541,0.511339091,0.463151577,0.650016733
267955,574968,cg08460475,0.489106413,0.498647559,0.387873401,0.316748394,0.546157852,0.876864274,0.513021271,0.42624427,0.532525704,0.57763033
268045,336629,cg08462883,0.32695571,0.060791099,0.236870558,0.053781235,0.103632246,0.117861102,0.21362899,0.039906441,0.269063138,0.279018558
268149,584564,cg08466034,0.669402687,0.214779889,0.618253677,0.425759997,0.530944013,0.515607157,0.133619935,0.097582593,0.549678952,0.447849134
268859,768345,cg08488356,0.242217557,0.134667949,0.156653332,0.44685005,0.536128351,0.456549162,0.561762876,0.505155061,0.204199135,0.340727686
268954,146418,cg08491241,0.58652656,0.90346131,0.452730785,0.9024057,0.31025786,0.783710632,0.835568413,0.902224723,0.703948832,0.621064068
269024,127097,cg08493185,0.592848432,0.481834961,0.893245103,0.953096448,0.7613957,0.913452746,0.923436698,0.951781348,0.550256121,0.719059784
269159,674550,cg08497322,0.600349447,0.527135514,0.344932865,0.943647122,0.349053725,0.692756901,0.394094504,0.928912382,0.636448866,0.572737816
269628,649699,cg08513890,0.555823242,0.570530717,0.102429825,0.570589809,0.122596962,0.072329803,0.672617759,0.042860067,0.559622096,0.463756602
269637,650866,cg08514224,0.373564027,0.730958117,0.521115476,0.523270014,0.099268021,0.04343177,0.476301111,0.05685798,0.270553103,0.458150392
270222,775968,cg08532042,0.90953342,0.901667315,0.912119557,0.944760719,0.927435204,0.580847824,0.574552279,0.929658228,0.80458668,0.777143362
270240,833243,cg08532726,0.238115814,0.117162278,0.092648082,0.093770049,0.139549139,0.082090261,0.869429318,0.088543955,0.346424874,0.522663417
270500,467643,cg08540654,0.442877284,0.185659396,0.390705848,0.47683735,0.422266766,0.881517829,0.473423512,0.683750309,0.523699622,0.465833778
271095,773723,cg08558718,0.545557766,0.96680372,0.884152747,0.952320655,0.877694099,0.895492175,0.565772603,0.952582231,0.814744461,0.77267809
271554,110018,cg08574879,0.468095319,0.38186511,0.465763023,0.9245612,0.60065007,0.930259331,0.361070029,0.513120004,0.398410105,0.558805552
272101,110243,cg08592768,0.408729102,0.514130632,0.504856053,0.341594247,0.56213055,0.496401992,0.622350245,0.60625302,0.486060605,0.590902051
272380,527228,cg08602222,0.796448141,0.927846502,0.825703448,0.932949535,0.964979813,0.967013759,0.42868562,0.939468685,0.70036689,0.70304896
273758,530702,cg08646920,0.595109445,0.548741383,0.619912623,0.887454991,0.932346154,0.914697348,0.259951634,0.567550271,0.463972663,0.582763552
274336,190017,cg08666080,0.20457584,0.127987443,0.13252258,0.218963281,0.130686021,0.090820598,0.407344732,0.279510028,0.170382679,0.393108304
275354,85541,cg08698796,0.387977465,0.045499246,0.313638285,0.96114377,0.604659875,0.186262684,0.81293496,0.9393345,0.385949222,0.587541418
276879,79002,cg08748437,0.322832471,0.467604559,0.422515562,0.119671512,0.383301074,0.025615086,0.272129239,0.48216162,0.380053137,0.360320791
277088,669683,cg08755517,0.521499678,0.730625049,0.222372401,0.741391823,0.07826141,0.951063509,0.303465627,0.887676686,0.444084285,0.418653319
277216,539888,cg08759569,0.331219688,0.387153563,0.343612495,0.497108387,0.202845064,0.339850285,0.621733019,0.495693764,0.484412287,0.521184142
277223,152985,cg08759860,0.210338359,0.094745804,0.278706503,0.167193364,0.023673034,0.095368679,0.180570288,0.428058612,0.217350426,0.339571339
277378,46409,cg08764937,0.377028811,0.199878827,0.13926839,0.05677804,0.064019465,0.505269203,0.399501609,0.686706706,0.441016822,0.453591764
277724,88445,cg08777703,0.245074748,0.046163856,0.201198303,0.290816213,0.201507062,0.60438424,0.113828131,0.045121674,0.295574126,0.418097282
278800,778590,cg08813925,0.579550981,0.162044333,0.542396566,0.866932217,0.746569433,0.849265815,0.131466067,0.9264836,0.546492149,0.571614112
278994,792490,cg08819802,0.337619825,0.177432845,0.223047362,0.219922465,0.062993125,0.031055921,0.419189711,0.096281405,0.394240521,0.435815215
279072,118484,cg08822523,0.434498363,0.068181026,0.298841577,0.108466432,0.168751083,0.035875626,0.68207472,0.090695128,0.248203655,0.333185931
279119,225368,cg08823579,0.399754849,0.217149502,0.282682389,0.17408087,0.203600362,0.082922814,0.68469232,0.055722292,0.366408819,0.59997043
279295,78399,cg08828605,0.770687948,0.916894405,0.5327379,0.927180784,0.904090799,0.878305151,0.598259371,0.915106523,0.793810482,0.646756626
279448,677282,cg08833255,0.867260923,0.488962323,0.621243495,0.453383353,0.777025782,0.430696787,0.867170068,0.46160753,0.622169117,0.422417532
281048,724089,cg08880981,0.890022893,0.896706237,0.917005671,0.897951277,0.913178511,0.917316074,0.682283521,0.900978914,0.858241358,0.766105938
281339,627400,cg08889380,0.144037706,0.283063779,0.050653421,0.030394448,0.027113554,0.12011179,0.325764304,0.046531314,0.220127309,0.257631933
281503,648086,cg08894366,0.255576414,0.091105517,0.533624615,0.503362711,0.597807393,0.079557586,0.418957267,0.072308925,0.410581438,0.493897816
281582,193998,cg08896840,0.238432487,0.48693495,0.505242601,0.508629684,0.528082761,0.699766267,0.081378613,0.508771149,0.54196823,0.455935963
281622,487470,cg08898055,0.879306632,0.826945553,0.515097031,0.426627897,0.545490672,0.375357058,0.151498995,0.864815436,0.66880826,0.436832068
283431,643394,cg08957544,0.13692108,0.160095605,0.337457089,0.1565514,0.076111106,0.447748327,0.653898879,0.150755151,0.241716773,0.524412014
283553,472723,cg08961454,0.898580959,0.91217035,0.654040549,0.9439355,0.53695832,0.942686864,0.741187823,0.939412079,0.831685575,0.784697427
284442,124179,cg08991437,0.277829426,0.424091463,0.474233295,0.495499658,0.81562031,0.29631467,0.101833366,0.844103041,0.397709235,0.357696038
284711,547348,cg09001440,0.26158937,0.180893078,0.213764971,0.243083686,0.033599871,0.457790552,0.209070476,0.484052409,0.357035908,0.495631807
284960,689066,cg09010113,0.513153492,0.556183813,0.896837473,0.940998141,0.902995111,0.906840187,0.067540632,0.934978993,0.640005557,0.47653827
284970,276960,cg09010370,0.326761648,0.420538858,0.535644564,0.256475042,0.515930057,0.061116812,0.51683644,0.571575488,0.3733662,0.460093267
285768,457744,cg09037078,0.22602474,0.036931734,0.244536496,0.045520647,0.086005505,0.043652945,0.056810343,0.536145493,0.292841059,0.467740305
285883,35471,cg09040349,0.690227569,0.630397323,0.375477813,0.79100273,0.541449005,0.021895931,0.569037315,0.057966102,0.513600453,0.427556637
285931,471648,cg09041994,0.442849685,0.197400176,0.197592689,0.658608082,0.300601503,0.66768545,0.764146166,0.799973539,0.408189299,0.539489919
286003,227373,cg09044180,0.805466749,0.880844415,0.601428744,0.905970977,0.922681087,0.960450906,0.104618768,0.919673434,0.730799736,0.544080877
286278,661475,cg09053087,0.171798054,0.045817836,0.464403687,0.669870467,0.828538653,0.257121503,0.759247277,0.596459853,0.302842063,0.682880393
286390,820289,cg09057763,0.352834463,0.77422178,0.700168499,0.301311678,0.836900015,0.929192173,0.104080775,0.852138461,0.376467533,0.427838082
286458,242139,cg09060402,0.33940857,0.175351134,0.203529004,0.071945091,0.131664764,0.058372819,0.525227273,0.09246731,0.354574827,0.468220901
